Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
12,drone_7,17.6300,11.1922,8.3810,14.4117,"11.969,6.264,0.231;16.944,2.169,0.665;8.131,3.048,0.310;2.777,18.424,1.104;12.014,16.015,0.464;16.542,18.486,0.446;0.798,17.856,1.269;2.574,14.350,1.051;13.390,10.553,1.105;18.750,5.418,0.604;2.200,19.131,0.988;12.876,3.634,1.057;14.688,18.495,0.333;4.119,6.564,0.490;14.815,9.782,0.455;10.421,9.520,0.912;7.425,11.160,0.481;7.608,5.437,0.852;9.152,11.145,0.644;6.416,11.347,0.944;14.345,17.267,0.296;5.701,5.315,1.207;9.184,9.200,0.661;13.889,6.234,0.832;15.010,7.239,0.270;2.892,10.274,1.267;11.830,0.246,0.374;3.610,9.060,1.588;1.033,13.829,0.452;5.711,9.087,0.949;7.854,8.341,0.335;14.619,9.177,0.709;10.204,2.230,0.922;14.426,11.346,0.402;2.881,7.478,0.483;4.365,3.609,0.283;4.057,19.036,0.449;13.173,6.971,0.400;9.022,8.892,2.019;0.961,8.394,0.407;7.335,5.371,1.152;1.551,10.321,0.450;7.133,1.996,0.819;14.064,7.476,2.416;11.361,8.006,0.284;9.008,1.209,0.315;0.150,5.981,0.239;15.902,3.522,0.277;5.443,9.286,0.988;3.664,4.453,0.943;15.967,1.658,0.388;16.459,8.957,1.062;6.046,1.311,1.206;18.085,4.415,0.783;7.112,3.581,0.481;11.316,13.718,0.846;10.870,4.589,0.407;5.167,16.575,0.263;13.225,13.243,0.384;16.058,2.112,1.319;19.042,2.424,0.829;16.611,0.827,0.377;17.458,14.287,0.221;17.352,7.817,0.645;7.039,6.760,0.754;4.865,13.694,0.343;18.005,19.229,1.312;1.363,8.027,1.086;0.754,19.506,0.295;19.610,18.996,0.308;13.806,19.717,0.415;0.745,12.630,0.888;11.886,14.837,0.204;2.946,11.573,1.666;19.211,14.759,0.253;9.913,9.940,1.110;3.090,2.314,0.279;2.120,13.423,1.917;4.081,1.814,0.838;1.862,5.987,2.041"
12,drone_8,18.4129,12.1382,8.3810,14.4117,"11.969,6.264,0.231;16.944,2.169,0.665;8.131,3.048,0.310;2.777,18.424,1.104;12.014,16.015,0.464;16.542,18.486,0.446;0.798,17.856,1.269;2.574,14.350,1.051;13.390,10.553,1.105;18.750,5.418,0.604;2.200,19.131,0.988;12.876,3.634,1.057;14.688,18.495,0.333;4.119,6.564,0.490;14.815,9.782,0.455;10.421,9.520,0.912;7.425,11.160,0.481;7.608,5.437,0.852;9.152,11.145,0.644;6.416,11.347,0.944;14.345,17.267,0.296;5.701,5.315,1.207;9.184,9.200,0.661;13.889,6.234,0.832;15.010,7.239,0.270;2.892,10.274,1.267;11.830,0.246,0.374;3.610,9.060,1.588;1.033,13.829,0.452;5.711,9.087,0.949;7.854,8.341,0.335;14.619,9.177,0.709;10.204,2.230,0.922;14.426,11.346,0.402;2.881,7.478,0.483;4.365,3.609,0.283;4.057,19.036,0.449;13.173,6.971,0.400;9.022,8.892,2.019;0.961,8.394,0.407;7.335,5.371,1.152;1.551,10.321,0.450;7.133,1.996,0.819;14.064,7.476,2.416;11.361,8.006,0.284;9.008,1.209,0.315;0.150,5.981,0.239;15.902,3.522,0.277;5.443,9.286,0.988;3.664,4.453,0.943;15.967,1.658,0.388;16.459,8.957,1.062;6.046,1.311,1.206;18.085,4.415,0.783;7.112,3.581,0.481;11.316,13.718,0.846;10.870,4.589,0.407;5.167,16.575,0.263;13.225,13.243,0.384;16.058,2.112,1.319;19.042,2.424,0.829;16.611,0.827,0.377;17.458,14.287,0.221;17.352,7.817,0.645;7.039,6.760,0.754;4.865,13.694,0.343;18.005,19.229,1.312;1.363,8.027,1.086;0.754,19.506,0.295;19.610,18.996,0.308;13.806,19.717,0.415;0.745,12.630,0.888;11.886,14.837,0.204;2.946,11.573,1.666;19.211,14.759,0.253;9.913,9.940,1.110;3.090,2.314,0.279;2.120,13.423,1.917;4.081,1.814,0.838;1.862,5.987,2.041"
12,drone_9,17.0679,11.9246,8.3810,14.4117,"11.969,6.264,0.231;16.944,2.169,0.665;8.131,3.048,0.310;2.777,18.424,1.104;12.014,16.015,0.464;16.542,18.486,0.446;0.798,17.856,1.269;2.574,14.350,1.051;13.390,10.553,1.105;18.750,5.418,0.604;2.200,19.131,0.988;12.876,3.634,1.057;14.688,18.495,0.333;4.119,6.564,0.490;14.815,9.782,0.455;10.421,9.520,0.912;7.425,11.160,0.481;7.608,5.437,0.852;9.152,11.145,0.644;6.416,11.347,0.944;14.345,17.267,0.296;5.701,5.315,1.207;9.184,9.200,0.661;13.889,6.234,0.832;15.010,7.239,0.270;2.892,10.274,1.267;11.830,0.246,0.374;3.610,9.060,1.588;1.033,13.829,0.452;5.711,9.087,0.949;7.854,8.341,0.335;14.619,9.177,0.709;10.204,2.230,0.922;14.426,11.346,0.402;2.881,7.478,0.483;4.365,3.609,0.283;4.057,19.036,0.449;13.173,6.971,0.400;9.022,8.892,2.019;0.961,8.394,0.407;7.335,5.371,1.152;1.551,10.321,0.450;7.133,1.996,0.819;14.064,7.476,2.416;11.361,8.006,0.284;9.008,1.209,0.315;0.150,5.981,0.239;15.902,3.522,0.277;5.443,9.286,0.988;3.664,4.453,0.943;15.967,1.658,0.388;16.459,8.957,1.062;6.046,1.311,1.206;18.085,4.415,0.783;7.112,3.581,0.481;11.316,13.718,0.846;10.870,4.589,0.407;5.167,16.575,0.263;13.225,13.243,0.384;16.058,2.112,1.319;19.042,2.424,0.829;16.611,0.827,0.377;17.458,14.287,0.221;17.352,7.817,0.645;7.039,6.760,0.754;4.865,13.694,0.343;18.005,19.229,1.312;1.363,8.027,1.086;0.754,19.506,0.295;19.610,18.996,0.308;13.806,19.717,0.415;0.745,12.630,0.888;11.886,14.837,0.204;2.946,11.573,1.666;19.211,14.759,0.253;9.913,9.940,1.110;3.090,2.314,0.279;2.120,13.423,1.917;4.081,1.814,0.838;1.862,5.987,2.041"
13,drone_0,18.4920,11.5890,8.3810,14.4117,"11.969,6.264,0.231;16.944,2.169,0.665;8.131,3.048,0.310;2.777,18.424,1.104;12.014,16.015,0.464;16.542,18.486,0.446;0.798,17.856,1.269;2.574,14.350,1.051;13.390,10.553,1.105;18.750,5.418,0.604;2.200,19.131,0.988;12.876,3.634,1.057;14.688,18.495,0.333;4.119,6.564,0.490;14.815,9.782,0.455;10.421,9.520,0.912;7.425,11.160,0.481;7.608,5.437,0.852;9.152,11.145,0.644;6.416,11.347,0.944;14.345,17.267,0.296;5.701,5.315,1.207;9.184,9.200,0.661;13.889,6.234,0.832;15.010,7.239,0.270;2.892,10.274,1.267;11.830,0.246,0.374;3.610,9.060,1.588;1.033,13.829,0.452;5.711,9.087,0.949;7.854,8.341,0.335;14.619,9.177,0.709;10.204,2.230,0.922;14.426,11.346,0.402;2.881,7.478,0.483;4.365,3.609,0.283;4.057,19.036,0.449;13.173,6.971,0.400;9.022,8.892,2.019;0.961,8.394,0.407;7.335,5.371,1.152;1.551,10.321,0.450;7.133,1.996,0.819;14.064,7.476,2.416;11.361,8.006,0.284;9.008,1.209,0.315;0.150,5.981,0.239;15.902,3.522,0.277;5.443,9.286,0.988;3.664,4.453,0.943;15.967,1.658,0.388;16.459,8.957,1.062;6.046,1.311,1.206;18.085,4.415,0.783;7.112,3.581,0.481;11.316,13.718,0.846;10.870,4.589,0.407;5.167,16.575,0.263;13.225,13.243,0.384;16.058,2.112,1.319;19.042,2.424,0.829;16.611,0.827,0.377;17.458,14.287,0.221;17.352,7.817,0.645;7.039,6.760,0.754;4.865,13.694,0.343;18.005,19.229,1.312;1.363,8.027,1.086;0.754,19.506,0.295;19.610,18.996,0.308;13.806,19.717,0.415;0.745,12.630,0.888;11.886,14.837,0.204;2.946,11.573,1.666;19.211,14.759,0.253;9.913,9.940,1.110;3.090,2.314,0.279;2.120,13.423,1.917;4.081,1.814,0.838;1.862,5.987,2.041"
13,drone_1,19.2009,12.0760,8.3810,14.4117,"11.969,6.264,0.231;16.944,2.169,0.665;8.131,3.048,0.310;2.777,18.424,1.104;12.014,16.015,0.464;16.542,18.486,0.446;0.798,17.856,1.269;2.574,14.350,1.051;13.390,10.553,1.105;18.750,5.418,0.604;2.200,19.131,0.988;12.876,3.634,1.057;14.688,18.495,0.333;4.119,6.564,0.490;14.815,9.782,0.455;10.421,9.520,0.912;7.425,11.160,0.481;7.608,5.437,0.852;9.152,11.145,0.644;6.416,11.347,0.944;14.345,17.267,0.296;5.701,5.315,1.207;9.184,9.200,0.661;13.889,6.234,0.832;15.010,7.239,0.270;2.892,10.274,1.267;11.830,0.246,0.374;3.610,9.060,1.588;1.033,13.829,0.452;5.711,9.087,0.949;7.854,8.341,0.335;14.619,9.177,0.709;10.204,2.230,0.922;14.426,11.346,0.402;2.881,7.478,0.483;4.365,3.609,0.283;4.057,19.036,0.449;13.173,6.971,0.400;9.022,8.892,2.019;0.961,8.394,0.407;7.335,5.371,1.152;1.551,10.321,0.450;7.133,1.996,0.819;14.064,7.476,2.416;11.361,8.006,0.284;9.008,1.209,0.315;0.150,5.981,0.239;15.902,3.522,0.277;5.443,9.286,0.988;3.664,4.453,0.943;15.967,1.658,0.388;16.459,8.957,1.062;6.046,1.311,1.206;18.085,4.415,0.783;7.112,3.581,0.481;11.316,13.718,0.846;10.870,4.589,0.407;5.167,16.575,0.263;13.225,13.243,0.384;16.058,2.112,1.319;19.042,2.424,0.829;16.611,0.827,0.377;17.458,14.287,0.221;17.352,7.817,0.645;7.039,6.760,0.754;4.865,13.694,0.343;18.005,19.229,1.312;1.363,8.027,1.086;0.754,19.506,0.295;19.610,18.996,0.308;13.806,19.717,0.415;0.745,12.630,0.888;11.886,14.837,0.204;2.946,11.573,1.666;19.211,14.759,0.253;9.913,9.940,1.110;3.090,2.314,0.279;2.120,13.423,1.917;4.081,1.814,0.838;1.862,5.987,2.041"
13,drone_2,17.3107,10.5090,8.3810,14.4117,"11.969,6.264,0.231;16.944,2.169,0.665;8.131,3.048,0.310;2.777,18.424,1.104;12.014,16.015,0.464;16.542,18.486,0.446;0.798,17.856,1.269;2.574,14.350,1.051;13.390,10.553,1.105;18.750,5.418,0.604;2.200,19.131,0.988;12.876,3.634,1.057;14.688,18.495,0.333;4.119,6.564,0.490;14.815,9.782,0.455;10.421,9.520,0.912;7.425,11.160,0.481;7.608,5.437,0.852;9.152,11.145,0.644;6.416,11.347,0.944;14.345,17.267,0.296;5.701,5.315,1.207;9.184,9.200,0.661;13.889,6.234,0.832;15.010,7.239,0.270;2.892,10.274,1.267;11.830,0.246,0.374;3.610,9.060,1.588;1.033,13.829,0.452;5.711,9.087,0.949;7.854,8.341,0.335;14.619,9.177,0.709;10.204,2.230,0.922;14.426,11.346,0.402;2.881,7.478,0.483;4.365,3.609,0.283;4.057,19.036,0.449;13.173,6.971,0.400;9.022,8.892,2.019;0.961,8.394,0.407;7.335,5.371,1.152;1.551,10.321,0.450;7.133,1.996,0.819;14.064,7.476,2.416;11.361,8.006,0.284;9.008,1.209,0.315;0.150,5.981,0.239;15.902,3.522,0.277;5.443,9.286,0.988;3.664,4.453,0.943;15.967,1.658,0.388;16.459,8.957,1.062;6.046,1.311,1.206;18.085,4.415,0.783;7.112,3.581,0.481;11.316,13.718,0.846;10.870,4.589,0.407;5.167,16.575,0.263;13.225,13.243,0.384;16.058,2.112,1.319;19.042,2.424,0.829;16.611,0.827,0.377;17.458,14.287,0.221;17.352,7.817,0.645;7.039,6.760,0.754;4.865,13.694,0.343;18.005,19.229,1.312;1.363,8.027,1.086;0.754,19.506,0.295;19.610,18.996,0.308;13.806,19.717,0.415;0.745,12.630,0.888;11.886,14.837,0.204;2.946,11.573,1.666;19.211,14.759,0.253;9.913,9.940,1.110;3.090,2.314,0.279;2.120,13.423,1.917;4.081,1.814,0.838;1.862,5.987,2.041"
13,drone_3,16.7271,11.8166,8.3810,14.4117,"11.969,6.264,0.231;16.944,2.169,0.665;8.131,3.048,0.310;2.777,18.424,1.104;12.014,16.015,0.464;16.542,18.486,0.446;0.798,17.856,1.269;2.574,14.350,1.051;13.390,10.553,1.105;18.750,5.418,0.604;2.200,19.131,0.988;12.876,3.634,1.057;14.688,18.495,0.333;4.119,6.564,0.490;14.815,9.782,0.455;10.421,9.520,0.912;7.425,11.160,0.481;7.608,5.437,0.852;9.152,11.145,0.644;6.416,11.347,0.944;14.345,17.267,0.296;5.701,5.315,1.207;9.184,9.200,0.661;13.889,6.234,0.832;15.010,7.239,0.270;2.892,10.274,1.267;11.830,0.246,0.374;3.610,9.060,1.588;1.033,13.829,0.452;5.711,9.087,0.949;7.854,8.341,0.335;14.619,9.177,0.709;10.204,2.230,0.922;14.426,11.346,0.402;2.881,7.478,0.483;4.365,3.609,0.283;4.057,19.036,0.449;13.173,6.971,0.400;9.022,8.892,2.019;0.961,8.394,0.407;7.335,5.371,1.152;1.551,10.321,0.450;7.133,1.996,0.819;14.064,7.476,2.416;11.361,8.006,0.284;9.008,1.209,0.315;0.150,5.981,0.239;15.902,3.522,0.277;5.443,9.286,0.988;3.664,4.453,0.943;15.967,1.658,0.388;16.459,8.957,1.062;6.046,1.311,1.206;18.085,4.415,0.783;7.112,3.581,0.481;11.316,13.718,0.846;10.870,4.589,0.407;5.167,16.575,0.263;13.225,13.243,0.384;16.058,2.112,1.319;19.042,2.424,0.829;16.611,0.827,0.377;17.458,14.287,0.221;17.352,7.817,0.645;7.039,6.760,0.754;4.865,13.694,0.343;18.005,19.229,1.312;1.363,8.027,1.086;0.754,19.506,0.295;19.610,18.996,0.308;13.806,19.717,0.415;0.745,12.630,0.888;11.886,14.837,0.204;2.946,11.573,1.666;19.211,14.759,0.253;9.913,9.940,1.110;3.090,2.314,0.279;2.120,13.423,1.917;4.081,1.814,0.838;1.862,5.987,2.041"
13,drone_4,18.2897,11.1319,8.3810,14.4117,"11.969,6.264,0.231;16.944,2.169,0.665;8.131,3.048,0.310;2.777,18.424,1.104;12.014,16.015,0.464;16.542,18.486,0.446;0.798,17.856,1.269;2.574,14.350,1.051;13.390,10.553,1.105;18.750,5.418,0.604;2.200,19.131,0.988;12.876,3.634,1.057;14.688,18.495,0.333;4.119,6.564,0.490;14.815,9.782,0.455;10.421,9.520,0.912;7.425,11.160,0.481;7.608,5.437,0.852;9.152,11.145,0.644;6.416,11.347,0.944;14.345,17.267,0.296;5.701,5.315,1.207;9.184,9.200,0.661;13.889,6.234,0.832;15.010,7.239,0.270;2.892,10.274,1.267;11.830,0.246,0.374;3.610,9.060,1.588;1.033,13.829,0.452;5.711,9.087,0.949;7.854,8.341,0.335;14.619,9.177,0.709;10.204,2.230,0.922;14.426,11.346,0.402;2.881,7.478,0.483;4.365,3.609,0.283;4.057,19.036,0.449;13.173,6.971,0.400;9.022,8.892,2.019;0.961,8.394,0.407;7.335,5.371,1.152;1.551,10.321,0.450;7.133,1.996,0.819;14.064,7.476,2.416;11.361,8.006,0.284;9.008,1.209,0.315;0.150,5.981,0.239;15.902,3.522,0.277;5.443,9.286,0.988;3.664,4.453,0.943;15.967,1.658,0.388;16.459,8.957,1.062;6.046,1.311,1.206;18.085,4.415,0.783;7.112,3.581,0.481;11.316,13.718,0.846;10.870,4.589,0.407;5.167,16.575,0.263;13.225,13.243,0.384;16.058,2.112,1.319;19.042,2.424,0.829;16.611,0.827,0.377;17.458,14.287,0.221;17.352,7.817,0.645;7.039,6.760,0.754;4.865,13.694,0.343;18.005,19.229,1.312;1.363,8.027,1.086;0.754,19.506,0.295;19.610,18.996,0.308;13.806,19.717,0.415;0.745,12.630,0.888;11.886,14.837,0.204;2.946,11.573,1.666;19.211,14.759,0.253;9.913,9.940,1.110;3.090,2.314,0.279;2.120,13.423,1.917;4.081,1.814,0.838;1.862,5.987,2.041"
13,drone_5,18.7254,9.4343,8.3810,14.4117,"11.969,6.264,0.231;16.944,2.169,0.665;8.131,3.048,0.310;2.777,18.424,1.104;12.014,16.015,0.464;16.542,18.486,0.446;0.798,17.856,1.269;2.574,14.350,1.051;13.390,10.553,1.105;18.750,5.418,0.604;2.200,19.131,0.988;12.876,3.634,1.057;14.688,18.495,0.333;4.119,6.564,0.490;14.815,9.782,0.455;10.421,9.520,0.912;7.425,11.160,0.481;7.608,5.437,0.852;9.152,11.145,0.644;6.416,11.347,0.944;14.345,17.267,0.296;5.701,5.315,1.207;9.184,9.200,0.661;13.889,6.234,0.832;15.010,7.239,0.270;2.892,10.274,1.267;11.830,0.246,0.374;3.610,9.060,1.588;1.033,13.829,0.452;5.711,9.087,0.949;7.854,8.341,0.335;14.619,9.177,0.709;10.204,2.230,0.922;14.426,11.346,0.402;2.881,7.478,0.483;4.365,3.609,0.283;4.057,19.036,0.449;13.173,6.971,0.400;9.022,8.892,2.019;0.961,8.394,0.407;7.335,5.371,1.152;1.551,10.321,0.450;7.133,1.996,0.819;14.064,7.476,2.416;11.361,8.006,0.284;9.008,1.209,0.315;0.150,5.981,0.239;15.902,3.522,0.277;5.443,9.286,0.988;3.664,4.453,0.943;15.967,1.658,0.388;16.459,8.957,1.062;6.046,1.311,1.206;18.085,4.415,0.783;7.112,3.581,0.481;11.316,13.718,0.846;10.870,4.589,0.407;5.167,16.575,0.263;13.225,13.243,0.384;16.058,2.112,1.319;19.042,2.424,0.829;16.611,0.827,0.377;17.458,14.287,0.221;17.352,7.817,0.645;7.039,6.760,0.754;4.865,13.694,0.343;18.005,19.229,1.312;1.363,8.027,1.086;0.754,19.506,0.295;19.610,18.996,0.308;13.806,19.717,0.415;0.745,12.630,0.888;11.886,14.837,0.204;2.946,11.573,1.666;19.211,14.759,0.253;9.913,9.940,1.110;3.090,2.314,0.279;2.120,13.423,1.917;4.081,1.814,0.838;1.862,5.987,2.041"
13,drone_6,19.0633,10.0394,8.3810,14.4117,"11.969,6.264,0.231;16.944,2.169,0.665;8.131,3.048,0.310;2.777,18.424,1.104;12.014,16.015,0.464;16.542,18.486,0.446;0.798,17.856,1.269;2.574,14.350,1.051;13.390,10.553,1.105;18.750,5.418,0.604;2.200,19.131,0.988;12.876,3.634,1.057;14.688,18.495,0.333;4.119,6.564,0.490;14.815,9.782,0.455;10.421,9.520,0.912;7.425,11.160,0.481;7.608,5.437,0.852;9.152,11.145,0.644;6.416,11.347,0.944;14.345,17.267,0.296;5.701,5.315,1.207;9.184,9.200,0.661;13.889,6.234,0.832;15.010,7.239,0.270;2.892,10.274,1.267;11.830,0.246,0.374;3.610,9.060,1.588;1.033,13.829,0.452;5.711,9.087,0.949;7.854,8.341,0.335;14.619,9.177,0.709;10.204,2.230,0.922;14.426,11.346,0.402;2.881,7.478,0.483;4.365,3.609,0.283;4.057,19.036,0.449;13.173,6.971,0.400;9.022,8.892,2.019;0.961,8.394,0.407;7.335,5.371,1.152;1.551,10.321,0.450;7.133,1.996,0.819;14.064,7.476,2.416;11.361,8.006,0.284;9.008,1.209,0.315;0.150,5.981,0.239;15.902,3.522,0.277;5.443,9.286,0.988;3.664,4.453,0.943;15.967,1.658,0.388;16.459,8.957,1.062;6.046,1.311,1.206;18.085,4.415,0.783;7.112,3.581,0.481;11.316,13.718,0.846;10.870,4.589,0.407;5.167,16.575,0.263;13.225,13.243,0.384;16.058,2.112,1.319;19.042,2.424,0.829;16.611,0.827,0.377;17.458,14.287,0.221;17.352,7.817,0.645;7.039,6.760,0.754;4.865,13.694,0.343;18.005,19.229,1.312;1.363,8.027,1.086;0.754,19.506,0.295;19.610,18.996,0.308;13.806,19.717,0.415;0.745,12.630,0.888;11.886,14.837,0.204;2.946,11.573,1.666;19.211,14.759,0.253;9.913,9.940,1.110;3.090,2.314,0.279;2.120,13.423,1.917;4.081,1.814,0.838;1.862,5.987,2.041"
13,drone_7,17.7327,11.0895,8.3810,14.4117,"11.969,6.264,0.231;16.944,2.169,0.665;8.131,3.048,0.310;2.777,18.424,1.104;12.014,16.015,0.464;16.542,18.486,0.446;0.798,17.856,1.269;2.574,14.350,1.051;13.390,10.553,1.105;18.750,5.418,0.604;2.200,19.131,0.988;12.876,3.634,1.057;14.688,18.495,0.333;4.119,6.564,0.490;14.815,9.782,0.455;10.421,9.520,0.912;7.425,11.160,0.481;7.608,5.437,0.852;9.152,11.145,0.644;6.416,11.347,0.944;14.345,17.267,0.296;5.701,5.315,1.207;9.184,9.200,0.661;13.889,6.234,0.832;15.010,7.239,0.270;2.892,10.274,1.267;11.830,0.246,0.374;3.610,9.060,1.588;1.033,13.829,0.452;5.711,9.087,0.949;7.854,8.341,0.335;14.619,9.177,0.709;10.204,2.230,0.922;14.426,11.346,0.402;2.881,7.478,0.483;4.365,3.609,0.283;4.057,19.036,0.449;13.173,6.971,0.400;9.022,8.892,2.019;0.961,8.394,0.407;7.335,5.371,1.152;1.551,10.321,0.450;7.133,1.996,0.819;14.064,7.476,2.416;11.361,8.006,0.284;9.008,1.209,0.315;0.150,5.981,0.239;15.902,3.522,0.277;5.443,9.286,0.988;3.664,4.453,0.943;15.967,1.658,0.388;16.459,8.957,1.062;6.046,1.311,1.206;18.085,4.415,0.783;7.112,3.581,0.481;11.316,13.718,0.846;10.870,4.589,0.407;5.167,16.575,0.263;13.225,13.243,0.384;16.058,2.112,1.319;19.042,2.424,0.829;16.611,0.827,0.377;17.458,14.287,0.221;17.352,7.817,0.645;7.039,6.760,0.754;4.865,13.694,0.343;18.005,19.229,1.312;1.363,8.027,1.086;0.754,19.506,0.295;19.610,18.996,0.308;13.806,19.717,0.415;0.745,12.630,0.888;11.886,14.837,0.204;2.946,11.573,1.666;19.211,14.759,0.253;9.913,9.940,1.110;3.090,2.314,0.279;2.120,13.423,1.917;4.081,1.814,0.838;1.862,5.987,2.041"
13,drone_8,18.5241,12.0269,8.3810,14.4117,"11.969,6.264,0.231;16.944,2.169,0.665;8.131,3.048,0.310;2.777,18.424,1.104;12.014,16.015,0.464;16.542,18.486,0.446;0.798,17.856,1.269;2.574,14.350,1.051;13.390,10.553,1.105;18.750,5.418,0.604;2.200,19.131,0.988;12.876,3.634,1.057;14.688,18.495,0.333;4.119,6.564,0.490;14.815,9.782,0.455;10.421,9.520,0.912;7.425,11.160,0.481;7.608,5.437,0.852;9.152,11.145,0.644;6.416,11.347,0.944;14.345,17.267,0.296;5.701,5.315,1.207;9.184,9.200,0.661;13.889,6.234,0.832;15.010,7.239,0.270;2.892,10.274,1.267;11.830,0.246,0.374;3.610,9.060,1.588;1.033,13.829,0.452;5.711,9.087,0.949;7.854,8.341,0.335;14.619,9.177,0.709;10.204,2.230,0.922;14.426,11.346,0.402;2.881,7.478,0.483;4.365,3.609,0.283;4.057,19.036,0.449;13.173,6.971,0.400;9.022,8.892,2.019;0.961,8.394,0.407;7.335,5.371,1.152;1.551,10.321,0.450;7.133,1.996,0.819;14.064,7.476,2.416;11.361,8.006,0.284;9.008,1.209,0.315;0.150,5.981,0.239;15.902,3.522,0.277;5.443,9.286,0.988;3.664,4.453,0.943;15.967,1.658,0.388;16.459,8.957,1.062;6.046,1.311,1.206;18.085,4.415,0.783;7.112,3.581,0.481;11.316,13.718,0.846;10.870,4.589,0.407;5.167,16.575,0.263;13.225,13.243,0.384;16.058,2.112,1.319;19.042,2.424,0.829;16.611,0.827,0.377;17.458,14.287,0.221;17.352,7.817,0.645;7.039,6.760,0.754;4.865,13.694,0.343;18.005,19.229,1.312;1.363,8.027,1.086;0.754,19.506,0.295;19.610,18.996,0.308;13.806,19.717,0.415;0.745,12.630,0.888;11.886,14.837,0.204;2.946,11.573,1.666;19.211,14.759,0.253;9.913,9.940,1.110;3.090,2.314,0.279;2.120,13.423,1.917;4.081,1.814,0.838;1.862,5.987,2.041"
13,drone_9,17.1884,11.8041,8.3810,14.4117,"11.969,6.264,0.231;16.944,2.169,0.665;8.131,3.048,0.310;2.777,18.424,1.104;12.014,16.015,0.464;16.542,18.486,0.446;0.798,17.856,1.269;2.574,14.350,1.051;13.390,10.553,1.105;18.750,5.418,0.604;2.200,19.131,0.988;12.876,3.634,1.057;14.688,18.495,0.333;4.119,6.564,0.490;14.815,9.782,0.455;10.421,9.520,0.912;7.425,11.160,0.481;7.608,5.437,0.852;9.152,11.145,0.644;6.416,11.347,0.944;14.345,17.267,0.296;5.701,5.315,1.207;9.184,9.200,0.661;13.889,6.234,0.832;15.010,7.239,0.270;2.892,10.274,1.267;11.830,0.246,0.374;3.610,9.060,1.588;1.033,13.829,0.452;5.711,9.087,0.949;7.854,8.341,0.335;14.619,9.177,0.709;10.204,2.230,0.922;14.426,11.346,0.402;2.881,7.478,0.483;4.365,3.609,0.283;4.057,19.036,0.449;13.173,6.971,0.400;9.022,8.892,2.019;0.961,8.394,0.407;7.335,5.371,1.152;1.551,10.321,0.450;7.133,1.996,0.819;14.064,7.476,2.416;11.361,8.006,0.284;9.008,1.209,0.315;0.150,5.981,0.239;15.902,3.522,0.277;5.443,9.286,0.988;3.664,4.453,0.943;15.967,1.658,0.388;16.459,8.957,1.062;6.046,1.311,1.206;18.085,4.415,0.783;7.112,3.581,0.481;11.316,13.718,0.846;10.870,4.589,0.407;5.167,16.575,0.263;13.225,13.243,0.384;16.058,2.112,1.319;19.042,2.424,0.829;16.611,0.827,0.377;17.458,14.287,0.221;17.352,7.817,0.645;7.039,6.760,0.754;4.865,13.694,0.343;18.005,19.229,1.312;1.363,8.027,1.086;0.754,19.506,0.295;19.610,18.996,0.308;13.806,19.717,0.415;0.745,12.630,0.888;11.886,14.837,0.204;2.946,11.573,1.666;19.211,14.759,0.253;9.913,9.940,1.110;3.090,2.314,0.279;2.120,13.423,1.917;4.081,1.814,0.838;1.862,5.987,2.041"
14,drone_0,18.5947,11.4863,8.3810,14.4117,"11.969,6.264,0.231;16.944,2.169,0.665;8.131,3.048,0.310;2.777,18.424,1.104;12.014,16.015,0.464;16.542,18.486,0.446;0.798,17.856,1.269;2.574,14.350,1.051;13.390,10.553,1.105;18.750,5.418,0.604;2.200,19.131,0.988;12.876,3.634,1.057;14.688,18.495,0.333;4.119,6.564,0.490;14.815,9.782,0.455;10.421,9.520,0.912;7.425,11.160,0.481;7.608,5.437,0.852;9.152,11.145,0.644;6.416,11.347,0.944;14.345,17.267,0.296;5.701,5.315,1.207;9.184,9.200,0.661;13.889,6.234,0.832;15.010,7.239,0.270;2.892,10.274,1.267;11.830,0.246,0.374;3.610,9.060,1.588;1.033,13.829,0.452;5.711,9.087,0.949;7.854,8.341,0.335;14.619,9.177,0.709;10.204,2.230,0.922;14.426,11.346,0.402;2.881,7.478,0.483;4.365,3.609,0.283;4.057,19.036,0.449;13.173,6.971,0.400;9.022,8.892,2.019;0.961,8.394,0.407;7.335,5.371,1.152;1.551,10.321,0.450;7.133,1.996,0.819;14.064,7.476,2.416;11.361,8.006,0.284;9.008,1.209,0.315;0.150,5.981,0.239;15.902,3.522,0.277;5.443,9.286,0.988;3.664,4.453,0.943;15.967,1.658,0.388;16.459,8.957,1.062;6.046,1.311,1.206;18.085,4.415,0.783;7.112,3.581,0.481;11.316,13.718,0.846;10.870,4.589,0.407;5.167,16.575,0.263;13.225,13.243,0.384;16.058,2.112,1.319;19.042,2.424,0.829;16.611,0.827,0.377;17.458,14.287,0.221;17.352,7.817,0.645;7.039,6.760,0.754;4.865,13.694,0.343;18.005,19.229,1.312;1.363,8.027,1.086;0.754,19.506,0.295;19.610,18.996,0.308;13.806,19.717,0.415;0.745,12.630,0.888;11.886,14.837,0.204;2.946,11.573,1.666;19.211,14.759,0.253;9.913,9.940,1.110;3.090,2.314,0.279;2.120,13.423,1.917;4.081,1.814,0.838;1.862,5.987,2.041"
