Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
1,drone_0,10.1213,18.8206,2.3146,11.7194,"18.686,3.810,0.247;12.752,10.639,0.450;13.632,6.348,0.832;17.502,6.859,0.373;19.615,6.485,0.205;9.242,11.672,0.388;2.272,5.812,2.124;16.090,4.291,0.858;9.218,18.286,0.384;2.091,0.694,0.475;8.084,9.778,0.817;6.112,10.823,0.626;2.311,16.148,0.907;16.577,19.177,0.685;15.466,17.507,1.323;12.308,7.056,1.308;4.509,15.053,0.662;18.633,14.679,1.330;17.161,15.015,0.341;16.669,4.801,1.342;5.619,8.855,0.460;14.858,10.509,2.432;4.405,8.396,0.488;18.664,6.374,0.895;9.806,9.815,0.282;17.154,14.772,1.003;1.979,3.487,1.868;16.185,7.157,0.341;15.837,2.207,0.691;4.425,9.790,0.304;8.380,6.467,0.977;16.378,7.857,0.401;17.994,3.090,0.368;14.953,8.134,0.232;4.012,8.001,1.714;19.415,5.814,0.735;6.365,10.104,0.263;2.460,16.736,1.857;19.675,7.279,0.615;7.414,6.864,0.362;6.905,1.635,0.934;14.397,5.240,0.333;9.214,17.847,0.362;17.238,5.322,1.791;15.068,5.132,0.795;3.697,18.446,0.403;16.190,19.795,0.407;14.093,4.724,0.366;18.850,14.231,2.246;7.360,10.140,0.412;9.432,6.468,1.050;12.692,4.806,1.148;5.698,16.356,0.384;13.560,2.255,0.277;5.936,10.074,0.613;9.775,8.439,0.480;19.410,4.961,0.249;12.058,4.738,0.993;11.910,2.097,0.362;16.016,18.546,0.459;3.490,3.672,0.912;6.638,18.025,0.319;10.984,7.608,1.558;18.229,1.387,0.335;11.419,0.754,0.872;17.990,17.972,0.263;0.946,4.681,0.663;10.808,5.001,0.861;16.895,16.700,0.461"
1,drone_1,2.5228,12.9649,2.3146,11.7194,"18.686,3.810,0.247;12.752,10.639,0.450;13.632,6.348,0.832;17.502,6.859,0.373;19.615,6.485,0.205;9.242,11.672,0.388;2.272,5.812,2.124;16.090,4.291,0.858;9.218,18.286,0.384;2.091,0.694,0.475;8.084,9.778,0.817;6.112,10.823,0.626;2.311,16.148,0.907;16.577,19.177,0.685;15.466,17.507,1.323;12.308,7.056,1.308;4.509,15.053,0.662;18.633,14.679,1.330;17.161,15.015,0.341;16.669,4.801,1.342;5.619,8.855,0.460;14.858,10.509,2.432;4.405,8.396,0.488;18.664,6.374,0.895;9.806,9.815,0.282;17.154,14.772,1.003;1.979,3.487,1.868;16.185,7.157,0.341;15.837,2.207,0.691;4.425,9.790,0.304;8.380,6.467,0.977;16.378,7.857,0.401;17.994,3.090,0.368;14.953,8.134,0.232;4.012,8.001,1.714;19.415,5.814,0.735;6.365,10.104,0.263;2.460,16.736,1.857;19.675,7.279,0.615;7.414,6.864,0.362;6.905,1.635,0.934;14.397,5.240,0.333;9.214,17.847,0.362;17.238,5.322,1.791;15.068,5.132,0.795;3.697,18.446,0.403;16.190,19.795,0.407;14.093,4.724,0.366;18.850,14.231,2.246;7.360,10.140,0.412;9.432,6.468,1.050;12.692,4.806,1.148;5.698,16.356,0.384;13.560,2.255,0.277;5.936,10.074,0.613;9.775,8.439,0.480;19.410,4.961,0.249;12.058,4.738,0.993;11.910,2.097,0.362;16.016,18.546,0.459;3.490,3.672,0.912;6.638,18.025,0.319;10.984,7.608,1.558;18.229,1.387,0.335;11.419,0.754,0.872;17.990,17.972,0.263;0.946,4.681,0.663;10.808,5.001,0.861;16.895,16.700,0.461"
1,drone_2,7.9940,2.4694,2.3146,11.7194,"18.686,3.810,0.247;12.752,10.639,0.450;13.632,6.348,0.832;17.502,6.859,0.373;19.615,6.485,0.205;9.242,11.672,0.388;2.272,5.812,2.124;16.090,4.291,0.858;9.218,18.286,0.384;2.091,0.694,0.475;8.084,9.778,0.817;6.112,10.823,0.626;2.311,16.148,0.907;16.577,19.177,0.685;15.466,17.507,1.323;12.308,7.056,1.308;4.509,15.053,0.662;18.633,14.679,1.330;17.161,15.015,0.341;16.669,4.801,1.342;5.619,8.855,0.460;14.858,10.509,2.432;4.405,8.396,0.488;18.664,6.374,0.895;9.806,9.815,0.282;17.154,14.772,1.003;1.979,3.487,1.868;16.185,7.157,0.341;15.837,2.207,0.691;4.425,9.790,0.304;8.380,6.467,0.977;16.378,7.857,0.401;17.994,3.090,0.368;14.953,8.134,0.232;4.012,8.001,1.714;19.415,5.814,0.735;6.365,10.104,0.263;2.460,16.736,1.857;19.675,7.279,0.615;7.414,6.864,0.362;6.905,1.635,0.934;14.397,5.240,0.333;9.214,17.847,0.362;17.238,5.322,1.791;15.068,5.132,0.795;3.697,18.446,0.403;16.190,19.795,0.407;14.093,4.724,0.366;18.850,14.231,2.246;7.360,10.140,0.412;9.432,6.468,1.050;12.692,4.806,1.148;5.698,16.356,0.384;13.560,2.255,0.277;5.936,10.074,0.613;9.775,8.439,0.480;19.410,4.961,0.249;12.058,4.738,0.993;11.910,2.097,0.362;16.016,18.546,0.459;3.490,3.672,0.912;6.638,18.025,0.319;10.984,7.608,1.558;18.229,1.387,0.335;11.419,0.754,0.872;17.990,17.972,0.263;0.946,4.681,0.663;10.808,5.001,0.861;16.895,16.700,0.461"
1,drone_3,15.1405,3.3097,2.3146,11.7194,"18.686,3.810,0.247;12.752,10.639,0.450;13.632,6.348,0.832;17.502,6.859,0.373;19.615,6.485,0.205;9.242,11.672,0.388;2.272,5.812,2.124;16.090,4.291,0.858;9.218,18.286,0.384;2.091,0.694,0.475;8.084,9.778,0.817;6.112,10.823,0.626;2.311,16.148,0.907;16.577,19.177,0.685;15.466,17.507,1.323;12.308,7.056,1.308;4.509,15.053,0.662;18.633,14.679,1.330;17.161,15.015,0.341;16.669,4.801,1.342;5.619,8.855,0.460;14.858,10.509,2.432;4.405,8.396,0.488;18.664,6.374,0.895;9.806,9.815,0.282;17.154,14.772,1.003;1.979,3.487,1.868;16.185,7.157,0.341;15.837,2.207,0.691;4.425,9.790,0.304;8.380,6.467,0.977;16.378,7.857,0.401;17.994,3.090,0.368;14.953,8.134,0.232;4.012,8.001,1.714;19.415,5.814,0.735;6.365,10.104,0.263;2.460,16.736,1.857;19.675,7.279,0.615;7.414,6.864,0.362;6.905,1.635,0.934;14.397,5.240,0.333;9.214,17.847,0.362;17.238,5.322,1.791;15.068,5.132,0.795;3.697,18.446,0.403;16.190,19.795,0.407;14.093,4.724,0.366;18.850,14.231,2.246;7.360,10.140,0.412;9.432,6.468,1.050;12.692,4.806,1.148;5.698,16.356,0.384;13.560,2.255,0.277;5.936,10.074,0.613;9.775,8.439,0.480;19.410,4.961,0.249;12.058,4.738,0.993;11.910,2.097,0.362;16.016,18.546,0.459;3.490,3.672,0.912;6.638,18.025,0.319;10.984,7.608,1.558;18.229,1.387,0.335;11.419,0.754,0.872;17.990,17.972,0.263;0.946,4.681,0.663;10.808,5.001,0.861;16.895,16.700,0.461"
1,drone_4,6.2566,2.5872,2.3146,11.7194,"18.686,3.810,0.247;12.752,10.639,0.450;13.632,6.348,0.832;17.502,6.859,0.373;19.615,6.485,0.205;9.242,11.672,0.388;2.272,5.812,2.124;16.090,4.291,0.858;9.218,18.286,0.384;2.091,0.694,0.475;8.084,9.778,0.817;6.112,10.823,0.626;2.311,16.148,0.907;16.577,19.177,0.685;15.466,17.507,1.323;12.308,7.056,1.308;4.509,15.053,0.662;18.633,14.679,1.330;17.161,15.015,0.341;16.669,4.801,1.342;5.619,8.855,0.460;14.858,10.509,2.432;4.405,8.396,0.488;18.664,6.374,0.895;9.806,9.815,0.282;17.154,14.772,1.003;1.979,3.487,1.868;16.185,7.157,0.341;15.837,2.207,0.691;4.425,9.790,0.304;8.380,6.467,0.977;16.378,7.857,0.401;17.994,3.090,0.368;14.953,8.134,0.232;4.012,8.001,1.714;19.415,5.814,0.735;6.365,10.104,0.263;2.460,16.736,1.857;19.675,7.279,0.615;7.414,6.864,0.362;6.905,1.635,0.934;14.397,5.240,0.333;9.214,17.847,0.362;17.238,5.322,1.791;15.068,5.132,0.795;3.697,18.446,0.403;16.190,19.795,0.407;14.093,4.724,0.366;18.850,14.231,2.246;7.360,10.140,0.412;9.432,6.468,1.050;12.692,4.806,1.148;5.698,16.356,0.384;13.560,2.255,0.277;5.936,10.074,0.613;9.775,8.439,0.480;19.410,4.961,0.249;12.058,4.738,0.993;11.910,2.097,0.362;16.016,18.546,0.459;3.490,3.672,0.912;6.638,18.025,0.319;10.984,7.608,1.558;18.229,1.387,0.335;11.419,0.754,0.872;17.990,17.972,0.263;0.946,4.681,0.663;10.808,5.001,0.861;16.895,16.700,0.461"
1,drone_5,18.0170,9.3166,2.3146,11.7194,"18.686,3.810,0.247;12.752,10.639,0.450;13.632,6.348,0.832;17.502,6.859,0.373;19.615,6.485,0.205;9.242,11.672,0.388;2.272,5.812,2.124;16.090,4.291,0.858;9.218,18.286,0.384;2.091,0.694,0.475;8.084,9.778,0.817;6.112,10.823,0.626;2.311,16.148,0.907;16.577,19.177,0.685;15.466,17.507,1.323;12.308,7.056,1.308;4.509,15.053,0.662;18.633,14.679,1.330;17.161,15.015,0.341;16.669,4.801,1.342;5.619,8.855,0.460;14.858,10.509,2.432;4.405,8.396,0.488;18.664,6.374,0.895;9.806,9.815,0.282;17.154,14.772,1.003;1.979,3.487,1.868;16.185,7.157,0.341;15.837,2.207,0.691;4.425,9.790,0.304;8.380,6.467,0.977;16.378,7.857,0.401;17.994,3.090,0.368;14.953,8.134,0.232;4.012,8.001,1.714;19.415,5.814,0.735;6.365,10.104,0.263;2.460,16.736,1.857;19.675,7.279,0.615;7.414,6.864,0.362;6.905,1.635,0.934;14.397,5.240,0.333;9.214,17.847,0.362;17.238,5.322,1.791;15.068,5.132,0.795;3.697,18.446,0.403;16.190,19.795,0.407;14.093,4.724,0.366;18.850,14.231,2.246;7.360,10.140,0.412;9.432,6.468,1.050;12.692,4.806,1.148;5.698,16.356,0.384;13.560,2.255,0.277;5.936,10.074,0.613;9.775,8.439,0.480;19.410,4.961,0.249;12.058,4.738,0.993;11.910,2.097,0.362;16.016,18.546,0.459;3.490,3.672,0.912;6.638,18.025,0.319;10.984,7.608,1.558;18.229,1.387,0.335;11.419,0.754,0.872;17.990,17.972,0.263;0.946,4.681,0.663;10.808,5.001,0.861;16.895,16.700,0.461"
1,drone_6,11.5798,9.2918,2.3146,11.7194,"18.686,3.810,0.247;12.752,10.639,0.450;13.632,6.348,0.832;17.502,6.859,0.373;19.615,6.485,0.205;9.242,11.672,0.388;2.272,5.812,2.124;16.090,4.291,0.858;9.218,18.286,0.384;2.091,0.694,0.475;8.084,9.778,0.817;6.112,10.823,0.626;2.311,16.148,0.907;16.577,19.177,0.685;15.466,17.507,1.323;12.308,7.056,1.308;4.509,15.053,0.662;18.633,14.679,1.330;17.161,15.015,0.341;16.669,4.801,1.342;5.619,8.855,0.460;14.858,10.509,2.432;4.405,8.396,0.488;18.664,6.374,0.895;9.806,9.815,0.282;17.154,14.772,1.003;1.979,3.487,1.868;16.185,7.157,0.341;15.837,2.207,0.691;4.425,9.790,0.304;8.380,6.467,0.977;16.378,7.857,0.401;17.994,3.090,0.368;14.953,8.134,0.232;4.012,8.001,1.714;19.415,5.814,0.735;6.365,10.104,0.263;2.460,16.736,1.857;19.675,7.279,0.615;7.414,6.864,0.362;6.905,1.635,0.934;14.397,5.240,0.333;9.214,17.847,0.362;17.238,5.322,1.791;15.068,5.132,0.795;3.697,18.446,0.403;16.190,19.795,0.407;14.093,4.724,0.366;18.850,14.231,2.246;7.360,10.140,0.412;9.432,6.468,1.050;12.692,4.806,1.148;5.698,16.356,0.384;13.560,2.255,0.277;5.936,10.074,0.613;9.775,8.439,0.480;19.410,4.961,0.249;12.058,4.738,0.993;11.910,2.097,0.362;16.016,18.546,0.459;3.490,3.672,0.912;6.638,18.025,0.319;10.984,7.608,1.558;18.229,1.387,0.335;11.419,0.754,0.872;17.990,17.972,0.263;0.946,4.681,0.663;10.808,5.001,0.861;16.895,16.700,0.461"
1,drone_7,12.4128,13.9272,2.3146,11.7194,"18.686,3.810,0.247;12.752,10.639,0.450;13.632,6.348,0.832;17.502,6.859,0.373;19.615,6.485,0.205;9.242,11.672,0.388;2.272,5.812,2.124;16.090,4.291,0.858;9.218,18.286,0.384;2.091,0.694,0.475;8.084,9.778,0.817;6.112,10.823,0.626;2.311,16.148,0.907;16.577,19.177,0.685;15.466,17.507,1.323;12.308,7.056,1.308;4.509,15.053,0.662;18.633,14.679,1.330;17.161,15.015,0.341;16.669,4.801,1.342;5.619,8.855,0.460;14.858,10.509,2.432;4.405,8.396,0.488;18.664,6.374,0.895;9.806,9.815,0.282;17.154,14.772,1.003;1.979,3.487,1.868;16.185,7.157,0.341;15.837,2.207,0.691;4.425,9.790,0.304;8.380,6.467,0.977;16.378,7.857,0.401;17.994,3.090,0.368;14.953,8.134,0.232;4.012,8.001,1.714;19.415,5.814,0.735;6.365,10.104,0.263;2.460,16.736,1.857;19.675,7.279,0.615;7.414,6.864,0.362;6.905,1.635,0.934;14.397,5.240,0.333;9.214,17.847,0.362;17.238,5.322,1.791;15.068,5.132,0.795;3.697,18.446,0.403;16.190,19.795,0.407;14.093,4.724,0.366;18.850,14.231,2.246;7.360,10.140,0.412;9.432,6.468,1.050;12.692,4.806,1.148;5.698,16.356,0.384;13.560,2.255,0.277;5.936,10.074,0.613;9.775,8.439,0.480;19.410,4.961,0.249;12.058,4.738,0.993;11.910,2.097,0.362;16.016,18.546,0.459;3.490,3.672,0.912;6.638,18.025,0.319;10.984,7.608,1.558;18.229,1.387,0.335;11.419,0.754,0.872;17.990,17.972,0.263;0.946,4.681,0.663;10.808,5.001,0.861;16.895,16.700,0.461"
1,drone_8,6.5641,6.7776,2.3146,11.7194,"18.686,3.810,0.247;12.752,10.639,0.450;13.632,6.348,0.832;17.502,6.859,0.373;19.615,6.485,0.205;9.242,11.672,0.388;2.272,5.812,2.124;16.090,4.291,0.858;9.218,18.286,0.384;2.091,0.694,0.475;8.084,9.778,0.817;6.112,10.823,0.626;2.311,16.148,0.907;16.577,19.177,0.685;15.466,17.507,1.323;12.308,7.056,1.308;4.509,15.053,0.662;18.633,14.679,1.330;17.161,15.015,0.341;16.669,4.801,1.342;5.619,8.855,0.460;14.858,10.509,2.432;4.405,8.396,0.488;18.664,6.374,0.895;9.806,9.815,0.282;17.154,14.772,1.003;1.979,3.487,1.868;16.185,7.157,0.341;15.837,2.207,0.691;4.425,9.790,0.304;8.380,6.467,0.977;16.378,7.857,0.401;17.994,3.090,0.368;14.953,8.134,0.232;4.012,8.001,1.714;19.415,5.814,0.735;6.365,10.104,0.263;2.460,16.736,1.857;19.675,7.279,0.615;7.414,6.864,0.362;6.905,1.635,0.934;14.397,5.240,0.333;9.214,17.847,0.362;17.238,5.322,1.791;15.068,5.132,0.795;3.697,18.446,0.403;16.190,19.795,0.407;14.093,4.724,0.366;18.850,14.231,2.246;7.360,10.140,0.412;9.432,6.468,1.050;12.692,4.806,1.148;5.698,16.356,0.384;13.560,2.255,0.277;5.936,10.074,0.613;9.775,8.439,0.480;19.410,4.961,0.249;12.058,4.738,0.993;11.910,2.097,0.362;16.016,18.546,0.459;3.490,3.672,0.912;6.638,18.025,0.319;10.984,7.608,1.558;18.229,1.387,0.335;11.419,0.754,0.872;17.990,17.972,0.263;0.946,4.681,0.663;10.808,5.001,0.861;16.895,16.700,0.461"
1,drone_9,14.0275,15.2683,2.3146,11.7194,"18.686,3.810,0.247;12.752,10.639,0.450;13.632,6.348,0.832;17.502,6.859,0.373;19.615,6.485,0.205;9.242,11.672,0.388;2.272,5.812,2.124;16.090,4.291,0.858;9.218,18.286,0.384;2.091,0.694,0.475;8.084,9.778,0.817;6.112,10.823,0.626;2.311,16.148,0.907;16.577,19.177,0.685;15.466,17.507,1.323;12.308,7.056,1.308;4.509,15.053,0.662;18.633,14.679,1.330;17.161,15.015,0.341;16.669,4.801,1.342;5.619,8.855,0.460;14.858,10.509,2.432;4.405,8.396,0.488;18.664,6.374,0.895;9.806,9.815,0.282;17.154,14.772,1.003;1.979,3.487,1.868;16.185,7.157,0.341;15.837,2.207,0.691;4.425,9.790,0.304;8.380,6.467,0.977;16.378,7.857,0.401;17.994,3.090,0.368;14.953,8.134,0.232;4.012,8.001,1.714;19.415,5.814,0.735;6.365,10.104,0.263;2.460,16.736,1.857;19.675,7.279,0.615;7.414,6.864,0.362;6.905,1.635,0.934;14.397,5.240,0.333;9.214,17.847,0.362;17.238,5.322,1.791;15.068,5.132,0.795;3.697,18.446,0.403;16.190,19.795,0.407;14.093,4.724,0.366;18.850,14.231,2.246;7.360,10.140,0.412;9.432,6.468,1.050;12.692,4.806,1.148;5.698,16.356,0.384;13.560,2.255,0.277;5.936,10.074,0.613;9.775,8.439,0.480;19.410,4.961,0.249;12.058,4.738,0.993;11.910,2.097,0.362;16.016,18.546,0.459;3.490,3.672,0.912;6.638,18.025,0.319;10.984,7.608,1.558;18.229,1.387,0.335;11.419,0.754,0.872;17.990,17.972,0.263;0.946,4.681,0.663;10.808,5.001,0.861;16.895,16.700,0.461"
2,drone_0,10.2627,18.6791,2.3146,11.7194,"18.686,3.810,0.247;12.752,10.639,0.450;13.632,6.348,0.832;17.502,6.859,0.373;19.615,6.485,0.205;9.242,11.672,0.388;2.272,5.812,2.124;16.090,4.291,0.858;9.218,18.286,0.384;2.091,0.694,0.475;8.084,9.778,0.817;6.112,10.823,0.626;2.311,16.148,0.907;16.577,19.177,0.685;15.466,17.507,1.323;12.308,7.056,1.308;4.509,15.053,0.662;18.633,14.679,1.330;17.161,15.015,0.341;16.669,4.801,1.342;5.619,8.855,0.460;14.858,10.509,2.432;4.405,8.396,0.488;18.664,6.374,0.895;9.806,9.815,0.282;17.154,14.772,1.003;1.979,3.487,1.868;16.185,7.157,0.341;15.837,2.207,0.691;4.425,9.790,0.304;8.380,6.467,0.977;16.378,7.857,0.401;17.994,3.090,0.368;14.953,8.134,0.232;4.012,8.001,1.714;19.415,5.814,0.735;6.365,10.104,0.263;2.460,16.736,1.857;19.675,7.279,0.615;7.414,6.864,0.362;6.905,1.635,0.934;14.397,5.240,0.333;9.214,17.847,0.362;17.238,5.322,1.791;15.068,5.132,0.795;3.697,18.446,0.403;16.190,19.795,0.407;14.093,4.724,0.366;18.850,14.231,2.246;7.360,10.140,0.412;9.432,6.468,1.050;12.692,4.806,1.148;5.698,16.356,0.384;13.560,2.255,0.277;5.936,10.074,0.613;9.775,8.439,0.480;19.410,4.961,0.249;12.058,4.738,0.993;11.910,2.097,0.362;16.016,18.546,0.459;3.490,3.672,0.912;6.638,18.025,0.319;10.984,7.608,1.558;18.229,1.387,0.335;11.419,0.754,0.872;17.990,17.972,0.263;0.946,4.681,0.663;10.808,5.001,0.861;16.895,16.700,0.461"
2,drone_1,2.6642,12.8234,2.3146,11.7194,"18.686,3.810,0.247;12.752,10.639,0.450;13.632,6.348,0.832;17.502,6.859,0.373;19.615,6.485,0.205;9.242,11.672,0.388;2.272,5.812,2.124;16.090,4.291,0.858;9.218,18.286,0.384;2.091,0.694,0.475;8.084,9.778,0.817;6.112,10.823,0.626;2.311,16.148,0.907;16.577,19.177,0.685;15.466,17.507,1.323;12.308,7.056,1.308;4.509,15.053,0.662;18.633,14.679,1.330;17.161,15.015,0.341;16.669,4.801,1.342;5.619,8.855,0.460;14.858,10.509,2.432;4.405,8.396,0.488;18.664,6.374,0.895;9.806,9.815,0.282;17.154,14.772,1.003;1.979,3.487,1.868;16.185,7.157,0.341;15.837,2.207,0.691;4.425,9.790,0.304;8.380,6.467,0.977;16.378,7.857,0.401;17.994,3.090,0.368;14.953,8.134,0.232;4.012,8.001,1.714;19.415,5.814,0.735;6.365,10.104,0.263;2.460,16.736,1.857;19.675,7.279,0.615;7.414,6.864,0.362;6.905,1.635,0.934;14.397,5.240,0.333;9.214,17.847,0.362;17.238,5.322,1.791;15.068,5.132,0.795;3.697,18.446,0.403;16.190,19.795,0.407;14.093,4.724,0.366;18.850,14.231,2.246;7.360,10.140,0.412;9.432,6.468,1.050;12.692,4.806,1.148;5.698,16.356,0.384;13.560,2.255,0.277;5.936,10.074,0.613;9.775,8.439,0.480;19.410,4.961,0.249;12.058,4.738,0.993;11.910,2.097,0.362;16.016,18.546,0.459;3.490,3.672,0.912;6.638,18.025,0.319;10.984,7.608,1.558;18.229,1.387,0.335;11.419,0.754,0.872;17.990,17.972,0.263;0.946,4.681,0.663;10.808,5.001,0.861;16.895,16.700,0.461"
2,drone_2,8.1354,2.3279,2.3146,11.7194,"18.686,3.810,0.247;12.752,10.639,0.450;13.632,6.348,0.832;17.502,6.859,0.373;19.615,6.485,0.205;9.242,11.672,0.388;2.272,5.812,2.124;16.090,4.291,0.858;9.218,18.286,0.384;2.091,0.694,0.475;8.084,9.778,0.817;6.112,10.823,0.626;2.311,16.148,0.907;16.577,19.177,0.685;15.466,17.507,1.323;12.308,7.056,1.308;4.509,15.053,0.662;18.633,14.679,1.330;17.161,15.015,0.341;16.669,4.801,1.342;5.619,8.855,0.460;14.858,10.509,2.432;4.405,8.396,0.488;18.664,6.374,0.895;9.806,9.815,0.282;17.154,14.772,1.003;1.979,3.487,1.868;16.185,7.157,0.341;15.837,2.207,0.691;4.425,9.790,0.304;8.380,6.467,0.977;16.378,7.857,0.401;17.994,3.090,0.368;14.953,8.134,0.232;4.012,8.001,1.714;19.415,5.814,0.735;6.365,10.104,0.263;2.460,16.736,1.857;19.675,7.279,0.615;7.414,6.864,0.362;6.905,1.635,0.934;14.397,5.240,0.333;9.214,17.847,0.362;17.238,5.322,1.791;15.068,5.132,0.795;3.697,18.446,0.403;16.190,19.795,0.407;14.093,4.724,0.366;18.850,14.231,2.246;7.360,10.140,0.412;9.432,6.468,1.050;12.692,4.806,1.148;5.698,16.356,0.384;13.560,2.255,0.277;5.936,10.074,0.613;9.775,8.439,0.480;19.410,4.961,0.249;12.058,4.738,0.993;11.910,2.097,0.362;16.016,18.546,0.459;3.490,3.672,0.912;6.638,18.025,0.319;10.984,7.608,1.558;18.229,1.387,0.335;11.419,0.754,0.872;17.990,17.972,0.263;0.946,4.681,0.663;10.808,5.001,0.861;16.895,16.700,0.461"
2,drone_3,15.2819,3.1683,2.3146,11.7194,"18.686,3.810,0.247;12.752,10.639,0.450;13.632,6.348,0.832;17.502,6.859,0.373;19.615,6.485,0.205;9.242,11.672,0.388;2.272,5.812,2.124;16.090,4.291,0.858;9.218,18.286,0.384;2.091,0.694,0.475;8.084,9.778,0.817;6.112,10.823,0.626;2.311,16.148,0.907;16.577,19.177,0.685;15.466,17.507,1.323;12.308,7.056,1.308;4.509,15.053,0.662;18.633,14.679,1.330;17.161,15.015,0.341;16.669,4.801,1.342;5.619,8.855,0.460;14.858,10.509,2.432;4.405,8.396,0.488;18.664,6.374,0.895;9.806,9.815,0.282;17.154,14.772,1.003;1.979,3.487,1.868;16.185,7.157,0.341;15.837,2.207,0.691;4.425,9.790,0.304;8.380,6.467,0.977;16.378,7.857,0.401;17.994,3.090,0.368;14.953,8.134,0.232;4.012,8.001,1.714;19.415,5.814,0.735;6.365,10.104,0.263;2.460,16.736,1.857;19.675,7.279,0.615;7.414,6.864,0.362;6.905,1.635,0.934;14.397,5.240,0.333;9.214,17.847,0.362;17.238,5.322,1.791;15.068,5.132,0.795;3.697,18.446,0.403;16.190,19.795,0.407;14.093,4.724,0.366;18.850,14.231,2.246;7.360,10.140,0.412;9.432,6.468,1.050;12.692,4.806,1.148;5.698,16.356,0.384;13.560,2.255,0.277;5.936,10.074,0.613;9.775,8.439,0.480;19.410,4.961,0.249;12.058,4.738,0.993;11.910,2.097,0.362;16.016,18.546,0.459;3.490,3.672,0.912;6.638,18.025,0.319;10.984,7.608,1.558;18.229,1.387,0.335;11.419,0.754,0.872;17.990,17.972,0.263;0.946,4.681,0.663;10.808,5.001,0.861;16.895,16.700,0.461"
2,drone_4,6.3981,2.4458,2.3146,11.7194,"18.686,3.810,0.247;12.752,10.639,0.450;13.632,6.348,0.832;17.502,6.859,0.373;19.615,6.485,0.205;9.242,11.672,0.388;2.272,5.812,2.124;16.090,4.291,0.858;9.218,18.286,0.384;2.091,0.694,0.475;8.084,9.778,0.817;6.112,10.823,0.626;2.311,16.148,0.907;16.577,19.177,0.685;15.466,17.507,1.323;12.308,7.056,1.308;4.509,15.053,0.662;18.633,14.679,1.330;17.161,15.015,0.341;16.669,4.801,1.342;5.619,8.855,0.460;14.858,10.509,2.432;4.405,8.396,0.488;18.664,6.374,0.895;9.806,9.815,0.282;17.154,14.772,1.003;1.979,3.487,1.868;16.185,7.157,0.341;15.837,2.207,0.691;4.425,9.790,0.304;8.380,6.467,0.977;16.378,7.857,0.401;17.994,3.090,0.368;14.953,8.134,0.232;4.012,8.001,1.714;19.415,5.814,0.735;6.365,10.104,0.263;2.460,16.736,1.857;19.675,7.279,0.615;7.414,6.864,0.362;6.905,1.635,0.934;14.397,5.240,0.333;9.214,17.847,0.362;17.238,5.322,1.791;15.068,5.132,0.795;3.697,18.446,0.403;16.190,19.795,0.407;14.093,4.724,0.366;18.850,14.231,2.246;7.360,10.140,0.412;9.432,6.468,1.050;12.692,4.806,1.148;5.698,16.356,0.384;13.560,2.255,0.277;5.936,10.074,0.613;9.775,8.439,0.480;19.410,4.961,0.249;12.058,4.738,0.993;11.910,2.097,0.362;16.016,18.546,0.459;3.490,3.672,0.912;6.638,18.025,0.319;10.984,7.608,1.558;18.229,1.387,0.335;11.419,0.754,0.872;17.990,17.972,0.263;0.946,4.681,0.663;10.808,5.001,0.861;16.895,16.700,0.461"
2,drone_5,-100.0000,-100.0000,2.3146,11.7194,"18.686,3.810,0.247;12.752,10.639,0.450;13.632,6.348,0.832;17.502,6.859,0.373;19.615,6.485,0.205;9.242,11.672,0.388;2.272,5.812,2.124;16.090,4.291,0.858;9.218,18.286,0.384;2.091,0.694,0.475;8.084,9.778,0.817;6.112,10.823,0.626;2.311,16.148,0.907;16.577,19.177,0.685;15.466,17.507,1.323;12.308,7.056,1.308;4.509,15.053,0.662;18.633,14.679,1.330;17.161,15.015,0.341;16.669,4.801,1.342;5.619,8.855,0.460;14.858,10.509,2.432;4.405,8.396,0.488;18.664,6.374,0.895;9.806,9.815,0.282;17.154,14.772,1.003;1.979,3.487,1.868;16.185,7.157,0.341;15.837,2.207,0.691;4.425,9.790,0.304;8.380,6.467,0.977;16.378,7.857,0.401;17.994,3.090,0.368;14.953,8.134,0.232;4.012,8.001,1.714;19.415,5.814,0.735;6.365,10.104,0.263;2.460,16.736,1.857;19.675,7.279,0.615;7.414,6.864,0.362;6.905,1.635,0.934;14.397,5.240,0.333;9.214,17.847,0.362;17.238,5.322,1.791;15.068,5.132,0.795;3.697,18.446,0.403;16.190,19.795,0.407;14.093,4.724,0.366;18.850,14.231,2.246;7.360,10.140,0.412;9.432,6.468,1.050;12.692,4.806,1.148;5.698,16.356,0.384;13.560,2.255,0.277;5.936,10.074,0.613;9.775,8.439,0.480;19.410,4.961,0.249;12.058,4.738,0.993;11.910,2.097,0.362;16.016,18.546,0.459;3.490,3.672,0.912;6.638,18.025,0.319;10.984,7.608,1.558;18.229,1.387,0.335;11.419,0.754,0.872;17.990,17.972,0.263;0.946,4.681,0.663;10.808,5.001,0.861;16.895,16.700,0.461"
