Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
2,drone_6,9.2788,5.2152,14.4447,15.6355,"14.791,9.687,0.353;3.100,3.816,0.926;4.016,18.498,0.913;18.975,1.276,0.438;6.127,5.846,0.369;6.286,15.022,1.296;2.498,15.389,0.369;15.440,3.631,1.571;3.202,11.888,0.813;11.348,16.172,0.839;3.595,2.974,0.366;18.006,14.564,0.218;5.408,7.789,0.494;18.881,6.238,0.625;14.875,4.912,1.269;10.428,6.746,0.272;10.088,14.780,0.320;8.764,13.808,0.447;19.079,10.118,0.837;11.021,15.597,0.330;4.351,13.774,1.956;17.222,19.462,0.399;15.413,8.710,0.278;4.276,11.026,1.363;6.651,11.063,0.245;16.297,8.633,0.726;2.587,7.711,0.282;3.578,9.939,0.499;3.801,9.279,1.675;9.177,19.810,0.374;16.768,4.160,0.438;13.882,7.601,0.487;16.246,1.892,0.266;4.818,5.528,0.217;11.168,2.654,0.230;11.220,17.870,0.814;4.769,9.304,1.610;1.816,2.475,0.398;10.850,6.128,0.379;7.949,13.349,0.812;5.538,11.806,0.330;6.492,10.968,0.229;19.735,7.389,0.224;3.283,18.111,0.453;0.464,14.928,0.673;3.612,16.905,0.793;8.915,11.742,0.387;11.582,1.009,1.315;0.492,9.547,0.270;2.182,12.088,1.207;14.508,3.289,1.005;15.099,10.230,2.359;3.747,5.796,0.248;7.284,13.278,1.365;17.022,11.814,1.148;1.153,13.246,1.001;17.009,14.110,0.490;9.832,14.571,2.002;4.866,8.328,1.640;1.567,8.511,1.378;12.534,2.488,1.938;19.116,15.250,0.840;11.919,18.585,0.356;0.172,10.015,0.214;1.493,14.811,0.408;12.025,17.254,0.402;0.830,18.060,1.041;12.670,18.112,0.320;7.421,4.163,0.779;8.250,12.312,1.724"
2,drone_7,7.4989,4.9551,14.4447,15.6355,"14.791,9.687,0.353;3.100,3.816,0.926;4.016,18.498,0.913;18.975,1.276,0.438;6.127,5.846,0.369;6.286,15.022,1.296;2.498,15.389,0.369;15.440,3.631,1.571;3.202,11.888,0.813;11.348,16.172,0.839;3.595,2.974,0.366;18.006,14.564,0.218;5.408,7.789,0.494;18.881,6.238,0.625;14.875,4.912,1.269;10.428,6.746,0.272;10.088,14.780,0.320;8.764,13.808,0.447;19.079,10.118,0.837;11.021,15.597,0.330;4.351,13.774,1.956;17.222,19.462,0.399;15.413,8.710,0.278;4.276,11.026,1.363;6.651,11.063,0.245;16.297,8.633,0.726;2.587,7.711,0.282;3.578,9.939,0.499;3.801,9.279,1.675;9.177,19.810,0.374;16.768,4.160,0.438;13.882,7.601,0.487;16.246,1.892,0.266;4.818,5.528,0.217;11.168,2.654,0.230;11.220,17.870,0.814;4.769,9.304,1.610;1.816,2.475,0.398;10.850,6.128,0.379;7.949,13.349,0.812;5.538,11.806,0.330;6.492,10.968,0.229;19.735,7.389,0.224;3.283,18.111,0.453;0.464,14.928,0.673;3.612,16.905,0.793;8.915,11.742,0.387;11.582,1.009,1.315;0.492,9.547,0.270;2.182,12.088,1.207;14.508,3.289,1.005;15.099,10.230,2.359;3.747,5.796,0.248;7.284,13.278,1.365;17.022,11.814,1.148;1.153,13.246,1.001;17.009,14.110,0.490;9.832,14.571,2.002;4.866,8.328,1.640;1.567,8.511,1.378;12.534,2.488,1.938;19.116,15.250,0.840;11.919,18.585,0.356;0.172,10.015,0.214;1.493,14.811,0.408;12.025,17.254,0.402;0.830,18.060,1.041;12.670,18.112,0.320;7.421,4.163,0.779;8.250,12.312,1.724"
2,drone_9,-100.0000,-100.0000,14.4447,15.6355,"14.791,9.687,0.353;3.100,3.816,0.926;4.016,18.498,0.913;18.975,1.276,0.438;6.127,5.846,0.369;6.286,15.022,1.296;2.498,15.389,0.369;15.440,3.631,1.571;3.202,11.888,0.813;11.348,16.172,0.839;3.595,2.974,0.366;18.006,14.564,0.218;5.408,7.789,0.494;18.881,6.238,0.625;14.875,4.912,1.269;10.428,6.746,0.272;10.088,14.780,0.320;8.764,13.808,0.447;19.079,10.118,0.837;11.021,15.597,0.330;4.351,13.774,1.956;17.222,19.462,0.399;15.413,8.710,0.278;4.276,11.026,1.363;6.651,11.063,0.245;16.297,8.633,0.726;2.587,7.711,0.282;3.578,9.939,0.499;3.801,9.279,1.675;9.177,19.810,0.374;16.768,4.160,0.438;13.882,7.601,0.487;16.246,1.892,0.266;4.818,5.528,0.217;11.168,2.654,0.230;11.220,17.870,0.814;4.769,9.304,1.610;1.816,2.475,0.398;10.850,6.128,0.379;7.949,13.349,0.812;5.538,11.806,0.330;6.492,10.968,0.229;19.735,7.389,0.224;3.283,18.111,0.453;0.464,14.928,0.673;3.612,16.905,0.793;8.915,11.742,0.387;11.582,1.009,1.315;0.492,9.547,0.270;2.182,12.088,1.207;14.508,3.289,1.005;15.099,10.230,2.359;3.747,5.796,0.248;7.284,13.278,1.365;17.022,11.814,1.148;1.153,13.246,1.001;17.009,14.110,0.490;9.832,14.571,2.002;4.866,8.328,1.640;1.567,8.511,1.378;12.534,2.488,1.938;19.116,15.250,0.840;11.919,18.585,0.356;0.172,10.015,0.214;1.493,14.811,0.408;12.025,17.254,0.402;0.830,18.060,1.041;12.670,18.112,0.320;7.421,4.163,0.779;8.250,12.312,1.724"
3,drone_0,-100.0000,-100.0000,14.4447,15.6355,"14.791,9.687,0.353;3.100,3.816,0.926;4.016,18.498,0.913;18.975,1.276,0.438;6.127,5.846,0.369;6.286,15.022,1.296;2.498,15.389,0.369;15.440,3.631,1.571;3.202,11.888,0.813;11.348,16.172,0.839;3.595,2.974,0.366;18.006,14.564,0.218;5.408,7.789,0.494;18.881,6.238,0.625;14.875,4.912,1.269;10.428,6.746,0.272;10.088,14.780,0.320;8.764,13.808,0.447;19.079,10.118,0.837;11.021,15.597,0.330;4.351,13.774,1.956;17.222,19.462,0.399;15.413,8.710,0.278;4.276,11.026,1.363;6.651,11.063,0.245;16.297,8.633,0.726;2.587,7.711,0.282;3.578,9.939,0.499;3.801,9.279,1.675;9.177,19.810,0.374;16.768,4.160,0.438;13.882,7.601,0.487;16.246,1.892,0.266;4.818,5.528,0.217;11.168,2.654,0.230;11.220,17.870,0.814;4.769,9.304,1.610;1.816,2.475,0.398;10.850,6.128,0.379;7.949,13.349,0.812;5.538,11.806,0.330;6.492,10.968,0.229;19.735,7.389,0.224;3.283,18.111,0.453;0.464,14.928,0.673;3.612,16.905,0.793;8.915,11.742,0.387;11.582,1.009,1.315;0.492,9.547,0.270;2.182,12.088,1.207;14.508,3.289,1.005;15.099,10.230,2.359;3.747,5.796,0.248;7.284,13.278,1.365;17.022,11.814,1.148;1.153,13.246,1.001;17.009,14.110,0.490;9.832,14.571,2.002;4.866,8.328,1.640;1.567,8.511,1.378;12.534,2.488,1.938;19.116,15.250,0.840;11.919,18.585,0.356;0.172,10.015,0.214;1.493,14.811,0.408;12.025,17.254,0.402;0.830,18.060,1.041;12.670,18.112,0.320;7.421,4.163,0.779;8.250,12.312,1.724"
3,drone_1,10.2336,5.2448,14.4447,15.6355,"14.791,9.687,0.353;3.100,3.816,0.926;4.016,18.498,0.913;18.975,1.276,0.438;6.127,5.846,0.369;6.286,15.022,1.296;2.498,15.389,0.369;15.440,3.631,1.571;3.202,11.888,0.813;11.348,16.172,0.839;3.595,2.974,0.366;18.006,14.564,0.218;5.408,7.789,0.494;18.881,6.238,0.625;14.875,4.912,1.269;10.428,6.746,0.272;10.088,14.780,0.320;8.764,13.808,0.447;19.079,10.118,0.837;11.021,15.597,0.330;4.351,13.774,1.956;17.222,19.462,0.399;15.413,8.710,0.278;4.276,11.026,1.363;6.651,11.063,0.245;16.297,8.633,0.726;2.587,7.711,0.282;3.578,9.939,0.499;3.801,9.279,1.675;9.177,19.810,0.374;16.768,4.160,0.438;13.882,7.601,0.487;16.246,1.892,0.266;4.818,5.528,0.217;11.168,2.654,0.230;11.220,17.870,0.814;4.769,9.304,1.610;1.816,2.475,0.398;10.850,6.128,0.379;7.949,13.349,0.812;5.538,11.806,0.330;6.492,10.968,0.229;19.735,7.389,0.224;3.283,18.111,0.453;0.464,14.928,0.673;3.612,16.905,0.793;8.915,11.742,0.387;11.582,1.009,1.315;0.492,9.547,0.270;2.182,12.088,1.207;14.508,3.289,1.005;15.099,10.230,2.359;3.747,5.796,0.248;7.284,13.278,1.365;17.022,11.814,1.148;1.153,13.246,1.001;17.009,14.110,0.490;9.832,14.571,2.002;4.866,8.328,1.640;1.567,8.511,1.378;12.534,2.488,1.938;19.116,15.250,0.840;11.919,18.585,0.356;0.172,10.015,0.214;1.493,14.811,0.408;12.025,17.254,0.402;0.830,18.060,1.041;12.670,18.112,0.320;7.421,4.163,0.779;8.250,12.312,1.724"
3,drone_2,10.2483,7.0507,14.4447,15.6355,"14.791,9.687,0.353;3.100,3.816,0.926;4.016,18.498,0.913;18.975,1.276,0.438;6.127,5.846,0.369;6.286,15.022,1.296;2.498,15.389,0.369;15.440,3.631,1.571;3.202,11.888,0.813;11.348,16.172,0.839;3.595,2.974,0.366;18.006,14.564,0.218;5.408,7.789,0.494;18.881,6.238,0.625;14.875,4.912,1.269;10.428,6.746,0.272;10.088,14.780,0.320;8.764,13.808,0.447;19.079,10.118,0.837;11.021,15.597,0.330;4.351,13.774,1.956;17.222,19.462,0.399;15.413,8.710,0.278;4.276,11.026,1.363;6.651,11.063,0.245;16.297,8.633,0.726;2.587,7.711,0.282;3.578,9.939,0.499;3.801,9.279,1.675;9.177,19.810,0.374;16.768,4.160,0.438;13.882,7.601,0.487;16.246,1.892,0.266;4.818,5.528,0.217;11.168,2.654,0.230;11.220,17.870,0.814;4.769,9.304,1.610;1.816,2.475,0.398;10.850,6.128,0.379;7.949,13.349,0.812;5.538,11.806,0.330;6.492,10.968,0.229;19.735,7.389,0.224;3.283,18.111,0.453;0.464,14.928,0.673;3.612,16.905,0.793;8.915,11.742,0.387;11.582,1.009,1.315;0.492,9.547,0.270;2.182,12.088,1.207;14.508,3.289,1.005;15.099,10.230,2.359;3.747,5.796,0.248;7.284,13.278,1.365;17.022,11.814,1.148;1.153,13.246,1.001;17.009,14.110,0.490;9.832,14.571,2.002;4.866,8.328,1.640;1.567,8.511,1.378;12.534,2.488,1.938;19.116,15.250,0.840;11.919,18.585,0.356;0.172,10.015,0.214;1.493,14.811,0.408;12.025,17.254,0.402;0.830,18.060,1.041;12.670,18.112,0.320;7.421,4.163,0.779;8.250,12.312,1.724"
3,drone_3,-100.0000,-100.0000,14.4447,15.6355,"14.791,9.687,0.353;3.100,3.816,0.926;4.016,18.498,0.913;18.975,1.276,0.438;6.127,5.846,0.369;6.286,15.022,1.296;2.498,15.389,0.369;15.440,3.631,1.571;3.202,11.888,0.813;11.348,16.172,0.839;3.595,2.974,0.366;18.006,14.564,0.218;5.408,7.789,0.494;18.881,6.238,0.625;14.875,4.912,1.269;10.428,6.746,0.272;10.088,14.780,0.320;8.764,13.808,0.447;19.079,10.118,0.837;11.021,15.597,0.330;4.351,13.774,1.956;17.222,19.462,0.399;15.413,8.710,0.278;4.276,11.026,1.363;6.651,11.063,0.245;16.297,8.633,0.726;2.587,7.711,0.282;3.578,9.939,0.499;3.801,9.279,1.675;9.177,19.810,0.374;16.768,4.160,0.438;13.882,7.601,0.487;16.246,1.892,0.266;4.818,5.528,0.217;11.168,2.654,0.230;11.220,17.870,0.814;4.769,9.304,1.610;1.816,2.475,0.398;10.850,6.128,0.379;7.949,13.349,0.812;5.538,11.806,0.330;6.492,10.968,0.229;19.735,7.389,0.224;3.283,18.111,0.453;0.464,14.928,0.673;3.612,16.905,0.793;8.915,11.742,0.387;11.582,1.009,1.315;0.492,9.547,0.270;2.182,12.088,1.207;14.508,3.289,1.005;15.099,10.230,2.359;3.747,5.796,0.248;7.284,13.278,1.365;17.022,11.814,1.148;1.153,13.246,1.001;17.009,14.110,0.490;9.832,14.571,2.002;4.866,8.328,1.640;1.567,8.511,1.378;12.534,2.488,1.938;19.116,15.250,0.840;11.919,18.585,0.356;0.172,10.015,0.214;1.493,14.811,0.408;12.025,17.254,0.402;0.830,18.060,1.041;12.670,18.112,0.320;7.421,4.163,0.779;8.250,12.312,1.724"
3,drone_4,8.0898,5.3616,14.4447,15.6355,"14.791,9.687,0.353;3.100,3.816,0.926;4.016,18.498,0.913;18.975,1.276,0.438;6.127,5.846,0.369;6.286,15.022,1.296;2.498,15.389,0.369;15.440,3.631,1.571;3.202,11.888,0.813;11.348,16.172,0.839;3.595,2.974,0.366;18.006,14.564,0.218;5.408,7.789,0.494;18.881,6.238,0.625;14.875,4.912,1.269;10.428,6.746,0.272;10.088,14.780,0.320;8.764,13.808,0.447;19.079,10.118,0.837;11.021,15.597,0.330;4.351,13.774,1.956;17.222,19.462,0.399;15.413,8.710,0.278;4.276,11.026,1.363;6.651,11.063,0.245;16.297,8.633,0.726;2.587,7.711,0.282;3.578,9.939,0.499;3.801,9.279,1.675;9.177,19.810,0.374;16.768,4.160,0.438;13.882,7.601,0.487;16.246,1.892,0.266;4.818,5.528,0.217;11.168,2.654,0.230;11.220,17.870,0.814;4.769,9.304,1.610;1.816,2.475,0.398;10.850,6.128,0.379;7.949,13.349,0.812;5.538,11.806,0.330;6.492,10.968,0.229;19.735,7.389,0.224;3.283,18.111,0.453;0.464,14.928,0.673;3.612,16.905,0.793;8.915,11.742,0.387;11.582,1.009,1.315;0.492,9.547,0.270;2.182,12.088,1.207;14.508,3.289,1.005;15.099,10.230,2.359;3.747,5.796,0.248;7.284,13.278,1.365;17.022,11.814,1.148;1.153,13.246,1.001;17.009,14.110,0.490;9.832,14.571,2.002;4.866,8.328,1.640;1.567,8.511,1.378;12.534,2.488,1.938;19.116,15.250,0.840;11.919,18.585,0.356;0.172,10.015,0.214;1.493,14.811,0.408;12.025,17.254,0.402;0.830,18.060,1.041;12.670,18.112,0.320;7.421,4.163,0.779;8.250,12.312,1.724"
3,drone_5,8.1685,5.7494,14.4447,15.6355,"14.791,9.687,0.353;3.100,3.816,0.926;4.016,18.498,0.913;18.975,1.276,0.438;6.127,5.846,0.369;6.286,15.022,1.296;2.498,15.389,0.369;15.440,3.631,1.571;3.202,11.888,0.813;11.348,16.172,0.839;3.595,2.974,0.366;18.006,14.564,0.218;5.408,7.789,0.494;18.881,6.238,0.625;14.875,4.912,1.269;10.428,6.746,0.272;10.088,14.780,0.320;8.764,13.808,0.447;19.079,10.118,0.837;11.021,15.597,0.330;4.351,13.774,1.956;17.222,19.462,0.399;15.413,8.710,0.278;4.276,11.026,1.363;6.651,11.063,0.245;16.297,8.633,0.726;2.587,7.711,0.282;3.578,9.939,0.499;3.801,9.279,1.675;9.177,19.810,0.374;16.768,4.160,0.438;13.882,7.601,0.487;16.246,1.892,0.266;4.818,5.528,0.217;11.168,2.654,0.230;11.220,17.870,0.814;4.769,9.304,1.610;1.816,2.475,0.398;10.850,6.128,0.379;7.949,13.349,0.812;5.538,11.806,0.330;6.492,10.968,0.229;19.735,7.389,0.224;3.283,18.111,0.453;0.464,14.928,0.673;3.612,16.905,0.793;8.915,11.742,0.387;11.582,1.009,1.315;0.492,9.547,0.270;2.182,12.088,1.207;14.508,3.289,1.005;15.099,10.230,2.359;3.747,5.796,0.248;7.284,13.278,1.365;17.022,11.814,1.148;1.153,13.246,1.001;17.009,14.110,0.490;9.832,14.571,2.002;4.866,8.328,1.640;1.567,8.511,1.378;12.534,2.488,1.938;19.116,15.250,0.840;11.919,18.585,0.356;0.172,10.015,0.214;1.493,14.811,0.408;12.025,17.254,0.402;0.830,18.060,1.041;12.670,18.112,0.320;7.421,4.163,0.779;8.250,12.312,1.724"
3,drone_6,9.3993,5.0947,14.4447,15.6355,"14.791,9.687,0.353;3.100,3.816,0.926;4.016,18.498,0.913;18.975,1.276,0.438;6.127,5.846,0.369;6.286,15.022,1.296;2.498,15.389,0.369;15.440,3.631,1.571;3.202,11.888,0.813;11.348,16.172,0.839;3.595,2.974,0.366;18.006,14.564,0.218;5.408,7.789,0.494;18.881,6.238,0.625;14.875,4.912,1.269;10.428,6.746,0.272;10.088,14.780,0.320;8.764,13.808,0.447;19.079,10.118,0.837;11.021,15.597,0.330;4.351,13.774,1.956;17.222,19.462,0.399;15.413,8.710,0.278;4.276,11.026,1.363;6.651,11.063,0.245;16.297,8.633,0.726;2.587,7.711,0.282;3.578,9.939,0.499;3.801,9.279,1.675;9.177,19.810,0.374;16.768,4.160,0.438;13.882,7.601,0.487;16.246,1.892,0.266;4.818,5.528,0.217;11.168,2.654,0.230;11.220,17.870,0.814;4.769,9.304,1.610;1.816,2.475,0.398;10.850,6.128,0.379;7.949,13.349,0.812;5.538,11.806,0.330;6.492,10.968,0.229;19.735,7.389,0.224;3.283,18.111,0.453;0.464,14.928,0.673;3.612,16.905,0.793;8.915,11.742,0.387;11.582,1.009,1.315;0.492,9.547,0.270;2.182,12.088,1.207;14.508,3.289,1.005;15.099,10.230,2.359;3.747,5.796,0.248;7.284,13.278,1.365;17.022,11.814,1.148;1.153,13.246,1.001;17.009,14.110,0.490;9.832,14.571,2.002;4.866,8.328,1.640;1.567,8.511,1.378;12.534,2.488,1.938;19.116,15.250,0.840;11.919,18.585,0.356;0.172,10.015,0.214;1.493,14.811,0.408;12.025,17.254,0.402;0.830,18.060,1.041;12.670,18.112,0.320;7.421,4.163,0.779;8.250,12.312,1.724"
3,drone_7,7.6294,4.8245,14.4447,15.6355,"14.791,9.687,0.353;3.100,3.816,0.926;4.016,18.498,0.913;18.975,1.276,0.438;6.127,5.846,0.369;6.286,15.022,1.296;2.498,15.389,0.369;15.440,3.631,1.571;3.202,11.888,0.813;11.348,16.172,0.839;3.595,2.974,0.366;18.006,14.564,0.218;5.408,7.789,0.494;18.881,6.238,0.625;14.875,4.912,1.269;10.428,6.746,0.272;10.088,14.780,0.320;8.764,13.808,0.447;19.079,10.118,0.837;11.021,15.597,0.330;4.351,13.774,1.956;17.222,19.462,0.399;15.413,8.710,0.278;4.276,11.026,1.363;6.651,11.063,0.245;16.297,8.633,0.726;2.587,7.711,0.282;3.578,9.939,0.499;3.801,9.279,1.675;9.177,19.810,0.374;16.768,4.160,0.438;13.882,7.601,0.487;16.246,1.892,0.266;4.818,5.528,0.217;11.168,2.654,0.230;11.220,17.870,0.814;4.769,9.304,1.610;1.816,2.475,0.398;10.850,6.128,0.379;7.949,13.349,0.812;5.538,11.806,0.330;6.492,10.968,0.229;19.735,7.389,0.224;3.283,18.111,0.453;0.464,14.928,0.673;3.612,16.905,0.793;8.915,11.742,0.387;11.582,1.009,1.315;0.492,9.547,0.270;2.182,12.088,1.207;14.508,3.289,1.005;15.099,10.230,2.359;3.747,5.796,0.248;7.284,13.278,1.365;17.022,11.814,1.148;1.153,13.246,1.001;17.009,14.110,0.490;9.832,14.571,2.002;4.866,8.328,1.640;1.567,8.511,1.378;12.534,2.488,1.938;19.116,15.250,0.840;11.919,18.585,0.356;0.172,10.015,0.214;1.493,14.811,0.408;12.025,17.254,0.402;0.830,18.060,1.041;12.670,18.112,0.320;7.421,4.163,0.779;8.250,12.312,1.724"
4,drone_1,-100.0000,-100.0000,14.4447,15.6355,"14.791,9.687,0.353;3.100,3.816,0.926;4.016,18.498,0.913;18.975,1.276,0.438;6.127,5.846,0.369;6.286,15.022,1.296;2.498,15.389,0.369;15.440,3.631,1.571;3.202,11.888,0.813;11.348,16.172,0.839;3.595,2.974,0.366;18.006,14.564,0.218;5.408,7.789,0.494;18.881,6.238,0.625;14.875,4.912,1.269;10.428,6.746,0.272;10.088,14.780,0.320;8.764,13.808,0.447;19.079,10.118,0.837;11.021,15.597,0.330;4.351,13.774,1.956;17.222,19.462,0.399;15.413,8.710,0.278;4.276,11.026,1.363;6.651,11.063,0.245;16.297,8.633,0.726;2.587,7.711,0.282;3.578,9.939,0.499;3.801,9.279,1.675;9.177,19.810,0.374;16.768,4.160,0.438;13.882,7.601,0.487;16.246,1.892,0.266;4.818,5.528,0.217;11.168,2.654,0.230;11.220,17.870,0.814;4.769,9.304,1.610;1.816,2.475,0.398;10.850,6.128,0.379;7.949,13.349,0.812;5.538,11.806,0.330;6.492,10.968,0.229;19.735,7.389,0.224;3.283,18.111,0.453;0.464,14.928,0.673;3.612,16.905,0.793;8.915,11.742,0.387;11.582,1.009,1.315;0.492,9.547,0.270;2.182,12.088,1.207;14.508,3.289,1.005;15.099,10.230,2.359;3.747,5.796,0.248;7.284,13.278,1.365;17.022,11.814,1.148;1.153,13.246,1.001;17.009,14.110,0.490;9.832,14.571,2.002;4.866,8.328,1.640;1.567,8.511,1.378;12.534,2.488,1.938;19.116,15.250,0.840;11.919,18.585,0.356;0.172,10.015,0.214;1.493,14.811,0.408;12.025,17.254,0.402;0.830,18.060,1.041;12.670,18.112,0.320;7.421,4.163,0.779;8.250,12.312,1.724"
4,drone_2,10.3898,6.9093,14.4447,15.6355,"14.791,9.687,0.353;3.100,3.816,0.926;4.016,18.498,0.913;18.975,1.276,0.438;6.127,5.846,0.369;6.286,15.022,1.296;2.498,15.389,0.369;15.440,3.631,1.571;3.202,11.888,0.813;11.348,16.172,0.839;3.595,2.974,0.366;18.006,14.564,0.218;5.408,7.789,0.494;18.881,6.238,0.625;14.875,4.912,1.269;10.428,6.746,0.272;10.088,14.780,0.320;8.764,13.808,0.447;19.079,10.118,0.837;11.021,15.597,0.330;4.351,13.774,1.956;17.222,19.462,0.399;15.413,8.710,0.278;4.276,11.026,1.363;6.651,11.063,0.245;16.297,8.633,0.726;2.587,7.711,0.282;3.578,9.939,0.499;3.801,9.279,1.675;9.177,19.810,0.374;16.768,4.160,0.438;13.882,7.601,0.487;16.246,1.892,0.266;4.818,5.528,0.217;11.168,2.654,0.230;11.220,17.870,0.814;4.769,9.304,1.610;1.816,2.475,0.398;10.850,6.128,0.379;7.949,13.349,0.812;5.538,11.806,0.330;6.492,10.968,0.229;19.735,7.389,0.224;3.283,18.111,0.453;0.464,14.928,0.673;3.612,16.905,0.793;8.915,11.742,0.387;11.582,1.009,1.315;0.492,9.547,0.270;2.182,12.088,1.207;14.508,3.289,1.005;15.099,10.230,2.359;3.747,5.796,0.248;7.284,13.278,1.365;17.022,11.814,1.148;1.153,13.246,1.001;17.009,14.110,0.490;9.832,14.571,2.002;4.866,8.328,1.640;1.567,8.511,1.378;12.534,2.488,1.938;19.116,15.250,0.840;11.919,18.585,0.356;0.172,10.015,0.214;1.493,14.811,0.408;12.025,17.254,0.402;0.830,18.060,1.041;12.670,18.112,0.320;7.421,4.163,0.779;8.250,12.312,1.724"
4,drone_4,-100.0000,-100.0000,14.4447,15.6355,"14.791,9.687,0.353;3.100,3.816,0.926;4.016,18.498,0.913;18.975,1.276,0.438;6.127,5.846,0.369;6.286,15.022,1.296;2.498,15.389,0.369;15.440,3.631,1.571;3.202,11.888,0.813;11.348,16.172,0.839;3.595,2.974,0.366;18.006,14.564,0.218;5.408,7.789,0.494;18.881,6.238,0.625;14.875,4.912,1.269;10.428,6.746,0.272;10.088,14.780,0.320;8.764,13.808,0.447;19.079,10.118,0.837;11.021,15.597,0.330;4.351,13.774,1.956;17.222,19.462,0.399;15.413,8.710,0.278;4.276,11.026,1.363;6.651,11.063,0.245;16.297,8.633,0.726;2.587,7.711,0.282;3.578,9.939,0.499;3.801,9.279,1.675;9.177,19.810,0.374;16.768,4.160,0.438;13.882,7.601,0.487;16.246,1.892,0.266;4.818,5.528,0.217;11.168,2.654,0.230;11.220,17.870,0.814;4.769,9.304,1.610;1.816,2.475,0.398;10.850,6.128,0.379;7.949,13.349,0.812;5.538,11.806,0.330;6.492,10.968,0.229;19.735,7.389,0.224;3.283,18.111,0.453;0.464,14.928,0.673;3.612,16.905,0.793;8.915,11.742,0.387;11.582,1.009,1.315;0.492,9.547,0.270;2.182,12.088,1.207;14.508,3.289,1.005;15.099,10.230,2.359;3.747,5.796,0.248;7.284,13.278,1.365;17.022,11.814,1.148;1.153,13.246,1.001;17.009,14.110,0.490;9.832,14.571,2.002;4.866,8.328,1.640;1.567,8.511,1.378;12.534,2.488,1.938;19.116,15.250,0.840;11.919,18.585,0.356;0.172,10.015,0.214;1.493,14.811,0.408;12.025,17.254,0.402;0.830,18.060,1.041;12.670,18.112,0.320;7.421,4.163,0.779;8.250,12.312,1.724"
4,drone_5,8.2990,5.6189,14.4447,15.6355,"14.791,9.687,0.353;3.100,3.816,0.926;4.016,18.498,0.913;18.975,1.276,0.438;6.127,5.846,0.369;6.286,15.022,1.296;2.498,15.389,0.369;15.440,3.631,1.571;3.202,11.888,0.813;11.348,16.172,0.839;3.595,2.974,0.366;18.006,14.564,0.218;5.408,7.789,0.494;18.881,6.238,0.625;14.875,4.912,1.269;10.428,6.746,0.272;10.088,14.780,0.320;8.764,13.808,0.447;19.079,10.118,0.837;11.021,15.597,0.330;4.351,13.774,1.956;17.222,19.462,0.399;15.413,8.710,0.278;4.276,11.026,1.363;6.651,11.063,0.245;16.297,8.633,0.726;2.587,7.711,0.282;3.578,9.939,0.499;3.801,9.279,1.675;9.177,19.810,0.374;16.768,4.160,0.438;13.882,7.601,0.487;16.246,1.892,0.266;4.818,5.528,0.217;11.168,2.654,0.230;11.220,17.870,0.814;4.769,9.304,1.610;1.816,2.475,0.398;10.850,6.128,0.379;7.949,13.349,0.812;5.538,11.806,0.330;6.492,10.968,0.229;19.735,7.389,0.224;3.283,18.111,0.453;0.464,14.928,0.673;3.612,16.905,0.793;8.915,11.742,0.387;11.582,1.009,1.315;0.492,9.547,0.270;2.182,12.088,1.207;14.508,3.289,1.005;15.099,10.230,2.359;3.747,5.796,0.248;7.284,13.278,1.365;17.022,11.814,1.148;1.153,13.246,1.001;17.009,14.110,0.490;9.832,14.571,2.002;4.866,8.328,1.640;1.567,8.511,1.378;12.534,2.488,1.938;19.116,15.250,0.840;11.919,18.585,0.356;0.172,10.015,0.214;1.493,14.811,0.408;12.025,17.254,0.402;0.830,18.060,1.041;12.670,18.112,0.320;7.421,4.163,0.779;8.250,12.312,1.724"
4,drone_6,9.5299,4.9641,14.4447,15.6355,"14.791,9.687,0.353;3.100,3.816,0.926;4.016,18.498,0.913;18.975,1.276,0.438;6.127,5.846,0.369;6.286,15.022,1.296;2.498,15.389,0.369;15.440,3.631,1.571;3.202,11.888,0.813;11.348,16.172,0.839;3.595,2.974,0.366;18.006,14.564,0.218;5.408,7.789,0.494;18.881,6.238,0.625;14.875,4.912,1.269;10.428,6.746,0.272;10.088,14.780,0.320;8.764,13.808,0.447;19.079,10.118,0.837;11.021,15.597,0.330;4.351,13.774,1.956;17.222,19.462,0.399;15.413,8.710,0.278;4.276,11.026,1.363;6.651,11.063,0.245;16.297,8.633,0.726;2.587,7.711,0.282;3.578,9.939,0.499;3.801,9.279,1.675;9.177,19.810,0.374;16.768,4.160,0.438;13.882,7.601,0.487;16.246,1.892,0.266;4.818,5.528,0.217;11.168,2.654,0.230;11.220,17.870,0.814;4.769,9.304,1.610;1.816,2.475,0.398;10.850,6.128,0.379;7.949,13.349,0.812;5.538,11.806,0.330;6.492,10.968,0.229;19.735,7.389,0.224;3.283,18.111,0.453;0.464,14.928,0.673;3.612,16.905,0.793;8.915,11.742,0.387;11.582,1.009,1.315;0.492,9.547,0.270;2.182,12.088,1.207;14.508,3.289,1.005;15.099,10.230,2.359;3.747,5.796,0.248;7.284,13.278,1.365;17.022,11.814,1.148;1.153,13.246,1.001;17.009,14.110,0.490;9.832,14.571,2.002;4.866,8.328,1.640;1.567,8.511,1.378;12.534,2.488,1.938;19.116,15.250,0.840;11.919,18.585,0.356;0.172,10.015,0.214;1.493,14.811,0.408;12.025,17.254,0.402;0.830,18.060,1.041;12.670,18.112,0.320;7.421,4.163,0.779;8.250,12.312,1.724"
