Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
1,drone_0,15.6693,2.2790,15.8837,5.2069,"3.963,11.651,0.707;6.463,2.303,0.243;6.270,7.723,0.307;19.231,13.965,0.255;17.958,1.697,0.230;1.885,12.407,0.336;12.092,10.596,0.477;5.243,11.885,1.350;17.870,12.751,0.296;10.460,5.085,1.726;5.296,3.797,1.711;19.039,9.050,1.193;9.511,12.662,0.440;7.333,5.727,0.782;6.934,8.315,0.958;1.715,13.087,0.210;4.537,7.520,0.912;10.644,0.755,0.258;3.819,13.894,0.973;3.818,1.494,1.119;12.394,0.471,0.401;2.655,16.811,0.364;17.534,1.509,0.963;13.987,18.163,1.243;17.916,0.797,0.259;5.443,1.176,0.737;5.209,13.210,0.394;0.531,13.252,0.312;16.693,16.938,1.268;18.905,16.457,1.161;7.094,7.016,0.295;5.328,7.184,1.007;18.971,11.931,0.401;12.702,14.501,0.262;17.827,18.507,0.249;14.850,16.590,0.490;9.753,1.633,0.435;9.052,6.389,0.409;5.880,19.164,0.439;5.946,10.628,0.273;6.214,6.332,0.799;10.525,10.804,0.273;4.276,12.986,0.941;7.263,8.887,2.401;10.449,10.577,0.228;8.475,3.823,1.546;10.683,1.219,0.304;17.044,1.907,1.173;12.153,2.666,0.359;18.846,14.508,1.006;0.263,12.309,0.229;14.807,11.413,1.523;12.418,9.421,1.061;12.715,18.328,0.495;5.010,11.318,0.972;2.042,6.455,1.056;2.626,13.637,0.392;1.364,2.026,1.871;10.877,9.361,0.710;6.578,4.872,0.292;15.192,16.103,0.951;15.836,12.243,0.340;13.274,6.804,0.988;16.533,15.803,2.044;2.839,17.942,0.292;16.068,16.399,1.602;17.469,8.247,0.397;7.626,3.929,1.290;10.187,17.577,1.728"
1,drone_1,3.6798,8.1761,15.8837,5.2069,"3.963,11.651,0.707;6.463,2.303,0.243;6.270,7.723,0.307;19.231,13.965,0.255;17.958,1.697,0.230;1.885,12.407,0.336;12.092,10.596,0.477;5.243,11.885,1.350;17.870,12.751,0.296;10.460,5.085,1.726;5.296,3.797,1.711;19.039,9.050,1.193;9.511,12.662,0.440;7.333,5.727,0.782;6.934,8.315,0.958;1.715,13.087,0.210;4.537,7.520,0.912;10.644,0.755,0.258;3.819,13.894,0.973;3.818,1.494,1.119;12.394,0.471,0.401;2.655,16.811,0.364;17.534,1.509,0.963;13.987,18.163,1.243;17.916,0.797,0.259;5.443,1.176,0.737;5.209,13.210,0.394;0.531,13.252,0.312;16.693,16.938,1.268;18.905,16.457,1.161;7.094,7.016,0.295;5.328,7.184,1.007;18.971,11.931,0.401;12.702,14.501,0.262;17.827,18.507,0.249;14.850,16.590,0.490;9.753,1.633,0.435;9.052,6.389,0.409;5.880,19.164,0.439;5.946,10.628,0.273;6.214,6.332,0.799;10.525,10.804,0.273;4.276,12.986,0.941;7.263,8.887,2.401;10.449,10.577,0.228;8.475,3.823,1.546;10.683,1.219,0.304;17.044,1.907,1.173;12.153,2.666,0.359;18.846,14.508,1.006;0.263,12.309,0.229;14.807,11.413,1.523;12.418,9.421,1.061;12.715,18.328,0.495;5.010,11.318,0.972;2.042,6.455,1.056;2.626,13.637,0.392;1.364,2.026,1.871;10.877,9.361,0.710;6.578,4.872,0.292;15.192,16.103,0.951;15.836,12.243,0.340;13.274,6.804,0.988;16.533,15.803,2.044;2.839,17.942,0.292;16.068,16.399,1.602;17.469,8.247,0.397;7.626,3.929,1.290;10.187,17.577,1.728"
1,drone_2,13.0082,14.8688,15.8837,5.2069,"3.963,11.651,0.707;6.463,2.303,0.243;6.270,7.723,0.307;19.231,13.965,0.255;17.958,1.697,0.230;1.885,12.407,0.336;12.092,10.596,0.477;5.243,11.885,1.350;17.870,12.751,0.296;10.460,5.085,1.726;5.296,3.797,1.711;19.039,9.050,1.193;9.511,12.662,0.440;7.333,5.727,0.782;6.934,8.315,0.958;1.715,13.087,0.210;4.537,7.520,0.912;10.644,0.755,0.258;3.819,13.894,0.973;3.818,1.494,1.119;12.394,0.471,0.401;2.655,16.811,0.364;17.534,1.509,0.963;13.987,18.163,1.243;17.916,0.797,0.259;5.443,1.176,0.737;5.209,13.210,0.394;0.531,13.252,0.312;16.693,16.938,1.268;18.905,16.457,1.161;7.094,7.016,0.295;5.328,7.184,1.007;18.971,11.931,0.401;12.702,14.501,0.262;17.827,18.507,0.249;14.850,16.590,0.490;9.753,1.633,0.435;9.052,6.389,0.409;5.880,19.164,0.439;5.946,10.628,0.273;6.214,6.332,0.799;10.525,10.804,0.273;4.276,12.986,0.941;7.263,8.887,2.401;10.449,10.577,0.228;8.475,3.823,1.546;10.683,1.219,0.304;17.044,1.907,1.173;12.153,2.666,0.359;18.846,14.508,1.006;0.263,12.309,0.229;14.807,11.413,1.523;12.418,9.421,1.061;12.715,18.328,0.495;5.010,11.318,0.972;2.042,6.455,1.056;2.626,13.637,0.392;1.364,2.026,1.871;10.877,9.361,0.710;6.578,4.872,0.292;15.192,16.103,0.951;15.836,12.243,0.340;13.274,6.804,0.988;16.533,15.803,2.044;2.839,17.942,0.292;16.068,16.399,1.602;17.469,8.247,0.397;7.626,3.929,1.290;10.187,17.577,1.728"
1,drone_3,12.1599,12.5167,15.8837,5.2069,"3.963,11.651,0.707;6.463,2.303,0.243;6.270,7.723,0.307;19.231,13.965,0.255;17.958,1.697,0.230;1.885,12.407,0.336;12.092,10.596,0.477;5.243,11.885,1.350;17.870,12.751,0.296;10.460,5.085,1.726;5.296,3.797,1.711;19.039,9.050,1.193;9.511,12.662,0.440;7.333,5.727,0.782;6.934,8.315,0.958;1.715,13.087,0.210;4.537,7.520,0.912;10.644,0.755,0.258;3.819,13.894,0.973;3.818,1.494,1.119;12.394,0.471,0.401;2.655,16.811,0.364;17.534,1.509,0.963;13.987,18.163,1.243;17.916,0.797,0.259;5.443,1.176,0.737;5.209,13.210,0.394;0.531,13.252,0.312;16.693,16.938,1.268;18.905,16.457,1.161;7.094,7.016,0.295;5.328,7.184,1.007;18.971,11.931,0.401;12.702,14.501,0.262;17.827,18.507,0.249;14.850,16.590,0.490;9.753,1.633,0.435;9.052,6.389,0.409;5.880,19.164,0.439;5.946,10.628,0.273;6.214,6.332,0.799;10.525,10.804,0.273;4.276,12.986,0.941;7.263,8.887,2.401;10.449,10.577,0.228;8.475,3.823,1.546;10.683,1.219,0.304;17.044,1.907,1.173;12.153,2.666,0.359;18.846,14.508,1.006;0.263,12.309,0.229;14.807,11.413,1.523;12.418,9.421,1.061;12.715,18.328,0.495;5.010,11.318,0.972;2.042,6.455,1.056;2.626,13.637,0.392;1.364,2.026,1.871;10.877,9.361,0.710;6.578,4.872,0.292;15.192,16.103,0.951;15.836,12.243,0.340;13.274,6.804,0.988;16.533,15.803,2.044;2.839,17.942,0.292;16.068,16.399,1.602;17.469,8.247,0.397;7.626,3.929,1.290;10.187,17.577,1.728"
1,drone_4,16.2337,6.6597,15.8837,5.2069,"3.963,11.651,0.707;6.463,2.303,0.243;6.270,7.723,0.307;19.231,13.965,0.255;17.958,1.697,0.230;1.885,12.407,0.336;12.092,10.596,0.477;5.243,11.885,1.350;17.870,12.751,0.296;10.460,5.085,1.726;5.296,3.797,1.711;19.039,9.050,1.193;9.511,12.662,0.440;7.333,5.727,0.782;6.934,8.315,0.958;1.715,13.087,0.210;4.537,7.520,0.912;10.644,0.755,0.258;3.819,13.894,0.973;3.818,1.494,1.119;12.394,0.471,0.401;2.655,16.811,0.364;17.534,1.509,0.963;13.987,18.163,1.243;17.916,0.797,0.259;5.443,1.176,0.737;5.209,13.210,0.394;0.531,13.252,0.312;16.693,16.938,1.268;18.905,16.457,1.161;7.094,7.016,0.295;5.328,7.184,1.007;18.971,11.931,0.401;12.702,14.501,0.262;17.827,18.507,0.249;14.850,16.590,0.490;9.753,1.633,0.435;9.052,6.389,0.409;5.880,19.164,0.439;5.946,10.628,0.273;6.214,6.332,0.799;10.525,10.804,0.273;4.276,12.986,0.941;7.263,8.887,2.401;10.449,10.577,0.228;8.475,3.823,1.546;10.683,1.219,0.304;17.044,1.907,1.173;12.153,2.666,0.359;18.846,14.508,1.006;0.263,12.309,0.229;14.807,11.413,1.523;12.418,9.421,1.061;12.715,18.328,0.495;5.010,11.318,0.972;2.042,6.455,1.056;2.626,13.637,0.392;1.364,2.026,1.871;10.877,9.361,0.710;6.578,4.872,0.292;15.192,16.103,0.951;15.836,12.243,0.340;13.274,6.804,0.988;16.533,15.803,2.044;2.839,17.942,0.292;16.068,16.399,1.602;17.469,8.247,0.397;7.626,3.929,1.290;10.187,17.577,1.728"
1,drone_5,13.9403,14.1421,15.8837,5.2069,"3.963,11.651,0.707;6.463,2.303,0.243;6.270,7.723,0.307;19.231,13.965,0.255;17.958,1.697,0.230;1.885,12.407,0.336;12.092,10.596,0.477;5.243,11.885,1.350;17.870,12.751,0.296;10.460,5.085,1.726;5.296,3.797,1.711;19.039,9.050,1.193;9.511,12.662,0.440;7.333,5.727,0.782;6.934,8.315,0.958;1.715,13.087,0.210;4.537,7.520,0.912;10.644,0.755,0.258;3.819,13.894,0.973;3.818,1.494,1.119;12.394,0.471,0.401;2.655,16.811,0.364;17.534,1.509,0.963;13.987,18.163,1.243;17.916,0.797,0.259;5.443,1.176,0.737;5.209,13.210,0.394;0.531,13.252,0.312;16.693,16.938,1.268;18.905,16.457,1.161;7.094,7.016,0.295;5.328,7.184,1.007;18.971,11.931,0.401;12.702,14.501,0.262;17.827,18.507,0.249;14.850,16.590,0.490;9.753,1.633,0.435;9.052,6.389,0.409;5.880,19.164,0.439;5.946,10.628,0.273;6.214,6.332,0.799;10.525,10.804,0.273;4.276,12.986,0.941;7.263,8.887,2.401;10.449,10.577,0.228;8.475,3.823,1.546;10.683,1.219,0.304;17.044,1.907,1.173;12.153,2.666,0.359;18.846,14.508,1.006;0.263,12.309,0.229;14.807,11.413,1.523;12.418,9.421,1.061;12.715,18.328,0.495;5.010,11.318,0.972;2.042,6.455,1.056;2.626,13.637,0.392;1.364,2.026,1.871;10.877,9.361,0.710;6.578,4.872,0.292;15.192,16.103,0.951;15.836,12.243,0.340;13.274,6.804,0.988;16.533,15.803,2.044;2.839,17.942,0.292;16.068,16.399,1.602;17.469,8.247,0.397;7.626,3.929,1.290;10.187,17.577,1.728"
1,drone_6,7.2778,13.5602,15.8837,5.2069,"3.963,11.651,0.707;6.463,2.303,0.243;6.270,7.723,0.307;19.231,13.965,0.255;17.958,1.697,0.230;1.885,12.407,0.336;12.092,10.596,0.477;5.243,11.885,1.350;17.870,12.751,0.296;10.460,5.085,1.726;5.296,3.797,1.711;19.039,9.050,1.193;9.511,12.662,0.440;7.333,5.727,0.782;6.934,8.315,0.958;1.715,13.087,0.210;4.537,7.520,0.912;10.644,0.755,0.258;3.819,13.894,0.973;3.818,1.494,1.119;12.394,0.471,0.401;2.655,16.811,0.364;17.534,1.509,0.963;13.987,18.163,1.243;17.916,0.797,0.259;5.443,1.176,0.737;5.209,13.210,0.394;0.531,13.252,0.312;16.693,16.938,1.268;18.905,16.457,1.161;7.094,7.016,0.295;5.328,7.184,1.007;18.971,11.931,0.401;12.702,14.501,0.262;17.827,18.507,0.249;14.850,16.590,0.490;9.753,1.633,0.435;9.052,6.389,0.409;5.880,19.164,0.439;5.946,10.628,0.273;6.214,6.332,0.799;10.525,10.804,0.273;4.276,12.986,0.941;7.263,8.887,2.401;10.449,10.577,0.228;8.475,3.823,1.546;10.683,1.219,0.304;17.044,1.907,1.173;12.153,2.666,0.359;18.846,14.508,1.006;0.263,12.309,0.229;14.807,11.413,1.523;12.418,9.421,1.061;12.715,18.328,0.495;5.010,11.318,0.972;2.042,6.455,1.056;2.626,13.637,0.392;1.364,2.026,1.871;10.877,9.361,0.710;6.578,4.872,0.292;15.192,16.103,0.951;15.836,12.243,0.340;13.274,6.804,0.988;16.533,15.803,2.044;2.839,17.942,0.292;16.068,16.399,1.602;17.469,8.247,0.397;7.626,3.929,1.290;10.187,17.577,1.728"
1,drone_7,14.5218,8.3311,15.8837,5.2069,"3.963,11.651,0.707;6.463,2.303,0.243;6.270,7.723,0.307;19.231,13.965,0.255;17.958,1.697,0.230;1.885,12.407,0.336;12.092,10.596,0.477;5.243,11.885,1.350;17.870,12.751,0.296;10.460,5.085,1.726;5.296,3.797,1.711;19.039,9.050,1.193;9.511,12.662,0.440;7.333,5.727,0.782;6.934,8.315,0.958;1.715,13.087,0.210;4.537,7.520,0.912;10.644,0.755,0.258;3.819,13.894,0.973;3.818,1.494,1.119;12.394,0.471,0.401;2.655,16.811,0.364;17.534,1.509,0.963;13.987,18.163,1.243;17.916,0.797,0.259;5.443,1.176,0.737;5.209,13.210,0.394;0.531,13.252,0.312;16.693,16.938,1.268;18.905,16.457,1.161;7.094,7.016,0.295;5.328,7.184,1.007;18.971,11.931,0.401;12.702,14.501,0.262;17.827,18.507,0.249;14.850,16.590,0.490;9.753,1.633,0.435;9.052,6.389,0.409;5.880,19.164,0.439;5.946,10.628,0.273;6.214,6.332,0.799;10.525,10.804,0.273;4.276,12.986,0.941;7.263,8.887,2.401;10.449,10.577,0.228;8.475,3.823,1.546;10.683,1.219,0.304;17.044,1.907,1.173;12.153,2.666,0.359;18.846,14.508,1.006;0.263,12.309,0.229;14.807,11.413,1.523;12.418,9.421,1.061;12.715,18.328,0.495;5.010,11.318,0.972;2.042,6.455,1.056;2.626,13.637,0.392;1.364,2.026,1.871;10.877,9.361,0.710;6.578,4.872,0.292;15.192,16.103,0.951;15.836,12.243,0.340;13.274,6.804,0.988;16.533,15.803,2.044;2.839,17.942,0.292;16.068,16.399,1.602;17.469,8.247,0.397;7.626,3.929,1.290;10.187,17.577,1.728"
1,drone_8,14.9333,1.7361,15.8837,5.2069,"3.963,11.651,0.707;6.463,2.303,0.243;6.270,7.723,0.307;19.231,13.965,0.255;17.958,1.697,0.230;1.885,12.407,0.336;12.092,10.596,0.477;5.243,11.885,1.350;17.870,12.751,0.296;10.460,5.085,1.726;5.296,3.797,1.711;19.039,9.050,1.193;9.511,12.662,0.440;7.333,5.727,0.782;6.934,8.315,0.958;1.715,13.087,0.210;4.537,7.520,0.912;10.644,0.755,0.258;3.819,13.894,0.973;3.818,1.494,1.119;12.394,0.471,0.401;2.655,16.811,0.364;17.534,1.509,0.963;13.987,18.163,1.243;17.916,0.797,0.259;5.443,1.176,0.737;5.209,13.210,0.394;0.531,13.252,0.312;16.693,16.938,1.268;18.905,16.457,1.161;7.094,7.016,0.295;5.328,7.184,1.007;18.971,11.931,0.401;12.702,14.501,0.262;17.827,18.507,0.249;14.850,16.590,0.490;9.753,1.633,0.435;9.052,6.389,0.409;5.880,19.164,0.439;5.946,10.628,0.273;6.214,6.332,0.799;10.525,10.804,0.273;4.276,12.986,0.941;7.263,8.887,2.401;10.449,10.577,0.228;8.475,3.823,1.546;10.683,1.219,0.304;17.044,1.907,1.173;12.153,2.666,0.359;18.846,14.508,1.006;0.263,12.309,0.229;14.807,11.413,1.523;12.418,9.421,1.061;12.715,18.328,0.495;5.010,11.318,0.972;2.042,6.455,1.056;2.626,13.637,0.392;1.364,2.026,1.871;10.877,9.361,0.710;6.578,4.872,0.292;15.192,16.103,0.951;15.836,12.243,0.340;13.274,6.804,0.988;16.533,15.803,2.044;2.839,17.942,0.292;16.068,16.399,1.602;17.469,8.247,0.397;7.626,3.929,1.290;10.187,17.577,1.728"
1,drone_9,11.4018,12.2375,15.8837,5.2069,"3.963,11.651,0.707;6.463,2.303,0.243;6.270,7.723,0.307;19.231,13.965,0.255;17.958,1.697,0.230;1.885,12.407,0.336;12.092,10.596,0.477;5.243,11.885,1.350;17.870,12.751,0.296;10.460,5.085,1.726;5.296,3.797,1.711;19.039,9.050,1.193;9.511,12.662,0.440;7.333,5.727,0.782;6.934,8.315,0.958;1.715,13.087,0.210;4.537,7.520,0.912;10.644,0.755,0.258;3.819,13.894,0.973;3.818,1.494,1.119;12.394,0.471,0.401;2.655,16.811,0.364;17.534,1.509,0.963;13.987,18.163,1.243;17.916,0.797,0.259;5.443,1.176,0.737;5.209,13.210,0.394;0.531,13.252,0.312;16.693,16.938,1.268;18.905,16.457,1.161;7.094,7.016,0.295;5.328,7.184,1.007;18.971,11.931,0.401;12.702,14.501,0.262;17.827,18.507,0.249;14.850,16.590,0.490;9.753,1.633,0.435;9.052,6.389,0.409;5.880,19.164,0.439;5.946,10.628,0.273;6.214,6.332,0.799;10.525,10.804,0.273;4.276,12.986,0.941;7.263,8.887,2.401;10.449,10.577,0.228;8.475,3.823,1.546;10.683,1.219,0.304;17.044,1.907,1.173;12.153,2.666,0.359;18.846,14.508,1.006;0.263,12.309,0.229;14.807,11.413,1.523;12.418,9.421,1.061;12.715,18.328,0.495;5.010,11.318,0.972;2.042,6.455,1.056;2.626,13.637,0.392;1.364,2.026,1.871;10.877,9.361,0.710;6.578,4.872,0.292;15.192,16.103,0.951;15.836,12.243,0.340;13.274,6.804,0.988;16.533,15.803,2.044;2.839,17.942,0.292;16.068,16.399,1.602;17.469,8.247,0.397;7.626,3.929,1.290;10.187,17.577,1.728"
2,drone_0,15.7998,2.1484,15.8837,5.2069,"3.963,11.651,0.707;6.463,2.303,0.243;6.270,7.723,0.307;19.231,13.965,0.255;17.958,1.697,0.230;1.885,12.407,0.336;12.092,10.596,0.477;5.243,11.885,1.350;17.870,12.751,0.296;10.460,5.085,1.726;5.296,3.797,1.711;19.039,9.050,1.193;9.511,12.662,0.440;7.333,5.727,0.782;6.934,8.315,0.958;1.715,13.087,0.210;4.537,7.520,0.912;10.644,0.755,0.258;3.819,13.894,0.973;3.818,1.494,1.119;12.394,0.471,0.401;2.655,16.811,0.364;17.534,1.509,0.963;13.987,18.163,1.243;17.916,0.797,0.259;5.443,1.176,0.737;5.209,13.210,0.394;0.531,13.252,0.312;16.693,16.938,1.268;18.905,16.457,1.161;7.094,7.016,0.295;5.328,7.184,1.007;18.971,11.931,0.401;12.702,14.501,0.262;17.827,18.507,0.249;14.850,16.590,0.490;9.753,1.633,0.435;9.052,6.389,0.409;5.880,19.164,0.439;5.946,10.628,0.273;6.214,6.332,0.799;10.525,10.804,0.273;4.276,12.986,0.941;7.263,8.887,2.401;10.449,10.577,0.228;8.475,3.823,1.546;10.683,1.219,0.304;17.044,1.907,1.173;12.153,2.666,0.359;18.846,14.508,1.006;0.263,12.309,0.229;14.807,11.413,1.523;12.418,9.421,1.061;12.715,18.328,0.495;5.010,11.318,0.972;2.042,6.455,1.056;2.626,13.637,0.392;1.364,2.026,1.871;10.877,9.361,0.710;6.578,4.872,0.292;15.192,16.103,0.951;15.836,12.243,0.340;13.274,6.804,0.988;16.533,15.803,2.044;2.839,17.942,0.292;16.068,16.399,1.602;17.469,8.247,0.397;7.626,3.929,1.290;10.187,17.577,1.728"
2,drone_1,-100.0000,-100.0000,15.8837,5.2069,"3.963,11.651,0.707;6.463,2.303,0.243;6.270,7.723,0.307;19.231,13.965,0.255;17.958,1.697,0.230;1.885,12.407,0.336;12.092,10.596,0.477;5.243,11.885,1.350;17.870,12.751,0.296;10.460,5.085,1.726;5.296,3.797,1.711;19.039,9.050,1.193;9.511,12.662,0.440;7.333,5.727,0.782;6.934,8.315,0.958;1.715,13.087,0.210;4.537,7.520,0.912;10.644,0.755,0.258;3.819,13.894,0.973;3.818,1.494,1.119;12.394,0.471,0.401;2.655,16.811,0.364;17.534,1.509,0.963;13.987,18.163,1.243;17.916,0.797,0.259;5.443,1.176,0.737;5.209,13.210,0.394;0.531,13.252,0.312;16.693,16.938,1.268;18.905,16.457,1.161;7.094,7.016,0.295;5.328,7.184,1.007;18.971,11.931,0.401;12.702,14.501,0.262;17.827,18.507,0.249;14.850,16.590,0.490;9.753,1.633,0.435;9.052,6.389,0.409;5.880,19.164,0.439;5.946,10.628,0.273;6.214,6.332,0.799;10.525,10.804,0.273;4.276,12.986,0.941;7.263,8.887,2.401;10.449,10.577,0.228;8.475,3.823,1.546;10.683,1.219,0.304;17.044,1.907,1.173;12.153,2.666,0.359;18.846,14.508,1.006;0.263,12.309,0.229;14.807,11.413,1.523;12.418,9.421,1.061;12.715,18.328,0.495;5.010,11.318,0.972;2.042,6.455,1.056;2.626,13.637,0.392;1.364,2.026,1.871;10.877,9.361,0.710;6.578,4.872,0.292;15.192,16.103,0.951;15.836,12.243,0.340;13.274,6.804,0.988;16.533,15.803,2.044;2.839,17.942,0.292;16.068,16.399,1.602;17.469,8.247,0.397;7.626,3.929,1.290;10.187,17.577,1.728"
2,drone_2,-100.0000,-100.0000,15.8837,5.2069,"3.963,11.651,0.707;6.463,2.303,0.243;6.270,7.723,0.307;19.231,13.965,0.255;17.958,1.697,0.230;1.885,12.407,0.336;12.092,10.596,0.477;5.243,11.885,1.350;17.870,12.751,0.296;10.460,5.085,1.726;5.296,3.797,1.711;19.039,9.050,1.193;9.511,12.662,0.440;7.333,5.727,0.782;6.934,8.315,0.958;1.715,13.087,0.210;4.537,7.520,0.912;10.644,0.755,0.258;3.819,13.894,0.973;3.818,1.494,1.119;12.394,0.471,0.401;2.655,16.811,0.364;17.534,1.509,0.963;13.987,18.163,1.243;17.916,0.797,0.259;5.443,1.176,0.737;5.209,13.210,0.394;0.531,13.252,0.312;16.693,16.938,1.268;18.905,16.457,1.161;7.094,7.016,0.295;5.328,7.184,1.007;18.971,11.931,0.401;12.702,14.501,0.262;17.827,18.507,0.249;14.850,16.590,0.490;9.753,1.633,0.435;9.052,6.389,0.409;5.880,19.164,0.439;5.946,10.628,0.273;6.214,6.332,0.799;10.525,10.804,0.273;4.276,12.986,0.941;7.263,8.887,2.401;10.449,10.577,0.228;8.475,3.823,1.546;10.683,1.219,0.304;17.044,1.907,1.173;12.153,2.666,0.359;18.846,14.508,1.006;0.263,12.309,0.229;14.807,11.413,1.523;12.418,9.421,1.061;12.715,18.328,0.495;5.010,11.318,0.972;2.042,6.455,1.056;2.626,13.637,0.392;1.364,2.026,1.871;10.877,9.361,0.710;6.578,4.872,0.292;15.192,16.103,0.951;15.836,12.243,0.340;13.274,6.804,0.988;16.533,15.803,2.044;2.839,17.942,0.292;16.068,16.399,1.602;17.469,8.247,0.397;7.626,3.929,1.290;10.187,17.577,1.728"
2,drone_3,12.2905,12.3862,15.8837,5.2069,"3.963,11.651,0.707;6.463,2.303,0.243;6.270,7.723,0.307;19.231,13.965,0.255;17.958,1.697,0.230;1.885,12.407,0.336;12.092,10.596,0.477;5.243,11.885,1.350;17.870,12.751,0.296;10.460,5.085,1.726;5.296,3.797,1.711;19.039,9.050,1.193;9.511,12.662,0.440;7.333,5.727,0.782;6.934,8.315,0.958;1.715,13.087,0.210;4.537,7.520,0.912;10.644,0.755,0.258;3.819,13.894,0.973;3.818,1.494,1.119;12.394,0.471,0.401;2.655,16.811,0.364;17.534,1.509,0.963;13.987,18.163,1.243;17.916,0.797,0.259;5.443,1.176,0.737;5.209,13.210,0.394;0.531,13.252,0.312;16.693,16.938,1.268;18.905,16.457,1.161;7.094,7.016,0.295;5.328,7.184,1.007;18.971,11.931,0.401;12.702,14.501,0.262;17.827,18.507,0.249;14.850,16.590,0.490;9.753,1.633,0.435;9.052,6.389,0.409;5.880,19.164,0.439;5.946,10.628,0.273;6.214,6.332,0.799;10.525,10.804,0.273;4.276,12.986,0.941;7.263,8.887,2.401;10.449,10.577,0.228;8.475,3.823,1.546;10.683,1.219,0.304;17.044,1.907,1.173;12.153,2.666,0.359;18.846,14.508,1.006;0.263,12.309,0.229;14.807,11.413,1.523;12.418,9.421,1.061;12.715,18.328,0.495;5.010,11.318,0.972;2.042,6.455,1.056;2.626,13.637,0.392;1.364,2.026,1.871;10.877,9.361,0.710;6.578,4.872,0.292;15.192,16.103,0.951;15.836,12.243,0.340;13.274,6.804,0.988;16.533,15.803,2.044;2.839,17.942,0.292;16.068,16.399,1.602;17.469,8.247,0.397;7.626,3.929,1.290;10.187,17.577,1.728"
2,drone_4,16.3751,6.5183,15.8837,5.2069,"3.963,11.651,0.707;6.463,2.303,0.243;6.270,7.723,0.307;19.231,13.965,0.255;17.958,1.697,0.230;1.885,12.407,0.336;12.092,10.596,0.477;5.243,11.885,1.350;17.870,12.751,0.296;10.460,5.085,1.726;5.296,3.797,1.711;19.039,9.050,1.193;9.511,12.662,0.440;7.333,5.727,0.782;6.934,8.315,0.958;1.715,13.087,0.210;4.537,7.520,0.912;10.644,0.755,0.258;3.819,13.894,0.973;3.818,1.494,1.119;12.394,0.471,0.401;2.655,16.811,0.364;17.534,1.509,0.963;13.987,18.163,1.243;17.916,0.797,0.259;5.443,1.176,0.737;5.209,13.210,0.394;0.531,13.252,0.312;16.693,16.938,1.268;18.905,16.457,1.161;7.094,7.016,0.295;5.328,7.184,1.007;18.971,11.931,0.401;12.702,14.501,0.262;17.827,18.507,0.249;14.850,16.590,0.490;9.753,1.633,0.435;9.052,6.389,0.409;5.880,19.164,0.439;5.946,10.628,0.273;6.214,6.332,0.799;10.525,10.804,0.273;4.276,12.986,0.941;7.263,8.887,2.401;10.449,10.577,0.228;8.475,3.823,1.546;10.683,1.219,0.304;17.044,1.907,1.173;12.153,2.666,0.359;18.846,14.508,1.006;0.263,12.309,0.229;14.807,11.413,1.523;12.418,9.421,1.061;12.715,18.328,0.495;5.010,11.318,0.972;2.042,6.455,1.056;2.626,13.637,0.392;1.364,2.026,1.871;10.877,9.361,0.710;6.578,4.872,0.292;15.192,16.103,0.951;15.836,12.243,0.340;13.274,6.804,0.988;16.533,15.803,2.044;2.839,17.942,0.292;16.068,16.399,1.602;17.469,8.247,0.397;7.626,3.929,1.290;10.187,17.577,1.728"
2,drone_5,14.0817,14.0007,15.8837,5.2069,"3.963,11.651,0.707;6.463,2.303,0.243;6.270,7.723,0.307;19.231,13.965,0.255;17.958,1.697,0.230;1.885,12.407,0.336;12.092,10.596,0.477;5.243,11.885,1.350;17.870,12.751,0.296;10.460,5.085,1.726;5.296,3.797,1.711;19.039,9.050,1.193;9.511,12.662,0.440;7.333,5.727,0.782;6.934,8.315,0.958;1.715,13.087,0.210;4.537,7.520,0.912;10.644,0.755,0.258;3.819,13.894,0.973;3.818,1.494,1.119;12.394,0.471,0.401;2.655,16.811,0.364;17.534,1.509,0.963;13.987,18.163,1.243;17.916,0.797,0.259;5.443,1.176,0.737;5.209,13.210,0.394;0.531,13.252,0.312;16.693,16.938,1.268;18.905,16.457,1.161;7.094,7.016,0.295;5.328,7.184,1.007;18.971,11.931,0.401;12.702,14.501,0.262;17.827,18.507,0.249;14.850,16.590,0.490;9.753,1.633,0.435;9.052,6.389,0.409;5.880,19.164,0.439;5.946,10.628,0.273;6.214,6.332,0.799;10.525,10.804,0.273;4.276,12.986,0.941;7.263,8.887,2.401;10.449,10.577,0.228;8.475,3.823,1.546;10.683,1.219,0.304;17.044,1.907,1.173;12.153,2.666,0.359;18.846,14.508,1.006;0.263,12.309,0.229;14.807,11.413,1.523;12.418,9.421,1.061;12.715,18.328,0.495;5.010,11.318,0.972;2.042,6.455,1.056;2.626,13.637,0.392;1.364,2.026,1.871;10.877,9.361,0.710;6.578,4.872,0.292;15.192,16.103,0.951;15.836,12.243,0.340;13.274,6.804,0.988;16.533,15.803,2.044;2.839,17.942,0.292;16.068,16.399,1.602;17.469,8.247,0.397;7.626,3.929,1.290;10.187,17.577,1.728"
