Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
18,drone_7,9.0209,7.3550,17.0000,17.0000,"2.989,1.897,0.320;17.480,10.251,1.082;17.198,8.026,0.913;13.352,2.131,0.295;12.693,1.354,0.335;18.017,8.887,0.611;16.958,19.612,0.215;13.374,2.463,0.255;16.313,2.073,0.459;0.688,6.771,0.857;18.071,12.814,1.353;17.123,14.051,0.777;2.128,2.615,0.325;18.438,9.424,2.172;9.492,14.793,1.277;15.450,7.752,1.118;5.856,0.770,0.451;11.972,4.977,1.201;11.964,0.711,0.233;16.625,11.115,1.255;7.455,14.199,1.292;0.227,12.537,0.225;15.048,11.517,0.805;19.770,1.575,0.288;16.669,7.041,0.443;14.400,0.671,0.773;15.215,2.636,1.005;15.142,10.838,0.287;14.510,1.129,1.701;19.565,17.990,0.308;9.533,0.205,0.293;17.315,1.937,2.489;13.414,18.775,0.646;12.395,1.785,0.326;7.370,6.442,0.241;14.100,5.266,0.874;5.074,1.794,1.954;13.224,8.053,0.280;11.769,2.397,0.251;13.581,3.000,0.350;17.526,7.180,2.466;14.551,6.309,0.331;9.745,15.988,0.314;0.390,9.936,0.281;0.939,16.377,0.338;10.585,12.569,0.470;9.723,12.802,0.351;0.601,4.210,0.498;19.755,5.530,0.348;19.215,10.636,1.197;11.896,2.022,0.425;14.354,11.943,0.332;13.133,5.115,1.175;11.462,0.862,0.233;10.466,1.468,0.797;10.014,16.582,0.838;14.167,5.124,0.993;10.291,5.383,0.325;2.162,10.105,0.230;13.708,2.946,2.437;5.733,16.726,0.365;14.707,14.472,0.948;15.991,6.950,1.067;16.267,9.452,0.917;15.158,6.742,0.958;14.388,11.550,1.146;2.893,1.809,1.291;15.975,4.952,1.354;7.048,13.149,0.471;14.097,6.741,1.012;13.112,15.476,0.999;18.821,12.733,1.183;11.133,15.872,2.196"
18,drone_8,5.4058,13.1417,17.0000,17.0000,"2.989,1.897,0.320;17.480,10.251,1.082;17.198,8.026,0.913;13.352,2.131,0.295;12.693,1.354,0.335;18.017,8.887,0.611;16.958,19.612,0.215;13.374,2.463,0.255;16.313,2.073,0.459;0.688,6.771,0.857;18.071,12.814,1.353;17.123,14.051,0.777;2.128,2.615,0.325;18.438,9.424,2.172;9.492,14.793,1.277;15.450,7.752,1.118;5.856,0.770,0.451;11.972,4.977,1.201;11.964,0.711,0.233;16.625,11.115,1.255;7.455,14.199,1.292;0.227,12.537,0.225;15.048,11.517,0.805;19.770,1.575,0.288;16.669,7.041,0.443;14.400,0.671,0.773;15.215,2.636,1.005;15.142,10.838,0.287;14.510,1.129,1.701;19.565,17.990,0.308;9.533,0.205,0.293;17.315,1.937,2.489;13.414,18.775,0.646;12.395,1.785,0.326;7.370,6.442,0.241;14.100,5.266,0.874;5.074,1.794,1.954;13.224,8.053,0.280;11.769,2.397,0.251;13.581,3.000,0.350;17.526,7.180,2.466;14.551,6.309,0.331;9.745,15.988,0.314;0.390,9.936,0.281;0.939,16.377,0.338;10.585,12.569,0.470;9.723,12.802,0.351;0.601,4.210,0.498;19.755,5.530,0.348;19.215,10.636,1.197;11.896,2.022,0.425;14.354,11.943,0.332;13.133,5.115,1.175;11.462,0.862,0.233;10.466,1.468,0.797;10.014,16.582,0.838;14.167,5.124,0.993;10.291,5.383,0.325;2.162,10.105,0.230;13.708,2.946,2.437;5.733,16.726,0.365;14.707,14.472,0.948;15.991,6.950,1.067;16.267,9.452,0.917;15.158,6.742,0.958;14.388,11.550,1.146;2.893,1.809,1.291;15.975,4.952,1.354;7.048,13.149,0.471;14.097,6.741,1.012;13.112,15.476,0.999;18.821,12.733,1.183;11.133,15.872,2.196"
18,drone_9,12.1627,11.3154,17.0000,17.0000,"2.989,1.897,0.320;17.480,10.251,1.082;17.198,8.026,0.913;13.352,2.131,0.295;12.693,1.354,0.335;18.017,8.887,0.611;16.958,19.612,0.215;13.374,2.463,0.255;16.313,2.073,0.459;0.688,6.771,0.857;18.071,12.814,1.353;17.123,14.051,0.777;2.128,2.615,0.325;18.438,9.424,2.172;9.492,14.793,1.277;15.450,7.752,1.118;5.856,0.770,0.451;11.972,4.977,1.201;11.964,0.711,0.233;16.625,11.115,1.255;7.455,14.199,1.292;0.227,12.537,0.225;15.048,11.517,0.805;19.770,1.575,0.288;16.669,7.041,0.443;14.400,0.671,0.773;15.215,2.636,1.005;15.142,10.838,0.287;14.510,1.129,1.701;19.565,17.990,0.308;9.533,0.205,0.293;17.315,1.937,2.489;13.414,18.775,0.646;12.395,1.785,0.326;7.370,6.442,0.241;14.100,5.266,0.874;5.074,1.794,1.954;13.224,8.053,0.280;11.769,2.397,0.251;13.581,3.000,0.350;17.526,7.180,2.466;14.551,6.309,0.331;9.745,15.988,0.314;0.390,9.936,0.281;0.939,16.377,0.338;10.585,12.569,0.470;9.723,12.802,0.351;0.601,4.210,0.498;19.755,5.530,0.348;19.215,10.636,1.197;11.896,2.022,0.425;14.354,11.943,0.332;13.133,5.115,1.175;11.462,0.862,0.233;10.466,1.468,0.797;10.014,16.582,0.838;14.167,5.124,0.993;10.291,5.383,0.325;2.162,10.105,0.230;13.708,2.946,2.437;5.733,16.726,0.365;14.707,14.472,0.948;15.991,6.950,1.067;16.267,9.452,0.917;15.158,6.742,0.958;14.388,11.550,1.146;2.893,1.809,1.291;15.975,4.952,1.354;7.048,13.149,0.471;14.097,6.741,1.012;13.112,15.476,0.999;18.821,12.733,1.183;11.133,15.872,2.196"
19,drone_0,5.4983,14.6461,17.0000,17.0000,"2.989,1.897,0.320;17.480,10.251,1.082;17.198,8.026,0.913;13.352,2.131,0.295;12.693,1.354,0.335;18.017,8.887,0.611;16.958,19.612,0.215;13.374,2.463,0.255;16.313,2.073,0.459;0.688,6.771,0.857;18.071,12.814,1.353;17.123,14.051,0.777;2.128,2.615,0.325;18.438,9.424,2.172;9.492,14.793,1.277;15.450,7.752,1.118;5.856,0.770,0.451;11.972,4.977,1.201;11.964,0.711,0.233;16.625,11.115,1.255;7.455,14.199,1.292;0.227,12.537,0.225;15.048,11.517,0.805;19.770,1.575,0.288;16.669,7.041,0.443;14.400,0.671,0.773;15.215,2.636,1.005;15.142,10.838,0.287;14.510,1.129,1.701;19.565,17.990,0.308;9.533,0.205,0.293;17.315,1.937,2.489;13.414,18.775,0.646;12.395,1.785,0.326;7.370,6.442,0.241;14.100,5.266,0.874;5.074,1.794,1.954;13.224,8.053,0.280;11.769,2.397,0.251;13.581,3.000,0.350;17.526,7.180,2.466;14.551,6.309,0.331;9.745,15.988,0.314;0.390,9.936,0.281;0.939,16.377,0.338;10.585,12.569,0.470;9.723,12.802,0.351;0.601,4.210,0.498;19.755,5.530,0.348;19.215,10.636,1.197;11.896,2.022,0.425;14.354,11.943,0.332;13.133,5.115,1.175;11.462,0.862,0.233;10.466,1.468,0.797;10.014,16.582,0.838;14.167,5.124,0.993;10.291,5.383,0.325;2.162,10.105,0.230;13.708,2.946,2.437;5.733,16.726,0.365;14.707,14.472,0.948;15.991,6.950,1.067;16.267,9.452,0.917;15.158,6.742,0.958;14.388,11.550,1.146;2.893,1.809,1.291;15.975,4.952,1.354;7.048,13.149,0.471;14.097,6.741,1.012;13.112,15.476,0.999;18.821,12.733,1.183;11.133,15.872,2.196"
19,drone_1,4.7981,17.1638,17.0000,17.0000,"2.989,1.897,0.320;17.480,10.251,1.082;17.198,8.026,0.913;13.352,2.131,0.295;12.693,1.354,0.335;18.017,8.887,0.611;16.958,19.612,0.215;13.374,2.463,0.255;16.313,2.073,0.459;0.688,6.771,0.857;18.071,12.814,1.353;17.123,14.051,0.777;2.128,2.615,0.325;18.438,9.424,2.172;9.492,14.793,1.277;15.450,7.752,1.118;5.856,0.770,0.451;11.972,4.977,1.201;11.964,0.711,0.233;16.625,11.115,1.255;7.455,14.199,1.292;0.227,12.537,0.225;15.048,11.517,0.805;19.770,1.575,0.288;16.669,7.041,0.443;14.400,0.671,0.773;15.215,2.636,1.005;15.142,10.838,0.287;14.510,1.129,1.701;19.565,17.990,0.308;9.533,0.205,0.293;17.315,1.937,2.489;13.414,18.775,0.646;12.395,1.785,0.326;7.370,6.442,0.241;14.100,5.266,0.874;5.074,1.794,1.954;13.224,8.053,0.280;11.769,2.397,0.251;13.581,3.000,0.350;17.526,7.180,2.466;14.551,6.309,0.331;9.745,15.988,0.314;0.390,9.936,0.281;0.939,16.377,0.338;10.585,12.569,0.470;9.723,12.802,0.351;0.601,4.210,0.498;19.755,5.530,0.348;19.215,10.636,1.197;11.896,2.022,0.425;14.354,11.943,0.332;13.133,5.115,1.175;11.462,0.862,0.233;10.466,1.468,0.797;10.014,16.582,0.838;14.167,5.124,0.993;10.291,5.383,0.325;2.162,10.105,0.230;13.708,2.946,2.437;5.733,16.726,0.365;14.707,14.472,0.948;15.991,6.950,1.067;16.267,9.452,0.917;15.158,6.742,0.958;14.388,11.550,1.146;2.893,1.809,1.291;15.975,4.952,1.354;7.048,13.149,0.471;14.097,6.741,1.012;13.112,15.476,0.999;18.821,12.733,1.183;11.133,15.872,2.196"
19,drone_2,10.3753,11.1117,17.0000,17.0000,"2.989,1.897,0.320;17.480,10.251,1.082;17.198,8.026,0.913;13.352,2.131,0.295;12.693,1.354,0.335;18.017,8.887,0.611;16.958,19.612,0.215;13.374,2.463,0.255;16.313,2.073,0.459;0.688,6.771,0.857;18.071,12.814,1.353;17.123,14.051,0.777;2.128,2.615,0.325;18.438,9.424,2.172;9.492,14.793,1.277;15.450,7.752,1.118;5.856,0.770,0.451;11.972,4.977,1.201;11.964,0.711,0.233;16.625,11.115,1.255;7.455,14.199,1.292;0.227,12.537,0.225;15.048,11.517,0.805;19.770,1.575,0.288;16.669,7.041,0.443;14.400,0.671,0.773;15.215,2.636,1.005;15.142,10.838,0.287;14.510,1.129,1.701;19.565,17.990,0.308;9.533,0.205,0.293;17.315,1.937,2.489;13.414,18.775,0.646;12.395,1.785,0.326;7.370,6.442,0.241;14.100,5.266,0.874;5.074,1.794,1.954;13.224,8.053,0.280;11.769,2.397,0.251;13.581,3.000,0.350;17.526,7.180,2.466;14.551,6.309,0.331;9.745,15.988,0.314;0.390,9.936,0.281;0.939,16.377,0.338;10.585,12.569,0.470;9.723,12.802,0.351;0.601,4.210,0.498;19.755,5.530,0.348;19.215,10.636,1.197;11.896,2.022,0.425;14.354,11.943,0.332;13.133,5.115,1.175;11.462,0.862,0.233;10.466,1.468,0.797;10.014,16.582,0.838;14.167,5.124,0.993;10.291,5.383,0.325;2.162,10.105,0.230;13.708,2.946,2.437;5.733,16.726,0.365;14.707,14.472,0.948;15.991,6.950,1.067;16.267,9.452,0.917;15.158,6.742,0.958;14.388,11.550,1.146;2.893,1.809,1.291;15.975,4.952,1.354;7.048,13.149,0.471;14.097,6.741,1.012;13.112,15.476,0.999;18.821,12.733,1.183;11.133,15.872,2.196"
19,drone_4,6.0336,6.3513,17.0000,17.0000,"2.989,1.897,0.320;17.480,10.251,1.082;17.198,8.026,0.913;13.352,2.131,0.295;12.693,1.354,0.335;18.017,8.887,0.611;16.958,19.612,0.215;13.374,2.463,0.255;16.313,2.073,0.459;0.688,6.771,0.857;18.071,12.814,1.353;17.123,14.051,0.777;2.128,2.615,0.325;18.438,9.424,2.172;9.492,14.793,1.277;15.450,7.752,1.118;5.856,0.770,0.451;11.972,4.977,1.201;11.964,0.711,0.233;16.625,11.115,1.255;7.455,14.199,1.292;0.227,12.537,0.225;15.048,11.517,0.805;19.770,1.575,0.288;16.669,7.041,0.443;14.400,0.671,0.773;15.215,2.636,1.005;15.142,10.838,0.287;14.510,1.129,1.701;19.565,17.990,0.308;9.533,0.205,0.293;17.315,1.937,2.489;13.414,18.775,0.646;12.395,1.785,0.326;7.370,6.442,0.241;14.100,5.266,0.874;5.074,1.794,1.954;13.224,8.053,0.280;11.769,2.397,0.251;13.581,3.000,0.350;17.526,7.180,2.466;14.551,6.309,0.331;9.745,15.988,0.314;0.390,9.936,0.281;0.939,16.377,0.338;10.585,12.569,0.470;9.723,12.802,0.351;0.601,4.210,0.498;19.755,5.530,0.348;19.215,10.636,1.197;11.896,2.022,0.425;14.354,11.943,0.332;13.133,5.115,1.175;11.462,0.862,0.233;10.466,1.468,0.797;10.014,16.582,0.838;14.167,5.124,0.993;10.291,5.383,0.325;2.162,10.105,0.230;13.708,2.946,2.437;5.733,16.726,0.365;14.707,14.472,0.948;15.991,6.950,1.067;16.267,9.452,0.917;15.158,6.742,0.958;14.388,11.550,1.146;2.893,1.809,1.291;15.975,4.952,1.354;7.048,13.149,0.471;14.097,6.741,1.012;13.112,15.476,0.999;18.821,12.733,1.183;11.133,15.872,2.196"
19,drone_5,6.6487,8.5058,17.0000,17.0000,"2.989,1.897,0.320;17.480,10.251,1.082;17.198,8.026,0.913;13.352,2.131,0.295;12.693,1.354,0.335;18.017,8.887,0.611;16.958,19.612,0.215;13.374,2.463,0.255;16.313,2.073,0.459;0.688,6.771,0.857;18.071,12.814,1.353;17.123,14.051,0.777;2.128,2.615,0.325;18.438,9.424,2.172;9.492,14.793,1.277;15.450,7.752,1.118;5.856,0.770,0.451;11.972,4.977,1.201;11.964,0.711,0.233;16.625,11.115,1.255;7.455,14.199,1.292;0.227,12.537,0.225;15.048,11.517,0.805;19.770,1.575,0.288;16.669,7.041,0.443;14.400,0.671,0.773;15.215,2.636,1.005;15.142,10.838,0.287;14.510,1.129,1.701;19.565,17.990,0.308;9.533,0.205,0.293;17.315,1.937,2.489;13.414,18.775,0.646;12.395,1.785,0.326;7.370,6.442,0.241;14.100,5.266,0.874;5.074,1.794,1.954;13.224,8.053,0.280;11.769,2.397,0.251;13.581,3.000,0.350;17.526,7.180,2.466;14.551,6.309,0.331;9.745,15.988,0.314;0.390,9.936,0.281;0.939,16.377,0.338;10.585,12.569,0.470;9.723,12.802,0.351;0.601,4.210,0.498;19.755,5.530,0.348;19.215,10.636,1.197;11.896,2.022,0.425;14.354,11.943,0.332;13.133,5.115,1.175;11.462,0.862,0.233;10.466,1.468,0.797;10.014,16.582,0.838;14.167,5.124,0.993;10.291,5.383,0.325;2.162,10.105,0.230;13.708,2.946,2.437;5.733,16.726,0.365;14.707,14.472,0.948;15.991,6.950,1.067;16.267,9.452,0.917;15.158,6.742,0.958;14.388,11.550,1.146;2.893,1.809,1.291;15.975,4.952,1.354;7.048,13.149,0.471;14.097,6.741,1.012;13.112,15.476,0.999;18.821,12.733,1.183;11.133,15.872,2.196"
19,drone_6,6.8927,17.4982,17.0000,17.0000,"2.989,1.897,0.320;17.480,10.251,1.082;17.198,8.026,0.913;13.352,2.131,0.295;12.693,1.354,0.335;18.017,8.887,0.611;16.958,19.612,0.215;13.374,2.463,0.255;16.313,2.073,0.459;0.688,6.771,0.857;18.071,12.814,1.353;17.123,14.051,0.777;2.128,2.615,0.325;18.438,9.424,2.172;9.492,14.793,1.277;15.450,7.752,1.118;5.856,0.770,0.451;11.972,4.977,1.201;11.964,0.711,0.233;16.625,11.115,1.255;7.455,14.199,1.292;0.227,12.537,0.225;15.048,11.517,0.805;19.770,1.575,0.288;16.669,7.041,0.443;14.400,0.671,0.773;15.215,2.636,1.005;15.142,10.838,0.287;14.510,1.129,1.701;19.565,17.990,0.308;9.533,0.205,0.293;17.315,1.937,2.489;13.414,18.775,0.646;12.395,1.785,0.326;7.370,6.442,0.241;14.100,5.266,0.874;5.074,1.794,1.954;13.224,8.053,0.280;11.769,2.397,0.251;13.581,3.000,0.350;17.526,7.180,2.466;14.551,6.309,0.331;9.745,15.988,0.314;0.390,9.936,0.281;0.939,16.377,0.338;10.585,12.569,0.470;9.723,12.802,0.351;0.601,4.210,0.498;19.755,5.530,0.348;19.215,10.636,1.197;11.896,2.022,0.425;14.354,11.943,0.332;13.133,5.115,1.175;11.462,0.862,0.233;10.466,1.468,0.797;10.014,16.582,0.838;14.167,5.124,0.993;10.291,5.383,0.325;2.162,10.105,0.230;13.708,2.946,2.437;5.733,16.726,0.365;14.707,14.472,0.948;15.991,6.950,1.067;16.267,9.452,0.917;15.158,6.742,0.958;14.388,11.550,1.146;2.893,1.809,1.291;15.975,4.952,1.354;7.048,13.149,0.471;14.097,6.741,1.012;13.112,15.476,0.999;18.821,12.733,1.183;11.133,15.872,2.196"
19,drone_7,9.1131,7.5325,17.0000,17.0000,"2.989,1.897,0.320;17.480,10.251,1.082;17.198,8.026,0.913;13.352,2.131,0.295;12.693,1.354,0.335;18.017,8.887,0.611;16.958,19.612,0.215;13.374,2.463,0.255;16.313,2.073,0.459;0.688,6.771,0.857;18.071,12.814,1.353;17.123,14.051,0.777;2.128,2.615,0.325;18.438,9.424,2.172;9.492,14.793,1.277;15.450,7.752,1.118;5.856,0.770,0.451;11.972,4.977,1.201;11.964,0.711,0.233;16.625,11.115,1.255;7.455,14.199,1.292;0.227,12.537,0.225;15.048,11.517,0.805;19.770,1.575,0.288;16.669,7.041,0.443;14.400,0.671,0.773;15.215,2.636,1.005;15.142,10.838,0.287;14.510,1.129,1.701;19.565,17.990,0.308;9.533,0.205,0.293;17.315,1.937,2.489;13.414,18.775,0.646;12.395,1.785,0.326;7.370,6.442,0.241;14.100,5.266,0.874;5.074,1.794,1.954;13.224,8.053,0.280;11.769,2.397,0.251;13.581,3.000,0.350;17.526,7.180,2.466;14.551,6.309,0.331;9.745,15.988,0.314;0.390,9.936,0.281;0.939,16.377,0.338;10.585,12.569,0.470;9.723,12.802,0.351;0.601,4.210,0.498;19.755,5.530,0.348;19.215,10.636,1.197;11.896,2.022,0.425;14.354,11.943,0.332;13.133,5.115,1.175;11.462,0.862,0.233;10.466,1.468,0.797;10.014,16.582,0.838;14.167,5.124,0.993;10.291,5.383,0.325;2.162,10.105,0.230;13.708,2.946,2.437;5.733,16.726,0.365;14.707,14.472,0.948;15.991,6.950,1.067;16.267,9.452,0.917;15.158,6.742,0.958;14.388,11.550,1.146;2.893,1.809,1.291;15.975,4.952,1.354;7.048,13.149,0.471;14.097,6.741,1.012;13.112,15.476,0.999;18.821,12.733,1.183;11.133,15.872,2.196"
19,drone_8,5.6033,13.1101,17.0000,17.0000,"2.989,1.897,0.320;17.480,10.251,1.082;17.198,8.026,0.913;13.352,2.131,0.295;12.693,1.354,0.335;18.017,8.887,0.611;16.958,19.612,0.215;13.374,2.463,0.255;16.313,2.073,0.459;0.688,6.771,0.857;18.071,12.814,1.353;17.123,14.051,0.777;2.128,2.615,0.325;18.438,9.424,2.172;9.492,14.793,1.277;15.450,7.752,1.118;5.856,0.770,0.451;11.972,4.977,1.201;11.964,0.711,0.233;16.625,11.115,1.255;7.455,14.199,1.292;0.227,12.537,0.225;15.048,11.517,0.805;19.770,1.575,0.288;16.669,7.041,0.443;14.400,0.671,0.773;15.215,2.636,1.005;15.142,10.838,0.287;14.510,1.129,1.701;19.565,17.990,0.308;9.533,0.205,0.293;17.315,1.937,2.489;13.414,18.775,0.646;12.395,1.785,0.326;7.370,6.442,0.241;14.100,5.266,0.874;5.074,1.794,1.954;13.224,8.053,0.280;11.769,2.397,0.251;13.581,3.000,0.350;17.526,7.180,2.466;14.551,6.309,0.331;9.745,15.988,0.314;0.390,9.936,0.281;0.939,16.377,0.338;10.585,12.569,0.470;9.723,12.802,0.351;0.601,4.210,0.498;19.755,5.530,0.348;19.215,10.636,1.197;11.896,2.022,0.425;14.354,11.943,0.332;13.133,5.115,1.175;11.462,0.862,0.233;10.466,1.468,0.797;10.014,16.582,0.838;14.167,5.124,0.993;10.291,5.383,0.325;2.162,10.105,0.230;13.708,2.946,2.437;5.733,16.726,0.365;14.707,14.472,0.948;15.991,6.950,1.067;16.267,9.452,0.917;15.158,6.742,0.958;14.388,11.550,1.146;2.893,1.809,1.291;15.975,4.952,1.354;7.048,13.149,0.471;14.097,6.741,1.012;13.112,15.476,0.999;18.821,12.733,1.183;11.133,15.872,2.196"
19,drone_9,12.3174,11.4114,17.0000,17.0000,"2.989,1.897,0.320;17.480,10.251,1.082;17.198,8.026,0.913;13.352,2.131,0.295;12.693,1.354,0.335;18.017,8.887,0.611;16.958,19.612,0.215;13.374,2.463,0.255;16.313,2.073,0.459;0.688,6.771,0.857;18.071,12.814,1.353;17.123,14.051,0.777;2.128,2.615,0.325;18.438,9.424,2.172;9.492,14.793,1.277;15.450,7.752,1.118;5.856,0.770,0.451;11.972,4.977,1.201;11.964,0.711,0.233;16.625,11.115,1.255;7.455,14.199,1.292;0.227,12.537,0.225;15.048,11.517,0.805;19.770,1.575,0.288;16.669,7.041,0.443;14.400,0.671,0.773;15.215,2.636,1.005;15.142,10.838,0.287;14.510,1.129,1.701;19.565,17.990,0.308;9.533,0.205,0.293;17.315,1.937,2.489;13.414,18.775,0.646;12.395,1.785,0.326;7.370,6.442,0.241;14.100,5.266,0.874;5.074,1.794,1.954;13.224,8.053,0.280;11.769,2.397,0.251;13.581,3.000,0.350;17.526,7.180,2.466;14.551,6.309,0.331;9.745,15.988,0.314;0.390,9.936,0.281;0.939,16.377,0.338;10.585,12.569,0.470;9.723,12.802,0.351;0.601,4.210,0.498;19.755,5.530,0.348;19.215,10.636,1.197;11.896,2.022,0.425;14.354,11.943,0.332;13.133,5.115,1.175;11.462,0.862,0.233;10.466,1.468,0.797;10.014,16.582,0.838;14.167,5.124,0.993;10.291,5.383,0.325;2.162,10.105,0.230;13.708,2.946,2.437;5.733,16.726,0.365;14.707,14.472,0.948;15.991,6.950,1.067;16.267,9.452,0.917;15.158,6.742,0.958;14.388,11.550,1.146;2.893,1.809,1.291;15.975,4.952,1.354;7.048,13.149,0.471;14.097,6.741,1.012;13.112,15.476,0.999;18.821,12.733,1.183;11.133,15.872,2.196"
20,drone_0,5.6352,14.7530,17.0000,17.0000,"2.989,1.897,0.320;17.480,10.251,1.082;17.198,8.026,0.913;13.352,2.131,0.295;12.693,1.354,0.335;18.017,8.887,0.611;16.958,19.612,0.215;13.374,2.463,0.255;16.313,2.073,0.459;0.688,6.771,0.857;18.071,12.814,1.353;17.123,14.051,0.777;2.128,2.615,0.325;18.438,9.424,2.172;9.492,14.793,1.277;15.450,7.752,1.118;5.856,0.770,0.451;11.972,4.977,1.201;11.964,0.711,0.233;16.625,11.115,1.255;7.455,14.199,1.292;0.227,12.537,0.225;15.048,11.517,0.805;19.770,1.575,0.288;16.669,7.041,0.443;14.400,0.671,0.773;15.215,2.636,1.005;15.142,10.838,0.287;14.510,1.129,1.701;19.565,17.990,0.308;9.533,0.205,0.293;17.315,1.937,2.489;13.414,18.775,0.646;12.395,1.785,0.326;7.370,6.442,0.241;14.100,5.266,0.874;5.074,1.794,1.954;13.224,8.053,0.280;11.769,2.397,0.251;13.581,3.000,0.350;17.526,7.180,2.466;14.551,6.309,0.331;9.745,15.988,0.314;0.390,9.936,0.281;0.939,16.377,0.338;10.585,12.569,0.470;9.723,12.802,0.351;0.601,4.210,0.498;19.755,5.530,0.348;19.215,10.636,1.197;11.896,2.022,0.425;14.354,11.943,0.332;13.133,5.115,1.175;11.462,0.862,0.233;10.466,1.468,0.797;10.014,16.582,0.838;14.167,5.124,0.993;10.291,5.383,0.325;2.162,10.105,0.230;13.708,2.946,2.437;5.733,16.726,0.365;14.707,14.472,0.948;15.991,6.950,1.067;16.267,9.452,0.917;15.158,6.742,0.958;14.388,11.550,1.146;2.893,1.809,1.291;15.975,4.952,1.354;7.048,13.149,0.471;14.097,6.741,1.012;13.112,15.476,0.999;18.821,12.733,1.183;11.133,15.872,2.196"
20,drone_1,4.9097,17.1870,17.0000,17.0000,"2.989,1.897,0.320;17.480,10.251,1.082;17.198,8.026,0.913;13.352,2.131,0.295;12.693,1.354,0.335;18.017,8.887,0.611;16.958,19.612,0.215;13.374,2.463,0.255;16.313,2.073,0.459;0.688,6.771,0.857;18.071,12.814,1.353;17.123,14.051,0.777;2.128,2.615,0.325;18.438,9.424,2.172;9.492,14.793,1.277;15.450,7.752,1.118;5.856,0.770,0.451;11.972,4.977,1.201;11.964,0.711,0.233;16.625,11.115,1.255;7.455,14.199,1.292;0.227,12.537,0.225;15.048,11.517,0.805;19.770,1.575,0.288;16.669,7.041,0.443;14.400,0.671,0.773;15.215,2.636,1.005;15.142,10.838,0.287;14.510,1.129,1.701;19.565,17.990,0.308;9.533,0.205,0.293;17.315,1.937,2.489;13.414,18.775,0.646;12.395,1.785,0.326;7.370,6.442,0.241;14.100,5.266,0.874;5.074,1.794,1.954;13.224,8.053,0.280;11.769,2.397,0.251;13.581,3.000,0.350;17.526,7.180,2.466;14.551,6.309,0.331;9.745,15.988,0.314;0.390,9.936,0.281;0.939,16.377,0.338;10.585,12.569,0.470;9.723,12.802,0.351;0.601,4.210,0.498;19.755,5.530,0.348;19.215,10.636,1.197;11.896,2.022,0.425;14.354,11.943,0.332;13.133,5.115,1.175;11.462,0.862,0.233;10.466,1.468,0.797;10.014,16.582,0.838;14.167,5.124,0.993;10.291,5.383,0.325;2.162,10.105,0.230;13.708,2.946,2.437;5.733,16.726,0.365;14.707,14.472,0.948;15.991,6.950,1.067;16.267,9.452,0.917;15.158,6.742,0.958;14.388,11.550,1.146;2.893,1.809,1.291;15.975,4.952,1.354;7.048,13.149,0.471;14.097,6.741,1.012;13.112,15.476,0.999;18.821,12.733,1.183;11.133,15.872,2.196"
20,drone_2,10.5490,11.1978,17.0000,17.0000,"2.989,1.897,0.320;17.480,10.251,1.082;17.198,8.026,0.913;13.352,2.131,0.295;12.693,1.354,0.335;18.017,8.887,0.611;16.958,19.612,0.215;13.374,2.463,0.255;16.313,2.073,0.459;0.688,6.771,0.857;18.071,12.814,1.353;17.123,14.051,0.777;2.128,2.615,0.325;18.438,9.424,2.172;9.492,14.793,1.277;15.450,7.752,1.118;5.856,0.770,0.451;11.972,4.977,1.201;11.964,0.711,0.233;16.625,11.115,1.255;7.455,14.199,1.292;0.227,12.537,0.225;15.048,11.517,0.805;19.770,1.575,0.288;16.669,7.041,0.443;14.400,0.671,0.773;15.215,2.636,1.005;15.142,10.838,0.287;14.510,1.129,1.701;19.565,17.990,0.308;9.533,0.205,0.293;17.315,1.937,2.489;13.414,18.775,0.646;12.395,1.785,0.326;7.370,6.442,0.241;14.100,5.266,0.874;5.074,1.794,1.954;13.224,8.053,0.280;11.769,2.397,0.251;13.581,3.000,0.350;17.526,7.180,2.466;14.551,6.309,0.331;9.745,15.988,0.314;0.390,9.936,0.281;0.939,16.377,0.338;10.585,12.569,0.470;9.723,12.802,0.351;0.601,4.210,0.498;19.755,5.530,0.348;19.215,10.636,1.197;11.896,2.022,0.425;14.354,11.943,0.332;13.133,5.115,1.175;11.462,0.862,0.233;10.466,1.468,0.797;10.014,16.582,0.838;14.167,5.124,0.993;10.291,5.383,0.325;2.162,10.105,0.230;13.708,2.946,2.437;5.733,16.726,0.365;14.707,14.472,0.948;15.991,6.950,1.067;16.267,9.452,0.917;15.158,6.742,0.958;14.388,11.550,1.146;2.893,1.809,1.291;15.975,4.952,1.354;7.048,13.149,0.471;14.097,6.741,1.012;13.112,15.476,0.999;18.821,12.733,1.183;11.133,15.872,2.196"
