Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
3,drone_3,14.1845,17.6741,6.5138,7.6749,"16.890,6.888,0.338;13.313,12.204,0.378;14.150,10.848,0.725;16.151,0.954,0.225;2.316,7.122,1.989;5.116,9.922,0.422;11.436,11.219,0.942;2.168,12.898,0.204;13.366,3.263,0.297;0.778,13.400,0.932;19.480,14.211,0.299;10.753,1.400,0.960;10.761,10.403,0.423;0.815,12.132,1.551;8.838,6.629,0.294;6.066,13.005,0.845;4.099,18.565,1.331;19.443,7.474,0.327;4.650,13.466,0.330;17.691,8.246,0.637;5.113,11.014,0.423;13.845,11.650,1.014;2.637,3.906,0.389;4.334,9.797,0.645;9.701,7.761,0.742;8.121,3.821,0.848;10.982,9.224,0.418;13.046,1.731,0.250;8.609,18.425,0.487;3.770,4.433,0.900;18.615,4.900,0.213;16.748,11.379,2.183;7.305,1.221,1.353;13.714,2.248,0.278;4.043,8.055,0.452;15.173,13.475,0.268;1.584,2.149,0.360;17.745,3.272,1.071;7.513,18.294,1.337;10.634,9.555,0.898;16.297,11.772,2.152;11.408,5.229,0.686;2.258,3.545,0.490;5.065,17.227,1.049;15.754,14.145,0.614;0.244,7.064,0.231;17.508,16.375,0.256;6.485,17.537,0.219;12.880,0.984,1.008;12.894,6.641,0.920;3.403,14.206,0.314;1.963,14.471,1.241;0.362,3.570,0.204;9.907,18.564,0.645;2.557,2.809,0.833;11.462,0.868,0.394;7.894,14.400,1.283;7.089,16.239,0.317;18.337,6.327,0.999;4.376,0.708,0.285;2.865,17.840,0.274;9.286,0.435,0.412;10.250,2.141,1.134;12.978,1.269,1.188;11.801,5.361,0.402;2.622,11.543,0.307;7.811,19.485,0.759;12.286,10.461,0.344;11.216,9.343,0.981;5.008,15.485,1.567;13.015,11.211,0.252;2.511,1.280,0.423;12.032,7.504,1.561;4.743,0.706,0.263;9.347,4.711,0.940;8.523,6.027,0.370;16.785,13.662,1.556;3.618,18.734,2.461"
3,drone_4,14.0135,18.5564,6.5138,7.6749,"16.890,6.888,0.338;13.313,12.204,0.378;14.150,10.848,0.725;16.151,0.954,0.225;2.316,7.122,1.989;5.116,9.922,0.422;11.436,11.219,0.942;2.168,12.898,0.204;13.366,3.263,0.297;0.778,13.400,0.932;19.480,14.211,0.299;10.753,1.400,0.960;10.761,10.403,0.423;0.815,12.132,1.551;8.838,6.629,0.294;6.066,13.005,0.845;4.099,18.565,1.331;19.443,7.474,0.327;4.650,13.466,0.330;17.691,8.246,0.637;5.113,11.014,0.423;13.845,11.650,1.014;2.637,3.906,0.389;4.334,9.797,0.645;9.701,7.761,0.742;8.121,3.821,0.848;10.982,9.224,0.418;13.046,1.731,0.250;8.609,18.425,0.487;3.770,4.433,0.900;18.615,4.900,0.213;16.748,11.379,2.183;7.305,1.221,1.353;13.714,2.248,0.278;4.043,8.055,0.452;15.173,13.475,0.268;1.584,2.149,0.360;17.745,3.272,1.071;7.513,18.294,1.337;10.634,9.555,0.898;16.297,11.772,2.152;11.408,5.229,0.686;2.258,3.545,0.490;5.065,17.227,1.049;15.754,14.145,0.614;0.244,7.064,0.231;17.508,16.375,0.256;6.485,17.537,0.219;12.880,0.984,1.008;12.894,6.641,0.920;3.403,14.206,0.314;1.963,14.471,1.241;0.362,3.570,0.204;9.907,18.564,0.645;2.557,2.809,0.833;11.462,0.868,0.394;7.894,14.400,1.283;7.089,16.239,0.317;18.337,6.327,0.999;4.376,0.708,0.285;2.865,17.840,0.274;9.286,0.435,0.412;10.250,2.141,1.134;12.978,1.269,1.188;11.801,5.361,0.402;2.622,11.543,0.307;7.811,19.485,0.759;12.286,10.461,0.344;11.216,9.343,0.981;5.008,15.485,1.567;13.015,11.211,0.252;2.511,1.280,0.423;12.032,7.504,1.561;4.743,0.706,0.263;9.347,4.711,0.940;8.523,6.027,0.370;16.785,13.662,1.556;3.618,18.734,2.461"
3,drone_5,13.1120,17.9063,6.5138,7.6749,"16.890,6.888,0.338;13.313,12.204,0.378;14.150,10.848,0.725;16.151,0.954,0.225;2.316,7.122,1.989;5.116,9.922,0.422;11.436,11.219,0.942;2.168,12.898,0.204;13.366,3.263,0.297;0.778,13.400,0.932;19.480,14.211,0.299;10.753,1.400,0.960;10.761,10.403,0.423;0.815,12.132,1.551;8.838,6.629,0.294;6.066,13.005,0.845;4.099,18.565,1.331;19.443,7.474,0.327;4.650,13.466,0.330;17.691,8.246,0.637;5.113,11.014,0.423;13.845,11.650,1.014;2.637,3.906,0.389;4.334,9.797,0.645;9.701,7.761,0.742;8.121,3.821,0.848;10.982,9.224,0.418;13.046,1.731,0.250;8.609,18.425,0.487;3.770,4.433,0.900;18.615,4.900,0.213;16.748,11.379,2.183;7.305,1.221,1.353;13.714,2.248,0.278;4.043,8.055,0.452;15.173,13.475,0.268;1.584,2.149,0.360;17.745,3.272,1.071;7.513,18.294,1.337;10.634,9.555,0.898;16.297,11.772,2.152;11.408,5.229,0.686;2.258,3.545,0.490;5.065,17.227,1.049;15.754,14.145,0.614;0.244,7.064,0.231;17.508,16.375,0.256;6.485,17.537,0.219;12.880,0.984,1.008;12.894,6.641,0.920;3.403,14.206,0.314;1.963,14.471,1.241;0.362,3.570,0.204;9.907,18.564,0.645;2.557,2.809,0.833;11.462,0.868,0.394;7.894,14.400,1.283;7.089,16.239,0.317;18.337,6.327,0.999;4.376,0.708,0.285;2.865,17.840,0.274;9.286,0.435,0.412;10.250,2.141,1.134;12.978,1.269,1.188;11.801,5.361,0.402;2.622,11.543,0.307;7.811,19.485,0.759;12.286,10.461,0.344;11.216,9.343,0.981;5.008,15.485,1.567;13.015,11.211,0.252;2.511,1.280,0.423;12.032,7.504,1.561;4.743,0.706,0.263;9.347,4.711,0.940;8.523,6.027,0.370;16.785,13.662,1.556;3.618,18.734,2.461"
3,drone_6,14.2016,16.5116,6.5138,7.6749,"16.890,6.888,0.338;13.313,12.204,0.378;14.150,10.848,0.725;16.151,0.954,0.225;2.316,7.122,1.989;5.116,9.922,0.422;11.436,11.219,0.942;2.168,12.898,0.204;13.366,3.263,0.297;0.778,13.400,0.932;19.480,14.211,0.299;10.753,1.400,0.960;10.761,10.403,0.423;0.815,12.132,1.551;8.838,6.629,0.294;6.066,13.005,0.845;4.099,18.565,1.331;19.443,7.474,0.327;4.650,13.466,0.330;17.691,8.246,0.637;5.113,11.014,0.423;13.845,11.650,1.014;2.637,3.906,0.389;4.334,9.797,0.645;9.701,7.761,0.742;8.121,3.821,0.848;10.982,9.224,0.418;13.046,1.731,0.250;8.609,18.425,0.487;3.770,4.433,0.900;18.615,4.900,0.213;16.748,11.379,2.183;7.305,1.221,1.353;13.714,2.248,0.278;4.043,8.055,0.452;15.173,13.475,0.268;1.584,2.149,0.360;17.745,3.272,1.071;7.513,18.294,1.337;10.634,9.555,0.898;16.297,11.772,2.152;11.408,5.229,0.686;2.258,3.545,0.490;5.065,17.227,1.049;15.754,14.145,0.614;0.244,7.064,0.231;17.508,16.375,0.256;6.485,17.537,0.219;12.880,0.984,1.008;12.894,6.641,0.920;3.403,14.206,0.314;1.963,14.471,1.241;0.362,3.570,0.204;9.907,18.564,0.645;2.557,2.809,0.833;11.462,0.868,0.394;7.894,14.400,1.283;7.089,16.239,0.317;18.337,6.327,0.999;4.376,0.708,0.285;2.865,17.840,0.274;9.286,0.435,0.412;10.250,2.141,1.134;12.978,1.269,1.188;11.801,5.361,0.402;2.622,11.543,0.307;7.811,19.485,0.759;12.286,10.461,0.344;11.216,9.343,0.981;5.008,15.485,1.567;13.015,11.211,0.252;2.511,1.280,0.423;12.032,7.504,1.561;4.743,0.706,0.263;9.347,4.711,0.940;8.523,6.027,0.370;16.785,13.662,1.556;3.618,18.734,2.461"
3,drone_7,14.9580,16.4475,6.5138,7.6749,"16.890,6.888,0.338;13.313,12.204,0.378;14.150,10.848,0.725;16.151,0.954,0.225;2.316,7.122,1.989;5.116,9.922,0.422;11.436,11.219,0.942;2.168,12.898,0.204;13.366,3.263,0.297;0.778,13.400,0.932;19.480,14.211,0.299;10.753,1.400,0.960;10.761,10.403,0.423;0.815,12.132,1.551;8.838,6.629,0.294;6.066,13.005,0.845;4.099,18.565,1.331;19.443,7.474,0.327;4.650,13.466,0.330;17.691,8.246,0.637;5.113,11.014,0.423;13.845,11.650,1.014;2.637,3.906,0.389;4.334,9.797,0.645;9.701,7.761,0.742;8.121,3.821,0.848;10.982,9.224,0.418;13.046,1.731,0.250;8.609,18.425,0.487;3.770,4.433,0.900;18.615,4.900,0.213;16.748,11.379,2.183;7.305,1.221,1.353;13.714,2.248,0.278;4.043,8.055,0.452;15.173,13.475,0.268;1.584,2.149,0.360;17.745,3.272,1.071;7.513,18.294,1.337;10.634,9.555,0.898;16.297,11.772,2.152;11.408,5.229,0.686;2.258,3.545,0.490;5.065,17.227,1.049;15.754,14.145,0.614;0.244,7.064,0.231;17.508,16.375,0.256;6.485,17.537,0.219;12.880,0.984,1.008;12.894,6.641,0.920;3.403,14.206,0.314;1.963,14.471,1.241;0.362,3.570,0.204;9.907,18.564,0.645;2.557,2.809,0.833;11.462,0.868,0.394;7.894,14.400,1.283;7.089,16.239,0.317;18.337,6.327,0.999;4.376,0.708,0.285;2.865,17.840,0.274;9.286,0.435,0.412;10.250,2.141,1.134;12.978,1.269,1.188;11.801,5.361,0.402;2.622,11.543,0.307;7.811,19.485,0.759;12.286,10.461,0.344;11.216,9.343,0.981;5.008,15.485,1.567;13.015,11.211,0.252;2.511,1.280,0.423;12.032,7.504,1.561;4.743,0.706,0.263;9.347,4.711,0.940;8.523,6.027,0.370;16.785,13.662,1.556;3.618,18.734,2.461"
3,drone_8,15.0982,17.4524,6.5138,7.6749,"16.890,6.888,0.338;13.313,12.204,0.378;14.150,10.848,0.725;16.151,0.954,0.225;2.316,7.122,1.989;5.116,9.922,0.422;11.436,11.219,0.942;2.168,12.898,0.204;13.366,3.263,0.297;0.778,13.400,0.932;19.480,14.211,0.299;10.753,1.400,0.960;10.761,10.403,0.423;0.815,12.132,1.551;8.838,6.629,0.294;6.066,13.005,0.845;4.099,18.565,1.331;19.443,7.474,0.327;4.650,13.466,0.330;17.691,8.246,0.637;5.113,11.014,0.423;13.845,11.650,1.014;2.637,3.906,0.389;4.334,9.797,0.645;9.701,7.761,0.742;8.121,3.821,0.848;10.982,9.224,0.418;13.046,1.731,0.250;8.609,18.425,0.487;3.770,4.433,0.900;18.615,4.900,0.213;16.748,11.379,2.183;7.305,1.221,1.353;13.714,2.248,0.278;4.043,8.055,0.452;15.173,13.475,0.268;1.584,2.149,0.360;17.745,3.272,1.071;7.513,18.294,1.337;10.634,9.555,0.898;16.297,11.772,2.152;11.408,5.229,0.686;2.258,3.545,0.490;5.065,17.227,1.049;15.754,14.145,0.614;0.244,7.064,0.231;17.508,16.375,0.256;6.485,17.537,0.219;12.880,0.984,1.008;12.894,6.641,0.920;3.403,14.206,0.314;1.963,14.471,1.241;0.362,3.570,0.204;9.907,18.564,0.645;2.557,2.809,0.833;11.462,0.868,0.394;7.894,14.400,1.283;7.089,16.239,0.317;18.337,6.327,0.999;4.376,0.708,0.285;2.865,17.840,0.274;9.286,0.435,0.412;10.250,2.141,1.134;12.978,1.269,1.188;11.801,5.361,0.402;2.622,11.543,0.307;7.811,19.485,0.759;12.286,10.461,0.344;11.216,9.343,0.981;5.008,15.485,1.567;13.015,11.211,0.252;2.511,1.280,0.423;12.032,7.504,1.561;4.743,0.706,0.263;9.347,4.711,0.940;8.523,6.027,0.370;16.785,13.662,1.556;3.618,18.734,2.461"
3,drone_9,15.9279,18.6191,6.5138,7.6749,"16.890,6.888,0.338;13.313,12.204,0.378;14.150,10.848,0.725;16.151,0.954,0.225;2.316,7.122,1.989;5.116,9.922,0.422;11.436,11.219,0.942;2.168,12.898,0.204;13.366,3.263,0.297;0.778,13.400,0.932;19.480,14.211,0.299;10.753,1.400,0.960;10.761,10.403,0.423;0.815,12.132,1.551;8.838,6.629,0.294;6.066,13.005,0.845;4.099,18.565,1.331;19.443,7.474,0.327;4.650,13.466,0.330;17.691,8.246,0.637;5.113,11.014,0.423;13.845,11.650,1.014;2.637,3.906,0.389;4.334,9.797,0.645;9.701,7.761,0.742;8.121,3.821,0.848;10.982,9.224,0.418;13.046,1.731,0.250;8.609,18.425,0.487;3.770,4.433,0.900;18.615,4.900,0.213;16.748,11.379,2.183;7.305,1.221,1.353;13.714,2.248,0.278;4.043,8.055,0.452;15.173,13.475,0.268;1.584,2.149,0.360;17.745,3.272,1.071;7.513,18.294,1.337;10.634,9.555,0.898;16.297,11.772,2.152;11.408,5.229,0.686;2.258,3.545,0.490;5.065,17.227,1.049;15.754,14.145,0.614;0.244,7.064,0.231;17.508,16.375,0.256;6.485,17.537,0.219;12.880,0.984,1.008;12.894,6.641,0.920;3.403,14.206,0.314;1.963,14.471,1.241;0.362,3.570,0.204;9.907,18.564,0.645;2.557,2.809,0.833;11.462,0.868,0.394;7.894,14.400,1.283;7.089,16.239,0.317;18.337,6.327,0.999;4.376,0.708,0.285;2.865,17.840,0.274;9.286,0.435,0.412;10.250,2.141,1.134;12.978,1.269,1.188;11.801,5.361,0.402;2.622,11.543,0.307;7.811,19.485,0.759;12.286,10.461,0.344;11.216,9.343,0.981;5.008,15.485,1.567;13.015,11.211,0.252;2.511,1.280,0.423;12.032,7.504,1.561;4.743,0.706,0.263;9.347,4.711,0.940;8.523,6.027,0.370;16.785,13.662,1.556;3.618,18.734,2.461"
4,drone_0,15.6308,17.9806,6.5138,7.6749,"16.890,6.888,0.338;13.313,12.204,0.378;14.150,10.848,0.725;16.151,0.954,0.225;2.316,7.122,1.989;5.116,9.922,0.422;11.436,11.219,0.942;2.168,12.898,0.204;13.366,3.263,0.297;0.778,13.400,0.932;19.480,14.211,0.299;10.753,1.400,0.960;10.761,10.403,0.423;0.815,12.132,1.551;8.838,6.629,0.294;6.066,13.005,0.845;4.099,18.565,1.331;19.443,7.474,0.327;4.650,13.466,0.330;17.691,8.246,0.637;5.113,11.014,0.423;13.845,11.650,1.014;2.637,3.906,0.389;4.334,9.797,0.645;9.701,7.761,0.742;8.121,3.821,0.848;10.982,9.224,0.418;13.046,1.731,0.250;8.609,18.425,0.487;3.770,4.433,0.900;18.615,4.900,0.213;16.748,11.379,2.183;7.305,1.221,1.353;13.714,2.248,0.278;4.043,8.055,0.452;15.173,13.475,0.268;1.584,2.149,0.360;17.745,3.272,1.071;7.513,18.294,1.337;10.634,9.555,0.898;16.297,11.772,2.152;11.408,5.229,0.686;2.258,3.545,0.490;5.065,17.227,1.049;15.754,14.145,0.614;0.244,7.064,0.231;17.508,16.375,0.256;6.485,17.537,0.219;12.880,0.984,1.008;12.894,6.641,0.920;3.403,14.206,0.314;1.963,14.471,1.241;0.362,3.570,0.204;9.907,18.564,0.645;2.557,2.809,0.833;11.462,0.868,0.394;7.894,14.400,1.283;7.089,16.239,0.317;18.337,6.327,0.999;4.376,0.708,0.285;2.865,17.840,0.274;9.286,0.435,0.412;10.250,2.141,1.134;12.978,1.269,1.188;11.801,5.361,0.402;2.622,11.543,0.307;7.811,19.485,0.759;12.286,10.461,0.344;11.216,9.343,0.981;5.008,15.485,1.567;13.015,11.211,0.252;2.511,1.280,0.423;12.032,7.504,1.561;4.743,0.706,0.263;9.347,4.711,0.940;8.523,6.027,0.370;16.785,13.662,1.556;3.618,18.734,2.461"
4,drone_1,14.8020,18.9708,6.5138,7.6749,"16.890,6.888,0.338;13.313,12.204,0.378;14.150,10.848,0.725;16.151,0.954,0.225;2.316,7.122,1.989;5.116,9.922,0.422;11.436,11.219,0.942;2.168,12.898,0.204;13.366,3.263,0.297;0.778,13.400,0.932;19.480,14.211,0.299;10.753,1.400,0.960;10.761,10.403,0.423;0.815,12.132,1.551;8.838,6.629,0.294;6.066,13.005,0.845;4.099,18.565,1.331;19.443,7.474,0.327;4.650,13.466,0.330;17.691,8.246,0.637;5.113,11.014,0.423;13.845,11.650,1.014;2.637,3.906,0.389;4.334,9.797,0.645;9.701,7.761,0.742;8.121,3.821,0.848;10.982,9.224,0.418;13.046,1.731,0.250;8.609,18.425,0.487;3.770,4.433,0.900;18.615,4.900,0.213;16.748,11.379,2.183;7.305,1.221,1.353;13.714,2.248,0.278;4.043,8.055,0.452;15.173,13.475,0.268;1.584,2.149,0.360;17.745,3.272,1.071;7.513,18.294,1.337;10.634,9.555,0.898;16.297,11.772,2.152;11.408,5.229,0.686;2.258,3.545,0.490;5.065,17.227,1.049;15.754,14.145,0.614;0.244,7.064,0.231;17.508,16.375,0.256;6.485,17.537,0.219;12.880,0.984,1.008;12.894,6.641,0.920;3.403,14.206,0.314;1.963,14.471,1.241;0.362,3.570,0.204;9.907,18.564,0.645;2.557,2.809,0.833;11.462,0.868,0.394;7.894,14.400,1.283;7.089,16.239,0.317;18.337,6.327,0.999;4.376,0.708,0.285;2.865,17.840,0.274;9.286,0.435,0.412;10.250,2.141,1.134;12.978,1.269,1.188;11.801,5.361,0.402;2.622,11.543,0.307;7.811,19.485,0.759;12.286,10.461,0.344;11.216,9.343,0.981;5.008,15.485,1.567;13.015,11.211,0.252;2.511,1.280,0.423;12.032,7.504,1.561;4.743,0.706,0.263;9.347,4.711,0.940;8.523,6.027,0.370;16.785,13.662,1.556;3.618,18.734,2.461"
4,drone_2,15.5707,19.4797,6.5138,7.6749,"16.890,6.888,0.338;13.313,12.204,0.378;14.150,10.848,0.725;16.151,0.954,0.225;2.316,7.122,1.989;5.116,9.922,0.422;11.436,11.219,0.942;2.168,12.898,0.204;13.366,3.263,0.297;0.778,13.400,0.932;19.480,14.211,0.299;10.753,1.400,0.960;10.761,10.403,0.423;0.815,12.132,1.551;8.838,6.629,0.294;6.066,13.005,0.845;4.099,18.565,1.331;19.443,7.474,0.327;4.650,13.466,0.330;17.691,8.246,0.637;5.113,11.014,0.423;13.845,11.650,1.014;2.637,3.906,0.389;4.334,9.797,0.645;9.701,7.761,0.742;8.121,3.821,0.848;10.982,9.224,0.418;13.046,1.731,0.250;8.609,18.425,0.487;3.770,4.433,0.900;18.615,4.900,0.213;16.748,11.379,2.183;7.305,1.221,1.353;13.714,2.248,0.278;4.043,8.055,0.452;15.173,13.475,0.268;1.584,2.149,0.360;17.745,3.272,1.071;7.513,18.294,1.337;10.634,9.555,0.898;16.297,11.772,2.152;11.408,5.229,0.686;2.258,3.545,0.490;5.065,17.227,1.049;15.754,14.145,0.614;0.244,7.064,0.231;17.508,16.375,0.256;6.485,17.537,0.219;12.880,0.984,1.008;12.894,6.641,0.920;3.403,14.206,0.314;1.963,14.471,1.241;0.362,3.570,0.204;9.907,18.564,0.645;2.557,2.809,0.833;11.462,0.868,0.394;7.894,14.400,1.283;7.089,16.239,0.317;18.337,6.327,0.999;4.376,0.708,0.285;2.865,17.840,0.274;9.286,0.435,0.412;10.250,2.141,1.134;12.978,1.269,1.188;11.801,5.361,0.402;2.622,11.543,0.307;7.811,19.485,0.759;12.286,10.461,0.344;11.216,9.343,0.981;5.008,15.485,1.567;13.015,11.211,0.252;2.511,1.280,0.423;12.032,7.504,1.561;4.743,0.706,0.263;9.347,4.711,0.940;8.523,6.027,0.370;16.785,13.662,1.556;3.618,18.734,2.461"
4,drone_3,14.3050,17.7946,6.5138,7.6749,"16.890,6.888,0.338;13.313,12.204,0.378;14.150,10.848,0.725;16.151,0.954,0.225;2.316,7.122,1.989;5.116,9.922,0.422;11.436,11.219,0.942;2.168,12.898,0.204;13.366,3.263,0.297;0.778,13.400,0.932;19.480,14.211,0.299;10.753,1.400,0.960;10.761,10.403,0.423;0.815,12.132,1.551;8.838,6.629,0.294;6.066,13.005,0.845;4.099,18.565,1.331;19.443,7.474,0.327;4.650,13.466,0.330;17.691,8.246,0.637;5.113,11.014,0.423;13.845,11.650,1.014;2.637,3.906,0.389;4.334,9.797,0.645;9.701,7.761,0.742;8.121,3.821,0.848;10.982,9.224,0.418;13.046,1.731,0.250;8.609,18.425,0.487;3.770,4.433,0.900;18.615,4.900,0.213;16.748,11.379,2.183;7.305,1.221,1.353;13.714,2.248,0.278;4.043,8.055,0.452;15.173,13.475,0.268;1.584,2.149,0.360;17.745,3.272,1.071;7.513,18.294,1.337;10.634,9.555,0.898;16.297,11.772,2.152;11.408,5.229,0.686;2.258,3.545,0.490;5.065,17.227,1.049;15.754,14.145,0.614;0.244,7.064,0.231;17.508,16.375,0.256;6.485,17.537,0.219;12.880,0.984,1.008;12.894,6.641,0.920;3.403,14.206,0.314;1.963,14.471,1.241;0.362,3.570,0.204;9.907,18.564,0.645;2.557,2.809,0.833;11.462,0.868,0.394;7.894,14.400,1.283;7.089,16.239,0.317;18.337,6.327,0.999;4.376,0.708,0.285;2.865,17.840,0.274;9.286,0.435,0.412;10.250,2.141,1.134;12.978,1.269,1.188;11.801,5.361,0.402;2.622,11.543,0.307;7.811,19.485,0.759;12.286,10.461,0.344;11.216,9.343,0.981;5.008,15.485,1.567;13.015,11.211,0.252;2.511,1.280,0.423;12.032,7.504,1.561;4.743,0.706,0.263;9.347,4.711,0.940;8.523,6.027,0.370;16.785,13.662,1.556;3.618,18.734,2.461"
4,drone_4,14.1340,18.6770,6.5138,7.6749,"16.890,6.888,0.338;13.313,12.204,0.378;14.150,10.848,0.725;16.151,0.954,0.225;2.316,7.122,1.989;5.116,9.922,0.422;11.436,11.219,0.942;2.168,12.898,0.204;13.366,3.263,0.297;0.778,13.400,0.932;19.480,14.211,0.299;10.753,1.400,0.960;10.761,10.403,0.423;0.815,12.132,1.551;8.838,6.629,0.294;6.066,13.005,0.845;4.099,18.565,1.331;19.443,7.474,0.327;4.650,13.466,0.330;17.691,8.246,0.637;5.113,11.014,0.423;13.845,11.650,1.014;2.637,3.906,0.389;4.334,9.797,0.645;9.701,7.761,0.742;8.121,3.821,0.848;10.982,9.224,0.418;13.046,1.731,0.250;8.609,18.425,0.487;3.770,4.433,0.900;18.615,4.900,0.213;16.748,11.379,2.183;7.305,1.221,1.353;13.714,2.248,0.278;4.043,8.055,0.452;15.173,13.475,0.268;1.584,2.149,0.360;17.745,3.272,1.071;7.513,18.294,1.337;10.634,9.555,0.898;16.297,11.772,2.152;11.408,5.229,0.686;2.258,3.545,0.490;5.065,17.227,1.049;15.754,14.145,0.614;0.244,7.064,0.231;17.508,16.375,0.256;6.485,17.537,0.219;12.880,0.984,1.008;12.894,6.641,0.920;3.403,14.206,0.314;1.963,14.471,1.241;0.362,3.570,0.204;9.907,18.564,0.645;2.557,2.809,0.833;11.462,0.868,0.394;7.894,14.400,1.283;7.089,16.239,0.317;18.337,6.327,0.999;4.376,0.708,0.285;2.865,17.840,0.274;9.286,0.435,0.412;10.250,2.141,1.134;12.978,1.269,1.188;11.801,5.361,0.402;2.622,11.543,0.307;7.811,19.485,0.759;12.286,10.461,0.344;11.216,9.343,0.981;5.008,15.485,1.567;13.015,11.211,0.252;2.511,1.280,0.423;12.032,7.504,1.561;4.743,0.706,0.263;9.347,4.711,0.940;8.523,6.027,0.370;16.785,13.662,1.556;3.618,18.734,2.461"
4,drone_5,13.2118,18.0796,6.5138,7.6749,"16.890,6.888,0.338;13.313,12.204,0.378;14.150,10.848,0.725;16.151,0.954,0.225;2.316,7.122,1.989;5.116,9.922,0.422;11.436,11.219,0.942;2.168,12.898,0.204;13.366,3.263,0.297;0.778,13.400,0.932;19.480,14.211,0.299;10.753,1.400,0.960;10.761,10.403,0.423;0.815,12.132,1.551;8.838,6.629,0.294;6.066,13.005,0.845;4.099,18.565,1.331;19.443,7.474,0.327;4.650,13.466,0.330;17.691,8.246,0.637;5.113,11.014,0.423;13.845,11.650,1.014;2.637,3.906,0.389;4.334,9.797,0.645;9.701,7.761,0.742;8.121,3.821,0.848;10.982,9.224,0.418;13.046,1.731,0.250;8.609,18.425,0.487;3.770,4.433,0.900;18.615,4.900,0.213;16.748,11.379,2.183;7.305,1.221,1.353;13.714,2.248,0.278;4.043,8.055,0.452;15.173,13.475,0.268;1.584,2.149,0.360;17.745,3.272,1.071;7.513,18.294,1.337;10.634,9.555,0.898;16.297,11.772,2.152;11.408,5.229,0.686;2.258,3.545,0.490;5.065,17.227,1.049;15.754,14.145,0.614;0.244,7.064,0.231;17.508,16.375,0.256;6.485,17.537,0.219;12.880,0.984,1.008;12.894,6.641,0.920;3.403,14.206,0.314;1.963,14.471,1.241;0.362,3.570,0.204;9.907,18.564,0.645;2.557,2.809,0.833;11.462,0.868,0.394;7.894,14.400,1.283;7.089,16.239,0.317;18.337,6.327,0.999;4.376,0.708,0.285;2.865,17.840,0.274;9.286,0.435,0.412;10.250,2.141,1.134;12.978,1.269,1.188;11.801,5.361,0.402;2.622,11.543,0.307;7.811,19.485,0.759;12.286,10.461,0.344;11.216,9.343,0.981;5.008,15.485,1.567;13.015,11.211,0.252;2.511,1.280,0.423;12.032,7.504,1.561;4.743,0.706,0.263;9.347,4.711,0.940;8.523,6.027,0.370;16.785,13.662,1.556;3.618,18.734,2.461"
4,drone_6,14.3321,16.6422,6.5138,7.6749,"16.890,6.888,0.338;13.313,12.204,0.378;14.150,10.848,0.725;16.151,0.954,0.225;2.316,7.122,1.989;5.116,9.922,0.422;11.436,11.219,0.942;2.168,12.898,0.204;13.366,3.263,0.297;0.778,13.400,0.932;19.480,14.211,0.299;10.753,1.400,0.960;10.761,10.403,0.423;0.815,12.132,1.551;8.838,6.629,0.294;6.066,13.005,0.845;4.099,18.565,1.331;19.443,7.474,0.327;4.650,13.466,0.330;17.691,8.246,0.637;5.113,11.014,0.423;13.845,11.650,1.014;2.637,3.906,0.389;4.334,9.797,0.645;9.701,7.761,0.742;8.121,3.821,0.848;10.982,9.224,0.418;13.046,1.731,0.250;8.609,18.425,0.487;3.770,4.433,0.900;18.615,4.900,0.213;16.748,11.379,2.183;7.305,1.221,1.353;13.714,2.248,0.278;4.043,8.055,0.452;15.173,13.475,0.268;1.584,2.149,0.360;17.745,3.272,1.071;7.513,18.294,1.337;10.634,9.555,0.898;16.297,11.772,2.152;11.408,5.229,0.686;2.258,3.545,0.490;5.065,17.227,1.049;15.754,14.145,0.614;0.244,7.064,0.231;17.508,16.375,0.256;6.485,17.537,0.219;12.880,0.984,1.008;12.894,6.641,0.920;3.403,14.206,0.314;1.963,14.471,1.241;0.362,3.570,0.204;9.907,18.564,0.645;2.557,2.809,0.833;11.462,0.868,0.394;7.894,14.400,1.283;7.089,16.239,0.317;18.337,6.327,0.999;4.376,0.708,0.285;2.865,17.840,0.274;9.286,0.435,0.412;10.250,2.141,1.134;12.978,1.269,1.188;11.801,5.361,0.402;2.622,11.543,0.307;7.811,19.485,0.759;12.286,10.461,0.344;11.216,9.343,0.981;5.008,15.485,1.567;13.015,11.211,0.252;2.511,1.280,0.423;12.032,7.504,1.561;4.743,0.706,0.263;9.347,4.711,0.940;8.523,6.027,0.370;16.785,13.662,1.556;3.618,18.734,2.461"
