Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
8,drone_4,5.9191,16.4608,17.0000,17.0000,"17.647,7.676,0.976;16.256,9.269,0.948;13.142,10.396,0.289;11.660,11.222,0.389;16.393,9.166,1.757;10.247,6.579,0.304;13.375,3.239,0.354;19.050,13.266,0.379;6.080,7.330,0.360;11.601,7.251,1.558;14.442,11.052,0.847;12.943,15.102,0.467;12.834,18.020,0.332;5.045,13.022,0.789;11.901,7.047,1.521;18.383,14.387,0.474;19.285,19.309,1.117;17.822,10.524,1.062;18.904,6.545,0.412;19.492,8.915,0.936;15.718,10.049,1.359;9.609,15.926,0.385;7.484,2.650,0.706;11.603,5.668,0.427;0.661,9.231,0.470;4.400,19.355,0.282;9.435,17.018,1.504;3.155,7.580,2.058;10.325,5.626,1.270;0.984,16.103,0.817;18.936,2.440,0.670;10.377,3.594,0.366;12.575,15.551,0.334;10.745,8.961,0.225;15.493,12.413,0.316;11.461,14.431,1.119;1.295,10.203,0.397;10.449,7.525,1.139;14.331,11.924,2.484;1.294,17.018,0.670;17.314,13.711,0.323;6.092,12.205,0.603;16.354,0.584,0.438;15.994,7.874,1.101;16.984,12.488,1.258;19.507,17.972,0.344;3.468,14.580,0.221;19.294,11.624,1.229;8.905,3.346,1.044;12.709,18.260,1.316;12.397,14.373,1.062;14.317,13.506,1.334;5.009,19.366,0.221;11.302,19.807,0.379;11.053,10.754,0.488;7.239,4.665,1.531;5.894,19.379,0.463;6.371,4.278,0.967;2.045,18.306,0.730;9.742,18.039,1.556;1.808,18.795,1.276;10.494,0.557,0.256;18.946,11.401,1.283;18.164,9.679,1.203;11.960,9.998,0.477;9.219,0.644,0.417;0.389,15.890,0.391;17.910,13.820,0.423;9.088,8.124,0.953;19.321,0.741,0.406;6.105,12.383,1.005;0.657,5.342,0.917;10.489,9.028,0.826;4.924,12.526,0.493;2.713,6.308,1.247"
8,drone_5,17.0506,6.1506,17.0000,17.0000,"17.647,7.676,0.976;16.256,9.269,0.948;13.142,10.396,0.289;11.660,11.222,0.389;16.393,9.166,1.757;10.247,6.579,0.304;13.375,3.239,0.354;19.050,13.266,0.379;6.080,7.330,0.360;11.601,7.251,1.558;14.442,11.052,0.847;12.943,15.102,0.467;12.834,18.020,0.332;5.045,13.022,0.789;11.901,7.047,1.521;18.383,14.387,0.474;19.285,19.309,1.117;17.822,10.524,1.062;18.904,6.545,0.412;19.492,8.915,0.936;15.718,10.049,1.359;9.609,15.926,0.385;7.484,2.650,0.706;11.603,5.668,0.427;0.661,9.231,0.470;4.400,19.355,0.282;9.435,17.018,1.504;3.155,7.580,2.058;10.325,5.626,1.270;0.984,16.103,0.817;18.936,2.440,0.670;10.377,3.594,0.366;12.575,15.551,0.334;10.745,8.961,0.225;15.493,12.413,0.316;11.461,14.431,1.119;1.295,10.203,0.397;10.449,7.525,1.139;14.331,11.924,2.484;1.294,17.018,0.670;17.314,13.711,0.323;6.092,12.205,0.603;16.354,0.584,0.438;15.994,7.874,1.101;16.984,12.488,1.258;19.507,17.972,0.344;3.468,14.580,0.221;19.294,11.624,1.229;8.905,3.346,1.044;12.709,18.260,1.316;12.397,14.373,1.062;14.317,13.506,1.334;5.009,19.366,0.221;11.302,19.807,0.379;11.053,10.754,0.488;7.239,4.665,1.531;5.894,19.379,0.463;6.371,4.278,0.967;2.045,18.306,0.730;9.742,18.039,1.556;1.808,18.795,1.276;10.494,0.557,0.256;18.946,11.401,1.283;18.164,9.679,1.203;11.960,9.998,0.477;9.219,0.644,0.417;0.389,15.890,0.391;17.910,13.820,0.423;9.088,8.124,0.953;19.321,0.741,0.406;6.105,12.383,1.005;0.657,5.342,0.917;10.489,9.028,0.826;4.924,12.526,0.493;2.713,6.308,1.247"
8,drone_6,17.5027,4.9975,17.0000,17.0000,"17.647,7.676,0.976;16.256,9.269,0.948;13.142,10.396,0.289;11.660,11.222,0.389;16.393,9.166,1.757;10.247,6.579,0.304;13.375,3.239,0.354;19.050,13.266,0.379;6.080,7.330,0.360;11.601,7.251,1.558;14.442,11.052,0.847;12.943,15.102,0.467;12.834,18.020,0.332;5.045,13.022,0.789;11.901,7.047,1.521;18.383,14.387,0.474;19.285,19.309,1.117;17.822,10.524,1.062;18.904,6.545,0.412;19.492,8.915,0.936;15.718,10.049,1.359;9.609,15.926,0.385;7.484,2.650,0.706;11.603,5.668,0.427;0.661,9.231,0.470;4.400,19.355,0.282;9.435,17.018,1.504;3.155,7.580,2.058;10.325,5.626,1.270;0.984,16.103,0.817;18.936,2.440,0.670;10.377,3.594,0.366;12.575,15.551,0.334;10.745,8.961,0.225;15.493,12.413,0.316;11.461,14.431,1.119;1.295,10.203,0.397;10.449,7.525,1.139;14.331,11.924,2.484;1.294,17.018,0.670;17.314,13.711,0.323;6.092,12.205,0.603;16.354,0.584,0.438;15.994,7.874,1.101;16.984,12.488,1.258;19.507,17.972,0.344;3.468,14.580,0.221;19.294,11.624,1.229;8.905,3.346,1.044;12.709,18.260,1.316;12.397,14.373,1.062;14.317,13.506,1.334;5.009,19.366,0.221;11.302,19.807,0.379;11.053,10.754,0.488;7.239,4.665,1.531;5.894,19.379,0.463;6.371,4.278,0.967;2.045,18.306,0.730;9.742,18.039,1.556;1.808,18.795,1.276;10.494,0.557,0.256;18.946,11.401,1.283;18.164,9.679,1.203;11.960,9.998,0.477;9.219,0.644,0.417;0.389,15.890,0.391;17.910,13.820,0.423;9.088,8.124,0.953;19.321,0.741,0.406;6.105,12.383,1.005;0.657,5.342,0.917;10.489,9.028,0.826;4.924,12.526,0.493;2.713,6.308,1.247"
8,drone_7,3.0542,3.2745,17.0000,17.0000,"17.647,7.676,0.976;16.256,9.269,0.948;13.142,10.396,0.289;11.660,11.222,0.389;16.393,9.166,1.757;10.247,6.579,0.304;13.375,3.239,0.354;19.050,13.266,0.379;6.080,7.330,0.360;11.601,7.251,1.558;14.442,11.052,0.847;12.943,15.102,0.467;12.834,18.020,0.332;5.045,13.022,0.789;11.901,7.047,1.521;18.383,14.387,0.474;19.285,19.309,1.117;17.822,10.524,1.062;18.904,6.545,0.412;19.492,8.915,0.936;15.718,10.049,1.359;9.609,15.926,0.385;7.484,2.650,0.706;11.603,5.668,0.427;0.661,9.231,0.470;4.400,19.355,0.282;9.435,17.018,1.504;3.155,7.580,2.058;10.325,5.626,1.270;0.984,16.103,0.817;18.936,2.440,0.670;10.377,3.594,0.366;12.575,15.551,0.334;10.745,8.961,0.225;15.493,12.413,0.316;11.461,14.431,1.119;1.295,10.203,0.397;10.449,7.525,1.139;14.331,11.924,2.484;1.294,17.018,0.670;17.314,13.711,0.323;6.092,12.205,0.603;16.354,0.584,0.438;15.994,7.874,1.101;16.984,12.488,1.258;19.507,17.972,0.344;3.468,14.580,0.221;19.294,11.624,1.229;8.905,3.346,1.044;12.709,18.260,1.316;12.397,14.373,1.062;14.317,13.506,1.334;5.009,19.366,0.221;11.302,19.807,0.379;11.053,10.754,0.488;7.239,4.665,1.531;5.894,19.379,0.463;6.371,4.278,0.967;2.045,18.306,0.730;9.742,18.039,1.556;1.808,18.795,1.276;10.494,0.557,0.256;18.946,11.401,1.283;18.164,9.679,1.203;11.960,9.998,0.477;9.219,0.644,0.417;0.389,15.890,0.391;17.910,13.820,0.423;9.088,8.124,0.953;19.321,0.741,0.406;6.105,12.383,1.005;0.657,5.342,0.917;10.489,9.028,0.826;4.924,12.526,0.493;2.713,6.308,1.247"
8,drone_8,13.1657,2.5654,17.0000,17.0000,"17.647,7.676,0.976;16.256,9.269,0.948;13.142,10.396,0.289;11.660,11.222,0.389;16.393,9.166,1.757;10.247,6.579,0.304;13.375,3.239,0.354;19.050,13.266,0.379;6.080,7.330,0.360;11.601,7.251,1.558;14.442,11.052,0.847;12.943,15.102,0.467;12.834,18.020,0.332;5.045,13.022,0.789;11.901,7.047,1.521;18.383,14.387,0.474;19.285,19.309,1.117;17.822,10.524,1.062;18.904,6.545,0.412;19.492,8.915,0.936;15.718,10.049,1.359;9.609,15.926,0.385;7.484,2.650,0.706;11.603,5.668,0.427;0.661,9.231,0.470;4.400,19.355,0.282;9.435,17.018,1.504;3.155,7.580,2.058;10.325,5.626,1.270;0.984,16.103,0.817;18.936,2.440,0.670;10.377,3.594,0.366;12.575,15.551,0.334;10.745,8.961,0.225;15.493,12.413,0.316;11.461,14.431,1.119;1.295,10.203,0.397;10.449,7.525,1.139;14.331,11.924,2.484;1.294,17.018,0.670;17.314,13.711,0.323;6.092,12.205,0.603;16.354,0.584,0.438;15.994,7.874,1.101;16.984,12.488,1.258;19.507,17.972,0.344;3.468,14.580,0.221;19.294,11.624,1.229;8.905,3.346,1.044;12.709,18.260,1.316;12.397,14.373,1.062;14.317,13.506,1.334;5.009,19.366,0.221;11.302,19.807,0.379;11.053,10.754,0.488;7.239,4.665,1.531;5.894,19.379,0.463;6.371,4.278,0.967;2.045,18.306,0.730;9.742,18.039,1.556;1.808,18.795,1.276;10.494,0.557,0.256;18.946,11.401,1.283;18.164,9.679,1.203;11.960,9.998,0.477;9.219,0.644,0.417;0.389,15.890,0.391;17.910,13.820,0.423;9.088,8.124,0.953;19.321,0.741,0.406;6.105,12.383,1.005;0.657,5.342,0.917;10.489,9.028,0.826;4.924,12.526,0.493;2.713,6.308,1.247"
8,drone_9,5.7415,2.4730,17.0000,17.0000,"17.647,7.676,0.976;16.256,9.269,0.948;13.142,10.396,0.289;11.660,11.222,0.389;16.393,9.166,1.757;10.247,6.579,0.304;13.375,3.239,0.354;19.050,13.266,0.379;6.080,7.330,0.360;11.601,7.251,1.558;14.442,11.052,0.847;12.943,15.102,0.467;12.834,18.020,0.332;5.045,13.022,0.789;11.901,7.047,1.521;18.383,14.387,0.474;19.285,19.309,1.117;17.822,10.524,1.062;18.904,6.545,0.412;19.492,8.915,0.936;15.718,10.049,1.359;9.609,15.926,0.385;7.484,2.650,0.706;11.603,5.668,0.427;0.661,9.231,0.470;4.400,19.355,0.282;9.435,17.018,1.504;3.155,7.580,2.058;10.325,5.626,1.270;0.984,16.103,0.817;18.936,2.440,0.670;10.377,3.594,0.366;12.575,15.551,0.334;10.745,8.961,0.225;15.493,12.413,0.316;11.461,14.431,1.119;1.295,10.203,0.397;10.449,7.525,1.139;14.331,11.924,2.484;1.294,17.018,0.670;17.314,13.711,0.323;6.092,12.205,0.603;16.354,0.584,0.438;15.994,7.874,1.101;16.984,12.488,1.258;19.507,17.972,0.344;3.468,14.580,0.221;19.294,11.624,1.229;8.905,3.346,1.044;12.709,18.260,1.316;12.397,14.373,1.062;14.317,13.506,1.334;5.009,19.366,0.221;11.302,19.807,0.379;11.053,10.754,0.488;7.239,4.665,1.531;5.894,19.379,0.463;6.371,4.278,0.967;2.045,18.306,0.730;9.742,18.039,1.556;1.808,18.795,1.276;10.494,0.557,0.256;18.946,11.401,1.283;18.164,9.679,1.203;11.960,9.998,0.477;9.219,0.644,0.417;0.389,15.890,0.391;17.910,13.820,0.423;9.088,8.124,0.953;19.321,0.741,0.406;6.105,12.383,1.005;0.657,5.342,0.917;10.489,9.028,0.826;4.924,12.526,0.493;2.713,6.308,1.247"
9,drone_0,4.5835,11.7791,17.0000,17.0000,"17.647,7.676,0.976;16.256,9.269,0.948;13.142,10.396,0.289;11.660,11.222,0.389;16.393,9.166,1.757;10.247,6.579,0.304;13.375,3.239,0.354;19.050,13.266,0.379;6.080,7.330,0.360;11.601,7.251,1.558;14.442,11.052,0.847;12.943,15.102,0.467;12.834,18.020,0.332;5.045,13.022,0.789;11.901,7.047,1.521;18.383,14.387,0.474;19.285,19.309,1.117;17.822,10.524,1.062;18.904,6.545,0.412;19.492,8.915,0.936;15.718,10.049,1.359;9.609,15.926,0.385;7.484,2.650,0.706;11.603,5.668,0.427;0.661,9.231,0.470;4.400,19.355,0.282;9.435,17.018,1.504;3.155,7.580,2.058;10.325,5.626,1.270;0.984,16.103,0.817;18.936,2.440,0.670;10.377,3.594,0.366;12.575,15.551,0.334;10.745,8.961,0.225;15.493,12.413,0.316;11.461,14.431,1.119;1.295,10.203,0.397;10.449,7.525,1.139;14.331,11.924,2.484;1.294,17.018,0.670;17.314,13.711,0.323;6.092,12.205,0.603;16.354,0.584,0.438;15.994,7.874,1.101;16.984,12.488,1.258;19.507,17.972,0.344;3.468,14.580,0.221;19.294,11.624,1.229;8.905,3.346,1.044;12.709,18.260,1.316;12.397,14.373,1.062;14.317,13.506,1.334;5.009,19.366,0.221;11.302,19.807,0.379;11.053,10.754,0.488;7.239,4.665,1.531;5.894,19.379,0.463;6.371,4.278,0.967;2.045,18.306,0.730;9.742,18.039,1.556;1.808,18.795,1.276;10.494,0.557,0.256;18.946,11.401,1.283;18.164,9.679,1.203;11.960,9.998,0.477;9.219,0.644,0.417;0.389,15.890,0.391;17.910,13.820,0.423;9.088,8.124,0.953;19.321,0.741,0.406;6.105,12.383,1.005;0.657,5.342,0.917;10.489,9.028,0.826;4.924,12.526,0.493;2.713,6.308,1.247"
9,drone_1,10.6721,13.1125,17.0000,17.0000,"17.647,7.676,0.976;16.256,9.269,0.948;13.142,10.396,0.289;11.660,11.222,0.389;16.393,9.166,1.757;10.247,6.579,0.304;13.375,3.239,0.354;19.050,13.266,0.379;6.080,7.330,0.360;11.601,7.251,1.558;14.442,11.052,0.847;12.943,15.102,0.467;12.834,18.020,0.332;5.045,13.022,0.789;11.901,7.047,1.521;18.383,14.387,0.474;19.285,19.309,1.117;17.822,10.524,1.062;18.904,6.545,0.412;19.492,8.915,0.936;15.718,10.049,1.359;9.609,15.926,0.385;7.484,2.650,0.706;11.603,5.668,0.427;0.661,9.231,0.470;4.400,19.355,0.282;9.435,17.018,1.504;3.155,7.580,2.058;10.325,5.626,1.270;0.984,16.103,0.817;18.936,2.440,0.670;10.377,3.594,0.366;12.575,15.551,0.334;10.745,8.961,0.225;15.493,12.413,0.316;11.461,14.431,1.119;1.295,10.203,0.397;10.449,7.525,1.139;14.331,11.924,2.484;1.294,17.018,0.670;17.314,13.711,0.323;6.092,12.205,0.603;16.354,0.584,0.438;15.994,7.874,1.101;16.984,12.488,1.258;19.507,17.972,0.344;3.468,14.580,0.221;19.294,11.624,1.229;8.905,3.346,1.044;12.709,18.260,1.316;12.397,14.373,1.062;14.317,13.506,1.334;5.009,19.366,0.221;11.302,19.807,0.379;11.053,10.754,0.488;7.239,4.665,1.531;5.894,19.379,0.463;6.371,4.278,0.967;2.045,18.306,0.730;9.742,18.039,1.556;1.808,18.795,1.276;10.494,0.557,0.256;18.946,11.401,1.283;18.164,9.679,1.203;11.960,9.998,0.477;9.219,0.644,0.417;0.389,15.890,0.391;17.910,13.820,0.423;9.088,8.124,0.953;19.321,0.741,0.406;6.105,12.383,1.005;0.657,5.342,0.917;10.489,9.028,0.826;4.924,12.526,0.493;2.713,6.308,1.247"
9,drone_2,5.0928,4.6793,17.0000,17.0000,"17.647,7.676,0.976;16.256,9.269,0.948;13.142,10.396,0.289;11.660,11.222,0.389;16.393,9.166,1.757;10.247,6.579,0.304;13.375,3.239,0.354;19.050,13.266,0.379;6.080,7.330,0.360;11.601,7.251,1.558;14.442,11.052,0.847;12.943,15.102,0.467;12.834,18.020,0.332;5.045,13.022,0.789;11.901,7.047,1.521;18.383,14.387,0.474;19.285,19.309,1.117;17.822,10.524,1.062;18.904,6.545,0.412;19.492,8.915,0.936;15.718,10.049,1.359;9.609,15.926,0.385;7.484,2.650,0.706;11.603,5.668,0.427;0.661,9.231,0.470;4.400,19.355,0.282;9.435,17.018,1.504;3.155,7.580,2.058;10.325,5.626,1.270;0.984,16.103,0.817;18.936,2.440,0.670;10.377,3.594,0.366;12.575,15.551,0.334;10.745,8.961,0.225;15.493,12.413,0.316;11.461,14.431,1.119;1.295,10.203,0.397;10.449,7.525,1.139;14.331,11.924,2.484;1.294,17.018,0.670;17.314,13.711,0.323;6.092,12.205,0.603;16.354,0.584,0.438;15.994,7.874,1.101;16.984,12.488,1.258;19.507,17.972,0.344;3.468,14.580,0.221;19.294,11.624,1.229;8.905,3.346,1.044;12.709,18.260,1.316;12.397,14.373,1.062;14.317,13.506,1.334;5.009,19.366,0.221;11.302,19.807,0.379;11.053,10.754,0.488;7.239,4.665,1.531;5.894,19.379,0.463;6.371,4.278,0.967;2.045,18.306,0.730;9.742,18.039,1.556;1.808,18.795,1.276;10.494,0.557,0.256;18.946,11.401,1.283;18.164,9.679,1.203;11.960,9.998,0.477;9.219,0.644,0.417;0.389,15.890,0.391;17.910,13.820,0.423;9.088,8.124,0.953;19.321,0.741,0.406;6.105,12.383,1.005;0.657,5.342,0.917;10.489,9.028,0.826;4.924,12.526,0.493;2.713,6.308,1.247"
9,drone_3,8.0294,10.4629,17.0000,17.0000,"17.647,7.676,0.976;16.256,9.269,0.948;13.142,10.396,0.289;11.660,11.222,0.389;16.393,9.166,1.757;10.247,6.579,0.304;13.375,3.239,0.354;19.050,13.266,0.379;6.080,7.330,0.360;11.601,7.251,1.558;14.442,11.052,0.847;12.943,15.102,0.467;12.834,18.020,0.332;5.045,13.022,0.789;11.901,7.047,1.521;18.383,14.387,0.474;19.285,19.309,1.117;17.822,10.524,1.062;18.904,6.545,0.412;19.492,8.915,0.936;15.718,10.049,1.359;9.609,15.926,0.385;7.484,2.650,0.706;11.603,5.668,0.427;0.661,9.231,0.470;4.400,19.355,0.282;9.435,17.018,1.504;3.155,7.580,2.058;10.325,5.626,1.270;0.984,16.103,0.817;18.936,2.440,0.670;10.377,3.594,0.366;12.575,15.551,0.334;10.745,8.961,0.225;15.493,12.413,0.316;11.461,14.431,1.119;1.295,10.203,0.397;10.449,7.525,1.139;14.331,11.924,2.484;1.294,17.018,0.670;17.314,13.711,0.323;6.092,12.205,0.603;16.354,0.584,0.438;15.994,7.874,1.101;16.984,12.488,1.258;19.507,17.972,0.344;3.468,14.580,0.221;19.294,11.624,1.229;8.905,3.346,1.044;12.709,18.260,1.316;12.397,14.373,1.062;14.317,13.506,1.334;5.009,19.366,0.221;11.302,19.807,0.379;11.053,10.754,0.488;7.239,4.665,1.531;5.894,19.379,0.463;6.371,4.278,0.967;2.045,18.306,0.730;9.742,18.039,1.556;1.808,18.795,1.276;10.494,0.557,0.256;18.946,11.401,1.283;18.164,9.679,1.203;11.960,9.998,0.477;9.219,0.644,0.417;0.389,15.890,0.391;17.910,13.820,0.423;9.088,8.124,0.953;19.321,0.741,0.406;6.105,12.383,1.005;0.657,5.342,0.917;10.489,9.028,0.826;4.924,12.526,0.493;2.713,6.308,1.247"
9,drone_4,6.1090,16.3982,17.0000,17.0000,"17.647,7.676,0.976;16.256,9.269,0.948;13.142,10.396,0.289;11.660,11.222,0.389;16.393,9.166,1.757;10.247,6.579,0.304;13.375,3.239,0.354;19.050,13.266,0.379;6.080,7.330,0.360;11.601,7.251,1.558;14.442,11.052,0.847;12.943,15.102,0.467;12.834,18.020,0.332;5.045,13.022,0.789;11.901,7.047,1.521;18.383,14.387,0.474;19.285,19.309,1.117;17.822,10.524,1.062;18.904,6.545,0.412;19.492,8.915,0.936;15.718,10.049,1.359;9.609,15.926,0.385;7.484,2.650,0.706;11.603,5.668,0.427;0.661,9.231,0.470;4.400,19.355,0.282;9.435,17.018,1.504;3.155,7.580,2.058;10.325,5.626,1.270;0.984,16.103,0.817;18.936,2.440,0.670;10.377,3.594,0.366;12.575,15.551,0.334;10.745,8.961,0.225;15.493,12.413,0.316;11.461,14.431,1.119;1.295,10.203,0.397;10.449,7.525,1.139;14.331,11.924,2.484;1.294,17.018,0.670;17.314,13.711,0.323;6.092,12.205,0.603;16.354,0.584,0.438;15.994,7.874,1.101;16.984,12.488,1.258;19.507,17.972,0.344;3.468,14.580,0.221;19.294,11.624,1.229;8.905,3.346,1.044;12.709,18.260,1.316;12.397,14.373,1.062;14.317,13.506,1.334;5.009,19.366,0.221;11.302,19.807,0.379;11.053,10.754,0.488;7.239,4.665,1.531;5.894,19.379,0.463;6.371,4.278,0.967;2.045,18.306,0.730;9.742,18.039,1.556;1.808,18.795,1.276;10.494,0.557,0.256;18.946,11.401,1.283;18.164,9.679,1.203;11.960,9.998,0.477;9.219,0.644,0.417;0.389,15.890,0.391;17.910,13.820,0.423;9.088,8.124,0.953;19.321,0.741,0.406;6.105,12.383,1.005;0.657,5.342,0.917;10.489,9.028,0.826;4.924,12.526,0.493;2.713,6.308,1.247"
9,drone_5,17.2127,6.2677,17.0000,17.0000,"17.647,7.676,0.976;16.256,9.269,0.948;13.142,10.396,0.289;11.660,11.222,0.389;16.393,9.166,1.757;10.247,6.579,0.304;13.375,3.239,0.354;19.050,13.266,0.379;6.080,7.330,0.360;11.601,7.251,1.558;14.442,11.052,0.847;12.943,15.102,0.467;12.834,18.020,0.332;5.045,13.022,0.789;11.901,7.047,1.521;18.383,14.387,0.474;19.285,19.309,1.117;17.822,10.524,1.062;18.904,6.545,0.412;19.492,8.915,0.936;15.718,10.049,1.359;9.609,15.926,0.385;7.484,2.650,0.706;11.603,5.668,0.427;0.661,9.231,0.470;4.400,19.355,0.282;9.435,17.018,1.504;3.155,7.580,2.058;10.325,5.626,1.270;0.984,16.103,0.817;18.936,2.440,0.670;10.377,3.594,0.366;12.575,15.551,0.334;10.745,8.961,0.225;15.493,12.413,0.316;11.461,14.431,1.119;1.295,10.203,0.397;10.449,7.525,1.139;14.331,11.924,2.484;1.294,17.018,0.670;17.314,13.711,0.323;6.092,12.205,0.603;16.354,0.584,0.438;15.994,7.874,1.101;16.984,12.488,1.258;19.507,17.972,0.344;3.468,14.580,0.221;19.294,11.624,1.229;8.905,3.346,1.044;12.709,18.260,1.316;12.397,14.373,1.062;14.317,13.506,1.334;5.009,19.366,0.221;11.302,19.807,0.379;11.053,10.754,0.488;7.239,4.665,1.531;5.894,19.379,0.463;6.371,4.278,0.967;2.045,18.306,0.730;9.742,18.039,1.556;1.808,18.795,1.276;10.494,0.557,0.256;18.946,11.401,1.283;18.164,9.679,1.203;11.960,9.998,0.477;9.219,0.644,0.417;0.389,15.890,0.391;17.910,13.820,0.423;9.088,8.124,0.953;19.321,0.741,0.406;6.105,12.383,1.005;0.657,5.342,0.917;10.489,9.028,0.826;4.924,12.526,0.493;2.713,6.308,1.247"
9,drone_6,17.5705,5.1857,17.0000,17.0000,"17.647,7.676,0.976;16.256,9.269,0.948;13.142,10.396,0.289;11.660,11.222,0.389;16.393,9.166,1.757;10.247,6.579,0.304;13.375,3.239,0.354;19.050,13.266,0.379;6.080,7.330,0.360;11.601,7.251,1.558;14.442,11.052,0.847;12.943,15.102,0.467;12.834,18.020,0.332;5.045,13.022,0.789;11.901,7.047,1.521;18.383,14.387,0.474;19.285,19.309,1.117;17.822,10.524,1.062;18.904,6.545,0.412;19.492,8.915,0.936;15.718,10.049,1.359;9.609,15.926,0.385;7.484,2.650,0.706;11.603,5.668,0.427;0.661,9.231,0.470;4.400,19.355,0.282;9.435,17.018,1.504;3.155,7.580,2.058;10.325,5.626,1.270;0.984,16.103,0.817;18.936,2.440,0.670;10.377,3.594,0.366;12.575,15.551,0.334;10.745,8.961,0.225;15.493,12.413,0.316;11.461,14.431,1.119;1.295,10.203,0.397;10.449,7.525,1.139;14.331,11.924,2.484;1.294,17.018,0.670;17.314,13.711,0.323;6.092,12.205,0.603;16.354,0.584,0.438;15.994,7.874,1.101;16.984,12.488,1.258;19.507,17.972,0.344;3.468,14.580,0.221;19.294,11.624,1.229;8.905,3.346,1.044;12.709,18.260,1.316;12.397,14.373,1.062;14.317,13.506,1.334;5.009,19.366,0.221;11.302,19.807,0.379;11.053,10.754,0.488;7.239,4.665,1.531;5.894,19.379,0.463;6.371,4.278,0.967;2.045,18.306,0.730;9.742,18.039,1.556;1.808,18.795,1.276;10.494,0.557,0.256;18.946,11.401,1.283;18.164,9.679,1.203;11.960,9.998,0.477;9.219,0.644,0.417;0.389,15.890,0.391;17.910,13.820,0.423;9.088,8.124,0.953;19.321,0.741,0.406;6.105,12.383,1.005;0.657,5.342,0.917;10.489,9.028,0.826;4.924,12.526,0.493;2.713,6.308,1.247"
9,drone_7,3.2493,3.3187,17.0000,17.0000,"17.647,7.676,0.976;16.256,9.269,0.948;13.142,10.396,0.289;11.660,11.222,0.389;16.393,9.166,1.757;10.247,6.579,0.304;13.375,3.239,0.354;19.050,13.266,0.379;6.080,7.330,0.360;11.601,7.251,1.558;14.442,11.052,0.847;12.943,15.102,0.467;12.834,18.020,0.332;5.045,13.022,0.789;11.901,7.047,1.521;18.383,14.387,0.474;19.285,19.309,1.117;17.822,10.524,1.062;18.904,6.545,0.412;19.492,8.915,0.936;15.718,10.049,1.359;9.609,15.926,0.385;7.484,2.650,0.706;11.603,5.668,0.427;0.661,9.231,0.470;4.400,19.355,0.282;9.435,17.018,1.504;3.155,7.580,2.058;10.325,5.626,1.270;0.984,16.103,0.817;18.936,2.440,0.670;10.377,3.594,0.366;12.575,15.551,0.334;10.745,8.961,0.225;15.493,12.413,0.316;11.461,14.431,1.119;1.295,10.203,0.397;10.449,7.525,1.139;14.331,11.924,2.484;1.294,17.018,0.670;17.314,13.711,0.323;6.092,12.205,0.603;16.354,0.584,0.438;15.994,7.874,1.101;16.984,12.488,1.258;19.507,17.972,0.344;3.468,14.580,0.221;19.294,11.624,1.229;8.905,3.346,1.044;12.709,18.260,1.316;12.397,14.373,1.062;14.317,13.506,1.334;5.009,19.366,0.221;11.302,19.807,0.379;11.053,10.754,0.488;7.239,4.665,1.531;5.894,19.379,0.463;6.371,4.278,0.967;2.045,18.306,0.730;9.742,18.039,1.556;1.808,18.795,1.276;10.494,0.557,0.256;18.946,11.401,1.283;18.164,9.679,1.203;11.960,9.998,0.477;9.219,0.644,0.417;0.389,15.890,0.391;17.910,13.820,0.423;9.088,8.124,0.953;19.321,0.741,0.406;6.105,12.383,1.005;0.657,5.342,0.917;10.489,9.028,0.826;4.924,12.526,0.493;2.713,6.308,1.247"
9,drone_8,13.2801,2.7294,17.0000,17.0000,"17.647,7.676,0.976;16.256,9.269,0.948;13.142,10.396,0.289;11.660,11.222,0.389;16.393,9.166,1.757;10.247,6.579,0.304;13.375,3.239,0.354;19.050,13.266,0.379;6.080,7.330,0.360;11.601,7.251,1.558;14.442,11.052,0.847;12.943,15.102,0.467;12.834,18.020,0.332;5.045,13.022,0.789;11.901,7.047,1.521;18.383,14.387,0.474;19.285,19.309,1.117;17.822,10.524,1.062;18.904,6.545,0.412;19.492,8.915,0.936;15.718,10.049,1.359;9.609,15.926,0.385;7.484,2.650,0.706;11.603,5.668,0.427;0.661,9.231,0.470;4.400,19.355,0.282;9.435,17.018,1.504;3.155,7.580,2.058;10.325,5.626,1.270;0.984,16.103,0.817;18.936,2.440,0.670;10.377,3.594,0.366;12.575,15.551,0.334;10.745,8.961,0.225;15.493,12.413,0.316;11.461,14.431,1.119;1.295,10.203,0.397;10.449,7.525,1.139;14.331,11.924,2.484;1.294,17.018,0.670;17.314,13.711,0.323;6.092,12.205,0.603;16.354,0.584,0.438;15.994,7.874,1.101;16.984,12.488,1.258;19.507,17.972,0.344;3.468,14.580,0.221;19.294,11.624,1.229;8.905,3.346,1.044;12.709,18.260,1.316;12.397,14.373,1.062;14.317,13.506,1.334;5.009,19.366,0.221;11.302,19.807,0.379;11.053,10.754,0.488;7.239,4.665,1.531;5.894,19.379,0.463;6.371,4.278,0.967;2.045,18.306,0.730;9.742,18.039,1.556;1.808,18.795,1.276;10.494,0.557,0.256;18.946,11.401,1.283;18.164,9.679,1.203;11.960,9.998,0.477;9.219,0.644,0.417;0.389,15.890,0.391;17.910,13.820,0.423;9.088,8.124,0.953;19.321,0.741,0.406;6.105,12.383,1.005;0.657,5.342,0.917;10.489,9.028,0.826;4.924,12.526,0.493;2.713,6.308,1.247"
