Step,Agent,X,Y,Goal_X,Goal_Y,Obstacles
19,drone_0,4.9644,6.0659,17.0000,17.0000,"17.680,4.569,0.489;0.537,5.494,0.764;14.324,7.514,0.876;9.409,13.899,0.296;3.291,19.446,0.297;0.219,14.483,0.304;17.408,5.643,0.761;17.299,4.560,0.602;14.728,12.922,0.699;5.972,15.434,0.476;19.679,11.787,0.639;18.459,0.510,0.975;15.792,0.362,0.621;4.189,19.691,0.334;1.272,11.705,0.352;14.178,18.723,1.179;12.633,8.591,0.627;7.479,0.824,0.325;14.350,6.446,0.456;19.546,14.688,0.401;14.567,14.185,1.100;11.909,17.974,0.402;6.327,12.732,0.491;12.859,16.510,1.185;7.462,8.937,0.439;6.247,9.052,0.217;1.662,9.854,0.739;18.632,2.260,2.208;17.025,11.057,1.773;0.796,12.890,0.389;0.724,19.605,0.260;16.285,7.630,1.032;17.406,14.480,0.313;13.464,14.955,0.746;13.314,7.913,0.695;1.271,19.322,0.477;16.635,1.805,1.530;13.271,10.191,0.285;19.143,12.149,0.362;1.470,16.375,0.239;13.140,17.700,0.740;2.335,15.355,0.464;18.038,2.617,2.151;8.839,2.274,0.208;18.980,18.710,0.206;2.831,0.532,0.361;9.168,6.439,0.305;0.946,8.306,0.772;14.378,12.252,0.263;15.160,6.894,1.059;7.936,3.221,2.264;10.931,17.091,0.324;13.593,7.966,0.694;2.899,6.448,0.397;11.561,14.038,1.018;17.258,5.515,2.387;19.351,19.461,0.234;4.261,14.441,1.358;7.929,14.271,0.228;12.677,6.030,0.458;3.033,14.699,0.604;10.737,1.079,0.946;15.530,9.643,0.333;9.629,4.673,0.800;1.717,6.195,0.488;8.484,14.454,0.713;15.091,12.254,1.281;2.599,14.134,0.355;15.181,15.522,0.308;13.385,8.708,0.340;0.383,9.548,0.355;13.950,11.810,0.498;10.005,3.156,1.101;7.347,4.632,0.939;19.695,18.049,0.331;1.322,12.760,1.091;2.923,7.590,0.630;16.792,9.305,1.629;6.546,13.914,0.288;18.777,14.280,0.427;16.860,12.253,2.354;0.426,1.191,0.221;19.432,4.688,0.482;2.662,8.336,0.933;8.522,6.950,0.490;1.291,16.100,1.301"
19,drone_1,12.2472,11.9190,17.0000,17.0000,"17.680,4.569,0.489;0.537,5.494,0.764;14.324,7.514,0.876;9.409,13.899,0.296;3.291,19.446,0.297;0.219,14.483,0.304;17.408,5.643,0.761;17.299,4.560,0.602;14.728,12.922,0.699;5.972,15.434,0.476;19.679,11.787,0.639;18.459,0.510,0.975;15.792,0.362,0.621;4.189,19.691,0.334;1.272,11.705,0.352;14.178,18.723,1.179;12.633,8.591,0.627;7.479,0.824,0.325;14.350,6.446,0.456;19.546,14.688,0.401;14.567,14.185,1.100;11.909,17.974,0.402;6.327,12.732,0.491;12.859,16.510,1.185;7.462,8.937,0.439;6.247,9.052,0.217;1.662,9.854,0.739;18.632,2.260,2.208;17.025,11.057,1.773;0.796,12.890,0.389;0.724,19.605,0.260;16.285,7.630,1.032;17.406,14.480,0.313;13.464,14.955,0.746;13.314,7.913,0.695;1.271,19.322,0.477;16.635,1.805,1.530;13.271,10.191,0.285;19.143,12.149,0.362;1.470,16.375,0.239;13.140,17.700,0.740;2.335,15.355,0.464;18.038,2.617,2.151;8.839,2.274,0.208;18.980,18.710,0.206;2.831,0.532,0.361;9.168,6.439,0.305;0.946,8.306,0.772;14.378,12.252,0.263;15.160,6.894,1.059;7.936,3.221,2.264;10.931,17.091,0.324;13.593,7.966,0.694;2.899,6.448,0.397;11.561,14.038,1.018;17.258,5.515,2.387;19.351,19.461,0.234;4.261,14.441,1.358;7.929,14.271,0.228;12.677,6.030,0.458;3.033,14.699,0.604;10.737,1.079,0.946;15.530,9.643,0.333;9.629,4.673,0.800;1.717,6.195,0.488;8.484,14.454,0.713;15.091,12.254,1.281;2.599,14.134,0.355;15.181,15.522,0.308;13.385,8.708,0.340;0.383,9.548,0.355;13.950,11.810,0.498;10.005,3.156,1.101;7.347,4.632,0.939;19.695,18.049,0.331;1.322,12.760,1.091;2.923,7.590,0.630;16.792,9.305,1.629;6.546,13.914,0.288;18.777,14.280,0.427;16.860,12.253,2.354;0.426,1.191,0.221;19.432,4.688,0.482;2.662,8.336,0.933;8.522,6.950,0.490;1.291,16.100,1.301"
19,drone_2,9.4276,16.7407,17.0000,17.0000,"17.680,4.569,0.489;0.537,5.494,0.764;14.324,7.514,0.876;9.409,13.899,0.296;3.291,19.446,0.297;0.219,14.483,0.304;17.408,5.643,0.761;17.299,4.560,0.602;14.728,12.922,0.699;5.972,15.434,0.476;19.679,11.787,0.639;18.459,0.510,0.975;15.792,0.362,0.621;4.189,19.691,0.334;1.272,11.705,0.352;14.178,18.723,1.179;12.633,8.591,0.627;7.479,0.824,0.325;14.350,6.446,0.456;19.546,14.688,0.401;14.567,14.185,1.100;11.909,17.974,0.402;6.327,12.732,0.491;12.859,16.510,1.185;7.462,8.937,0.439;6.247,9.052,0.217;1.662,9.854,0.739;18.632,2.260,2.208;17.025,11.057,1.773;0.796,12.890,0.389;0.724,19.605,0.260;16.285,7.630,1.032;17.406,14.480,0.313;13.464,14.955,0.746;13.314,7.913,0.695;1.271,19.322,0.477;16.635,1.805,1.530;13.271,10.191,0.285;19.143,12.149,0.362;1.470,16.375,0.239;13.140,17.700,0.740;2.335,15.355,0.464;18.038,2.617,2.151;8.839,2.274,0.208;18.980,18.710,0.206;2.831,0.532,0.361;9.168,6.439,0.305;0.946,8.306,0.772;14.378,12.252,0.263;15.160,6.894,1.059;7.936,3.221,2.264;10.931,17.091,0.324;13.593,7.966,0.694;2.899,6.448,0.397;11.561,14.038,1.018;17.258,5.515,2.387;19.351,19.461,0.234;4.261,14.441,1.358;7.929,14.271,0.228;12.677,6.030,0.458;3.033,14.699,0.604;10.737,1.079,0.946;15.530,9.643,0.333;9.629,4.673,0.800;1.717,6.195,0.488;8.484,14.454,0.713;15.091,12.254,1.281;2.599,14.134,0.355;15.181,15.522,0.308;13.385,8.708,0.340;0.383,9.548,0.355;13.950,11.810,0.498;10.005,3.156,1.101;7.347,4.632,0.939;19.695,18.049,0.331;1.322,12.760,1.091;2.923,7.590,0.630;16.792,9.305,1.629;6.546,13.914,0.288;18.777,14.280,0.427;16.860,12.253,2.354;0.426,1.191,0.221;19.432,4.688,0.482;2.662,8.336,0.933;8.522,6.950,0.490;1.291,16.100,1.301"
19,drone_3,8.4539,17.0722,17.0000,17.0000,"17.680,4.569,0.489;0.537,5.494,0.764;14.324,7.514,0.876;9.409,13.899,0.296;3.291,19.446,0.297;0.219,14.483,0.304;17.408,5.643,0.761;17.299,4.560,0.602;14.728,12.922,0.699;5.972,15.434,0.476;19.679,11.787,0.639;18.459,0.510,0.975;15.792,0.362,0.621;4.189,19.691,0.334;1.272,11.705,0.352;14.178,18.723,1.179;12.633,8.591,0.627;7.479,0.824,0.325;14.350,6.446,0.456;19.546,14.688,0.401;14.567,14.185,1.100;11.909,17.974,0.402;6.327,12.732,0.491;12.859,16.510,1.185;7.462,8.937,0.439;6.247,9.052,0.217;1.662,9.854,0.739;18.632,2.260,2.208;17.025,11.057,1.773;0.796,12.890,0.389;0.724,19.605,0.260;16.285,7.630,1.032;17.406,14.480,0.313;13.464,14.955,0.746;13.314,7.913,0.695;1.271,19.322,0.477;16.635,1.805,1.530;13.271,10.191,0.285;19.143,12.149,0.362;1.470,16.375,0.239;13.140,17.700,0.740;2.335,15.355,0.464;18.038,2.617,2.151;8.839,2.274,0.208;18.980,18.710,0.206;2.831,0.532,0.361;9.168,6.439,0.305;0.946,8.306,0.772;14.378,12.252,0.263;15.160,6.894,1.059;7.936,3.221,2.264;10.931,17.091,0.324;13.593,7.966,0.694;2.899,6.448,0.397;11.561,14.038,1.018;17.258,5.515,2.387;19.351,19.461,0.234;4.261,14.441,1.358;7.929,14.271,0.228;12.677,6.030,0.458;3.033,14.699,0.604;10.737,1.079,0.946;15.530,9.643,0.333;9.629,4.673,0.800;1.717,6.195,0.488;8.484,14.454,0.713;15.091,12.254,1.281;2.599,14.134,0.355;15.181,15.522,0.308;13.385,8.708,0.340;0.383,9.548,0.355;13.950,11.810,0.498;10.005,3.156,1.101;7.347,4.632,0.939;19.695,18.049,0.331;1.322,12.760,1.091;2.923,7.590,0.630;16.792,9.305,1.629;6.546,13.914,0.288;18.777,14.280,0.427;16.860,12.253,2.354;0.426,1.191,0.221;19.432,4.688,0.482;2.662,8.336,0.933;8.522,6.950,0.490;1.291,16.100,1.301"
19,drone_4,11.2621,10.7871,17.0000,17.0000,"17.680,4.569,0.489;0.537,5.494,0.764;14.324,7.514,0.876;9.409,13.899,0.296;3.291,19.446,0.297;0.219,14.483,0.304;17.408,5.643,0.761;17.299,4.560,0.602;14.728,12.922,0.699;5.972,15.434,0.476;19.679,11.787,0.639;18.459,0.510,0.975;15.792,0.362,0.621;4.189,19.691,0.334;1.272,11.705,0.352;14.178,18.723,1.179;12.633,8.591,0.627;7.479,0.824,0.325;14.350,6.446,0.456;19.546,14.688,0.401;14.567,14.185,1.100;11.909,17.974,0.402;6.327,12.732,0.491;12.859,16.510,1.185;7.462,8.937,0.439;6.247,9.052,0.217;1.662,9.854,0.739;18.632,2.260,2.208;17.025,11.057,1.773;0.796,12.890,0.389;0.724,19.605,0.260;16.285,7.630,1.032;17.406,14.480,0.313;13.464,14.955,0.746;13.314,7.913,0.695;1.271,19.322,0.477;16.635,1.805,1.530;13.271,10.191,0.285;19.143,12.149,0.362;1.470,16.375,0.239;13.140,17.700,0.740;2.335,15.355,0.464;18.038,2.617,2.151;8.839,2.274,0.208;18.980,18.710,0.206;2.831,0.532,0.361;9.168,6.439,0.305;0.946,8.306,0.772;14.378,12.252,0.263;15.160,6.894,1.059;7.936,3.221,2.264;10.931,17.091,0.324;13.593,7.966,0.694;2.899,6.448,0.397;11.561,14.038,1.018;17.258,5.515,2.387;19.351,19.461,0.234;4.261,14.441,1.358;7.929,14.271,0.228;12.677,6.030,0.458;3.033,14.699,0.604;10.737,1.079,0.946;15.530,9.643,0.333;9.629,4.673,0.800;1.717,6.195,0.488;8.484,14.454,0.713;15.091,12.254,1.281;2.599,14.134,0.355;15.181,15.522,0.308;13.385,8.708,0.340;0.383,9.548,0.355;13.950,11.810,0.498;10.005,3.156,1.101;7.347,4.632,0.939;19.695,18.049,0.331;1.322,12.760,1.091;2.923,7.590,0.630;16.792,9.305,1.629;6.546,13.914,0.288;18.777,14.280,0.427;16.860,12.253,2.354;0.426,1.191,0.221;19.432,4.688,0.482;2.662,8.336,0.933;8.522,6.950,0.490;1.291,16.100,1.301"
19,drone_6,7.6462,10.8106,17.0000,17.0000,"17.680,4.569,0.489;0.537,5.494,0.764;14.324,7.514,0.876;9.409,13.899,0.296;3.291,19.446,0.297;0.219,14.483,0.304;17.408,5.643,0.761;17.299,4.560,0.602;14.728,12.922,0.699;5.972,15.434,0.476;19.679,11.787,0.639;18.459,0.510,0.975;15.792,0.362,0.621;4.189,19.691,0.334;1.272,11.705,0.352;14.178,18.723,1.179;12.633,8.591,0.627;7.479,0.824,0.325;14.350,6.446,0.456;19.546,14.688,0.401;14.567,14.185,1.100;11.909,17.974,0.402;6.327,12.732,0.491;12.859,16.510,1.185;7.462,8.937,0.439;6.247,9.052,0.217;1.662,9.854,0.739;18.632,2.260,2.208;17.025,11.057,1.773;0.796,12.890,0.389;0.724,19.605,0.260;16.285,7.630,1.032;17.406,14.480,0.313;13.464,14.955,0.746;13.314,7.913,0.695;1.271,19.322,0.477;16.635,1.805,1.530;13.271,10.191,0.285;19.143,12.149,0.362;1.470,16.375,0.239;13.140,17.700,0.740;2.335,15.355,0.464;18.038,2.617,2.151;8.839,2.274,0.208;18.980,18.710,0.206;2.831,0.532,0.361;9.168,6.439,0.305;0.946,8.306,0.772;14.378,12.252,0.263;15.160,6.894,1.059;7.936,3.221,2.264;10.931,17.091,0.324;13.593,7.966,0.694;2.899,6.448,0.397;11.561,14.038,1.018;17.258,5.515,2.387;19.351,19.461,0.234;4.261,14.441,1.358;7.929,14.271,0.228;12.677,6.030,0.458;3.033,14.699,0.604;10.737,1.079,0.946;15.530,9.643,0.333;9.629,4.673,0.800;1.717,6.195,0.488;8.484,14.454,0.713;15.091,12.254,1.281;2.599,14.134,0.355;15.181,15.522,0.308;13.385,8.708,0.340;0.383,9.548,0.355;13.950,11.810,0.498;10.005,3.156,1.101;7.347,4.632,0.939;19.695,18.049,0.331;1.322,12.760,1.091;2.923,7.590,0.630;16.792,9.305,1.629;6.546,13.914,0.288;18.777,14.280,0.427;16.860,12.253,2.354;0.426,1.191,0.221;19.432,4.688,0.482;2.662,8.336,0.933;8.522,6.950,0.490;1.291,16.100,1.301"
19,drone_9,8.8617,8.4977,17.0000,17.0000,"17.680,4.569,0.489;0.537,5.494,0.764;14.324,7.514,0.876;9.409,13.899,0.296;3.291,19.446,0.297;0.219,14.483,0.304;17.408,5.643,0.761;17.299,4.560,0.602;14.728,12.922,0.699;5.972,15.434,0.476;19.679,11.787,0.639;18.459,0.510,0.975;15.792,0.362,0.621;4.189,19.691,0.334;1.272,11.705,0.352;14.178,18.723,1.179;12.633,8.591,0.627;7.479,0.824,0.325;14.350,6.446,0.456;19.546,14.688,0.401;14.567,14.185,1.100;11.909,17.974,0.402;6.327,12.732,0.491;12.859,16.510,1.185;7.462,8.937,0.439;6.247,9.052,0.217;1.662,9.854,0.739;18.632,2.260,2.208;17.025,11.057,1.773;0.796,12.890,0.389;0.724,19.605,0.260;16.285,7.630,1.032;17.406,14.480,0.313;13.464,14.955,0.746;13.314,7.913,0.695;1.271,19.322,0.477;16.635,1.805,1.530;13.271,10.191,0.285;19.143,12.149,0.362;1.470,16.375,0.239;13.140,17.700,0.740;2.335,15.355,0.464;18.038,2.617,2.151;8.839,2.274,0.208;18.980,18.710,0.206;2.831,0.532,0.361;9.168,6.439,0.305;0.946,8.306,0.772;14.378,12.252,0.263;15.160,6.894,1.059;7.936,3.221,2.264;10.931,17.091,0.324;13.593,7.966,0.694;2.899,6.448,0.397;11.561,14.038,1.018;17.258,5.515,2.387;19.351,19.461,0.234;4.261,14.441,1.358;7.929,14.271,0.228;12.677,6.030,0.458;3.033,14.699,0.604;10.737,1.079,0.946;15.530,9.643,0.333;9.629,4.673,0.800;1.717,6.195,0.488;8.484,14.454,0.713;15.091,12.254,1.281;2.599,14.134,0.355;15.181,15.522,0.308;13.385,8.708,0.340;0.383,9.548,0.355;13.950,11.810,0.498;10.005,3.156,1.101;7.347,4.632,0.939;19.695,18.049,0.331;1.322,12.760,1.091;2.923,7.590,0.630;16.792,9.305,1.629;6.546,13.914,0.288;18.777,14.280,0.427;16.860,12.253,2.354;0.426,1.191,0.221;19.432,4.688,0.482;2.662,8.336,0.933;8.522,6.950,0.490;1.291,16.100,1.301"
20,drone_0,5.1088,6.2042,17.0000,17.0000,"17.680,4.569,0.489;0.537,5.494,0.764;14.324,7.514,0.876;9.409,13.899,0.296;3.291,19.446,0.297;0.219,14.483,0.304;17.408,5.643,0.761;17.299,4.560,0.602;14.728,12.922,0.699;5.972,15.434,0.476;19.679,11.787,0.639;18.459,0.510,0.975;15.792,0.362,0.621;4.189,19.691,0.334;1.272,11.705,0.352;14.178,18.723,1.179;12.633,8.591,0.627;7.479,0.824,0.325;14.350,6.446,0.456;19.546,14.688,0.401;14.567,14.185,1.100;11.909,17.974,0.402;6.327,12.732,0.491;12.859,16.510,1.185;7.462,8.937,0.439;6.247,9.052,0.217;1.662,9.854,0.739;18.632,2.260,2.208;17.025,11.057,1.773;0.796,12.890,0.389;0.724,19.605,0.260;16.285,7.630,1.032;17.406,14.480,0.313;13.464,14.955,0.746;13.314,7.913,0.695;1.271,19.322,0.477;16.635,1.805,1.530;13.271,10.191,0.285;19.143,12.149,0.362;1.470,16.375,0.239;13.140,17.700,0.740;2.335,15.355,0.464;18.038,2.617,2.151;8.839,2.274,0.208;18.980,18.710,0.206;2.831,0.532,0.361;9.168,6.439,0.305;0.946,8.306,0.772;14.378,12.252,0.263;15.160,6.894,1.059;7.936,3.221,2.264;10.931,17.091,0.324;13.593,7.966,0.694;2.899,6.448,0.397;11.561,14.038,1.018;17.258,5.515,2.387;19.351,19.461,0.234;4.261,14.441,1.358;7.929,14.271,0.228;12.677,6.030,0.458;3.033,14.699,0.604;10.737,1.079,0.946;15.530,9.643,0.333;9.629,4.673,0.800;1.717,6.195,0.488;8.484,14.454,0.713;15.091,12.254,1.281;2.599,14.134,0.355;15.181,15.522,0.308;13.385,8.708,0.340;0.383,9.548,0.355;13.950,11.810,0.498;10.005,3.156,1.101;7.347,4.632,0.939;19.695,18.049,0.331;1.322,12.760,1.091;2.923,7.590,0.630;16.792,9.305,1.629;6.546,13.914,0.288;18.777,14.280,0.427;16.860,12.253,2.354;0.426,1.191,0.221;19.432,4.688,0.482;2.662,8.336,0.933;8.522,6.950,0.490;1.291,16.100,1.301"
20,drone_1,12.4438,11.9555,17.0000,17.0000,"17.680,4.569,0.489;0.537,5.494,0.764;14.324,7.514,0.876;9.409,13.899,0.296;3.291,19.446,0.297;0.219,14.483,0.304;17.408,5.643,0.761;17.299,4.560,0.602;14.728,12.922,0.699;5.972,15.434,0.476;19.679,11.787,0.639;18.459,0.510,0.975;15.792,0.362,0.621;4.189,19.691,0.334;1.272,11.705,0.352;14.178,18.723,1.179;12.633,8.591,0.627;7.479,0.824,0.325;14.350,6.446,0.456;19.546,14.688,0.401;14.567,14.185,1.100;11.909,17.974,0.402;6.327,12.732,0.491;12.859,16.510,1.185;7.462,8.937,0.439;6.247,9.052,0.217;1.662,9.854,0.739;18.632,2.260,2.208;17.025,11.057,1.773;0.796,12.890,0.389;0.724,19.605,0.260;16.285,7.630,1.032;17.406,14.480,0.313;13.464,14.955,0.746;13.314,7.913,0.695;1.271,19.322,0.477;16.635,1.805,1.530;13.271,10.191,0.285;19.143,12.149,0.362;1.470,16.375,0.239;13.140,17.700,0.740;2.335,15.355,0.464;18.038,2.617,2.151;8.839,2.274,0.208;18.980,18.710,0.206;2.831,0.532,0.361;9.168,6.439,0.305;0.946,8.306,0.772;14.378,12.252,0.263;15.160,6.894,1.059;7.936,3.221,2.264;10.931,17.091,0.324;13.593,7.966,0.694;2.899,6.448,0.397;11.561,14.038,1.018;17.258,5.515,2.387;19.351,19.461,0.234;4.261,14.441,1.358;7.929,14.271,0.228;12.677,6.030,0.458;3.033,14.699,0.604;10.737,1.079,0.946;15.530,9.643,0.333;9.629,4.673,0.800;1.717,6.195,0.488;8.484,14.454,0.713;15.091,12.254,1.281;2.599,14.134,0.355;15.181,15.522,0.308;13.385,8.708,0.340;0.383,9.548,0.355;13.950,11.810,0.498;10.005,3.156,1.101;7.347,4.632,0.939;19.695,18.049,0.331;1.322,12.760,1.091;2.923,7.590,0.630;16.792,9.305,1.629;6.546,13.914,0.288;18.777,14.280,0.427;16.860,12.253,2.354;0.426,1.191,0.221;19.432,4.688,0.482;2.662,8.336,0.933;8.522,6.950,0.490;1.291,16.100,1.301"
20,drone_2,9.6275,16.7441,17.0000,17.0000,"17.680,4.569,0.489;0.537,5.494,0.764;14.324,7.514,0.876;9.409,13.899,0.296;3.291,19.446,0.297;0.219,14.483,0.304;17.408,5.643,0.761;17.299,4.560,0.602;14.728,12.922,0.699;5.972,15.434,0.476;19.679,11.787,0.639;18.459,0.510,0.975;15.792,0.362,0.621;4.189,19.691,0.334;1.272,11.705,0.352;14.178,18.723,1.179;12.633,8.591,0.627;7.479,0.824,0.325;14.350,6.446,0.456;19.546,14.688,0.401;14.567,14.185,1.100;11.909,17.974,0.402;6.327,12.732,0.491;12.859,16.510,1.185;7.462,8.937,0.439;6.247,9.052,0.217;1.662,9.854,0.739;18.632,2.260,2.208;17.025,11.057,1.773;0.796,12.890,0.389;0.724,19.605,0.260;16.285,7.630,1.032;17.406,14.480,0.313;13.464,14.955,0.746;13.314,7.913,0.695;1.271,19.322,0.477;16.635,1.805,1.530;13.271,10.191,0.285;19.143,12.149,0.362;1.470,16.375,0.239;13.140,17.700,0.740;2.335,15.355,0.464;18.038,2.617,2.151;8.839,2.274,0.208;18.980,18.710,0.206;2.831,0.532,0.361;9.168,6.439,0.305;0.946,8.306,0.772;14.378,12.252,0.263;15.160,6.894,1.059;7.936,3.221,2.264;10.931,17.091,0.324;13.593,7.966,0.694;2.899,6.448,0.397;11.561,14.038,1.018;17.258,5.515,2.387;19.351,19.461,0.234;4.261,14.441,1.358;7.929,14.271,0.228;12.677,6.030,0.458;3.033,14.699,0.604;10.737,1.079,0.946;15.530,9.643,0.333;9.629,4.673,0.800;1.717,6.195,0.488;8.484,14.454,0.713;15.091,12.254,1.281;2.599,14.134,0.355;15.181,15.522,0.308;13.385,8.708,0.340;0.383,9.548,0.355;13.950,11.810,0.498;10.005,3.156,1.101;7.347,4.632,0.939;19.695,18.049,0.331;1.322,12.760,1.091;2.923,7.590,0.630;16.792,9.305,1.629;6.546,13.914,0.288;18.777,14.280,0.427;16.860,12.253,2.354;0.426,1.191,0.221;19.432,4.688,0.482;2.662,8.336,0.933;8.522,6.950,0.490;1.291,16.100,1.301"
20,drone_3,8.6538,17.0676,17.0000,17.0000,"17.680,4.569,0.489;0.537,5.494,0.764;14.324,7.514,0.876;9.409,13.899,0.296;3.291,19.446,0.297;0.219,14.483,0.304;17.408,5.643,0.761;17.299,4.560,0.602;14.728,12.922,0.699;5.972,15.434,0.476;19.679,11.787,0.639;18.459,0.510,0.975;15.792,0.362,0.621;4.189,19.691,0.334;1.272,11.705,0.352;14.178,18.723,1.179;12.633,8.591,0.627;7.479,0.824,0.325;14.350,6.446,0.456;19.546,14.688,0.401;14.567,14.185,1.100;11.909,17.974,0.402;6.327,12.732,0.491;12.859,16.510,1.185;7.462,8.937,0.439;6.247,9.052,0.217;1.662,9.854,0.739;18.632,2.260,2.208;17.025,11.057,1.773;0.796,12.890,0.389;0.724,19.605,0.260;16.285,7.630,1.032;17.406,14.480,0.313;13.464,14.955,0.746;13.314,7.913,0.695;1.271,19.322,0.477;16.635,1.805,1.530;13.271,10.191,0.285;19.143,12.149,0.362;1.470,16.375,0.239;13.140,17.700,0.740;2.335,15.355,0.464;18.038,2.617,2.151;8.839,2.274,0.208;18.980,18.710,0.206;2.831,0.532,0.361;9.168,6.439,0.305;0.946,8.306,0.772;14.378,12.252,0.263;15.160,6.894,1.059;7.936,3.221,2.264;10.931,17.091,0.324;13.593,7.966,0.694;2.899,6.448,0.397;11.561,14.038,1.018;17.258,5.515,2.387;19.351,19.461,0.234;4.261,14.441,1.358;7.929,14.271,0.228;12.677,6.030,0.458;3.033,14.699,0.604;10.737,1.079,0.946;15.530,9.643,0.333;9.629,4.673,0.800;1.717,6.195,0.488;8.484,14.454,0.713;15.091,12.254,1.281;2.599,14.134,0.355;15.181,15.522,0.308;13.385,8.708,0.340;0.383,9.548,0.355;13.950,11.810,0.498;10.005,3.156,1.101;7.347,4.632,0.939;19.695,18.049,0.331;1.322,12.760,1.091;2.923,7.590,0.630;16.792,9.305,1.629;6.546,13.914,0.288;18.777,14.280,0.427;16.860,12.253,2.354;0.426,1.191,0.221;19.432,4.688,0.482;2.662,8.336,0.933;8.522,6.950,0.490;1.291,16.100,1.301"
20,drone_4,11.1967,10.8538,17.0000,17.0000,"17.680,4.569,0.489;0.537,5.494,0.764;14.324,7.514,0.876;9.409,13.899,0.296;3.291,19.446,0.297;0.219,14.483,0.304;17.408,5.643,0.761;17.299,4.560,0.602;14.728,12.922,0.699;5.972,15.434,0.476;19.679,11.787,0.639;18.459,0.510,0.975;15.792,0.362,0.621;4.189,19.691,0.334;1.272,11.705,0.352;14.178,18.723,1.179;12.633,8.591,0.627;7.479,0.824,0.325;14.350,6.446,0.456;19.546,14.688,0.401;14.567,14.185,1.100;11.909,17.974,0.402;6.327,12.732,0.491;12.859,16.510,1.185;7.462,8.937,0.439;6.247,9.052,0.217;1.662,9.854,0.739;18.632,2.260,2.208;17.025,11.057,1.773;0.796,12.890,0.389;0.724,19.605,0.260;16.285,7.630,1.032;17.406,14.480,0.313;13.464,14.955,0.746;13.314,7.913,0.695;1.271,19.322,0.477;16.635,1.805,1.530;13.271,10.191,0.285;19.143,12.149,0.362;1.470,16.375,0.239;13.140,17.700,0.740;2.335,15.355,0.464;18.038,2.617,2.151;8.839,2.274,0.208;18.980,18.710,0.206;2.831,0.532,0.361;9.168,6.439,0.305;0.946,8.306,0.772;14.378,12.252,0.263;15.160,6.894,1.059;7.936,3.221,2.264;10.931,17.091,0.324;13.593,7.966,0.694;2.899,6.448,0.397;11.561,14.038,1.018;17.258,5.515,2.387;19.351,19.461,0.234;4.261,14.441,1.358;7.929,14.271,0.228;12.677,6.030,0.458;3.033,14.699,0.604;10.737,1.079,0.946;15.530,9.643,0.333;9.629,4.673,0.800;1.717,6.195,0.488;8.484,14.454,0.713;15.091,12.254,1.281;2.599,14.134,0.355;15.181,15.522,0.308;13.385,8.708,0.340;0.383,9.548,0.355;13.950,11.810,0.498;10.005,3.156,1.101;7.347,4.632,0.939;19.695,18.049,0.331;1.322,12.760,1.091;2.923,7.590,0.630;16.792,9.305,1.629;6.546,13.914,0.288;18.777,14.280,0.427;16.860,12.253,2.354;0.426,1.191,0.221;19.432,4.688,0.482;2.662,8.336,0.933;8.522,6.950,0.490;1.291,16.100,1.301"
20,drone_6,7.8452,10.8305,17.0000,17.0000,"17.680,4.569,0.489;0.537,5.494,0.764;14.324,7.514,0.876;9.409,13.899,0.296;3.291,19.446,0.297;0.219,14.483,0.304;17.408,5.643,0.761;17.299,4.560,0.602;14.728,12.922,0.699;5.972,15.434,0.476;19.679,11.787,0.639;18.459,0.510,0.975;15.792,0.362,0.621;4.189,19.691,0.334;1.272,11.705,0.352;14.178,18.723,1.179;12.633,8.591,0.627;7.479,0.824,0.325;14.350,6.446,0.456;19.546,14.688,0.401;14.567,14.185,1.100;11.909,17.974,0.402;6.327,12.732,0.491;12.859,16.510,1.185;7.462,8.937,0.439;6.247,9.052,0.217;1.662,9.854,0.739;18.632,2.260,2.208;17.025,11.057,1.773;0.796,12.890,0.389;0.724,19.605,0.260;16.285,7.630,1.032;17.406,14.480,0.313;13.464,14.955,0.746;13.314,7.913,0.695;1.271,19.322,0.477;16.635,1.805,1.530;13.271,10.191,0.285;19.143,12.149,0.362;1.470,16.375,0.239;13.140,17.700,0.740;2.335,15.355,0.464;18.038,2.617,2.151;8.839,2.274,0.208;18.980,18.710,0.206;2.831,0.532,0.361;9.168,6.439,0.305;0.946,8.306,0.772;14.378,12.252,0.263;15.160,6.894,1.059;7.936,3.221,2.264;10.931,17.091,0.324;13.593,7.966,0.694;2.899,6.448,0.397;11.561,14.038,1.018;17.258,5.515,2.387;19.351,19.461,0.234;4.261,14.441,1.358;7.929,14.271,0.228;12.677,6.030,0.458;3.033,14.699,0.604;10.737,1.079,0.946;15.530,9.643,0.333;9.629,4.673,0.800;1.717,6.195,0.488;8.484,14.454,0.713;15.091,12.254,1.281;2.599,14.134,0.355;15.181,15.522,0.308;13.385,8.708,0.340;0.383,9.548,0.355;13.950,11.810,0.498;10.005,3.156,1.101;7.347,4.632,0.939;19.695,18.049,0.331;1.322,12.760,1.091;2.923,7.590,0.630;16.792,9.305,1.629;6.546,13.914,0.288;18.777,14.280,0.427;16.860,12.253,2.354;0.426,1.191,0.221;19.432,4.688,0.482;2.662,8.336,0.933;8.522,6.950,0.490;1.291,16.100,1.301"
